step,loss,loss_pde,loss_ic,loss_bc,grad_norm,residual_log_mean,residual_log_abs_mean,residual_log_abs_max,g_eval_min,g_eval_max,mu_eval_min,mu_eval_max,N_eval_min,N_eval_max,seconds_elapsed,w_pde,w_ic,w_bc,weighted_loss_pde,weighted_loss_ic,weighted_loss_bc,grad_pde_max_for_weighting,grad_ic_mean_for_weighting,grad_bc_mean_for_weighting,target_w_ic,target_w_bc
1,6609.103037483225,0.7380781510811096,209.32143579703327,6399.043523535111,340.1451089203606,0.7806766061059678,0.7962711385515077,1.1979397303912855,0.00025850418139156117,3.7215122733068866,0.187059572329123,0.18705957425417152,0.8234085054274204,0.8660680521814988,2.4513414001557976,1.0,1.0,1.0,0.7380781510811096,209.32143579703327,6399.043523535111,,,,,
2,6593.399124008325,0.8128143323112156,211.63698876778042,6380.949320908234,343.6021554236921,0.8262765600788746,0.8413053898382922,1.1934463541399207,0.00013283146635602316,3.4918753438191397,0.187059572329123,0.18705957434778725,0.750923065836454,0.7940524345939305,2.493869600119069,1.0,1.0,1.0,0.8128143323112156,211.63698876778042,6380.949320908234,,,,,
3,6576.660621709697,0.7800609634043384,213.98060960707278,6361.899951139219,343.34591871113633,0.8185975068843748,0.8412421136111413,1.189969413300945,0.00014631918685990147,2.5435702485576672,0.187059572329123,0.18705957409265173,0.6710489962207496,0.7360923609317171,2.533938999986276,1.0,1.0,1.0,0.7800609634043384,213.98060960707278,6361.899951139219,,,,,
4,6560.964178723072,0.8298344667003597,216.41074362007512,6343.723600636296,350.5925535780242,0.8320784273131371,0.8374247114105374,1.185302479837908,0.0008070810868105877,3.7320905727265643,0.187059572329123,0.18705957302656973,0.6011863237005792,0.6786953286130786,2.5693859001621604,1.0,1.0,1.0,0.8298344667003597,216.41074362007512,6343.723600636296,,,,,
5,6544.947983092748,0.7498314539792773,218.93674044309915,6325.261411195669,361.2368274539985,0.7582759421563905,0.7820454503881459,1.181022297255017,0.0,3.7086428283271085,0.187059572329123,0.1870595740852661,0.5324022695631639,0.643118685029865,2.6077028000727296,1.0,1.0,1.0,0.7498314539792773,218.93674044309915,6325.261411195669,,,,,
6,6528.191002888134,0.6143934521234904,221.5841499778105,6305.9924594582,379.86359332800265,0.7247077372953171,0.7247077372953171,1.1580017478382099,0.00011091119674383476,3.664254859218951,0.187059572329123,0.18705957361881353,0.47234482550682116,0.5924479940948341,2.645996200153604,1.0,1.0,1.0,0.6143934521234904,221.5841499778105,6305.9924594582,,,,,
7,6511.68421278497,0.7910555354105169,224.3679334854792,6286.525223764081,397.2709698727144,0.8213681260203128,0.8213681260203128,1.1739061222179843,0.00037980927950934107,2.6086549385084234,0.187059572329123,0.18705957313756721,0.41598212336129414,0.5454104086304075,2.6832644001115113,1.0,1.0,1.0,0.7910555354105169,224.3679334854792,6286.525223764081,,,,,
8,6494.356613792758,0.8211801659458869,227.30969431260397,6266.225739314208,416.9803300017486,0.819130176128506,0.8380878394414316,1.1699344576890494,0.00012431494508213792,3.0647844885167577,0.187059572329123,0.18705957333134465,0.3656812848678401,0.510116108530813,2.72563280002214,1.0,1.0,1.0,0.8211801659458869,227.30969431260397,6266.225739314208,,,,,
9,6476.155687777051,0.6818930776700978,230.42831191768272,6245.045482781698,435.60484778196445,0.7271260136314528,0.7502004799736898,1.1631312208919005,0.00034236103212044455,3.7166180331831042,0.187059572329123,0.18705957299121637,0.31895495705493776,0.46211026656593057,2.7706457001622766,1.0,1.0,1.0,0.6818930776700978,230.42831191768272,6245.045482781698,,,,,
10,6141.781824622529,0.8388923782669506,233.75938968527788,6223.588542196961,433.2259264042677,0.8673085107302795,0.8673085107302795,1.1597822343838193,0.000207931368959427,2.7597851465839867,0.187059572329123,0.1870595730218094,0.2774884835081289,0.425302617929271,2.820856099948287,1.0,0.9549839914681555,0.9508511716538499,0.8388923782669506,223.23647500480664,5917.706457239456,0.04626192582112824,0.4641051867435203,2.717543847464837,0.09967982936310964,0.017023433076999075
11,6124.558643179523,0.7887882945422063,237.3138482577514,6201.957892724702,451.9599777376608,0.818547236321028,0.8260283649485543,1.1543050992554467,0.0007843284153321514,3.7331559427973207,0.187059572329123,0.18705957262965667,0.2409149489931574,0.376699437379483,2.8599340999498963,1.0,0.9549839914681555,0.9508511716538499,0.7887882945422063,226.6309260398556,5897.138928845125,,,,,
12,6105.047904951734,0.7621521074424156,241.1107315334843,6177.653284942297,476.5677931878944,0.7918341630559587,0.8150035120582372,1.153494547540977,4.4075577551719314e-05,3.447772793878779,0.187059572329123,0.18705957297245557,0.20684724299618312,0.34510458823227536,2.8999394001439214,1.0,0.9549839914681555,0.9508511716538499,0.7621521074424156,230.2568887856537,5874.028864058639,,,,,
13,6085.340983075696,0.7297516417105487,245.14441183436247,6152.910588897212,500.1734015959652,0.7934152632548443,0.8098911534492341,1.1380596906798923,0.0003215757328132937,3.2508588811846035,0.187059572329123,0.18705957270984694,0.17667124469731724,0.3001875258410467,2.9410600000992417,1.0,0.9549839914681555,0.9508511716538499,0.7297516417105487,234.1089888996928,5850.502242534293,,,,,
14,6065.434788960278,0.7294827957493374,249.411284532818,6127.690321935343,523.8821534114086,0.7895711712051791,0.7895711712051791,1.1459718467238054,0.0005708532013294076,3.446004351308883,0.187059572329123,0.18705957256726397,0.14961736151336272,0.259438031289726,2.983973399968818,1.0,0.9549839914681555,0.9508511716538499,0.7294827957493374,238.18378402035037,5826.521522144178,,,,,
