step,loss,loss_pde,loss_ic,loss_bc,grad_norm,residual_log_mean,residual_log_abs_mean,residual_log_abs_max,g_eval_min,g_eval_max,mu_eval_min,mu_eval_max,N_eval_min,N_eval_max,seconds_elapsed,w_pde,w_ic,w_bc,weighted_loss_pde,weighted_loss_ic,weighted_loss_bc,grad_pde_max_for_weighting,grad_ic_mean_for_weighting,grad_bc_mean_for_weighting,target_w_ic,target_w_bc,loss_weighted,loss_unweighted,boundary_loss_form,bc_eps,frac_flux_left_clamped,frac_recruitment_flux_clamped,flux_left_min,recruitment_flux_min,boundary_residual_abs_p95,boundary_residual_abs_max,weight_update_hard_set
1,13.174780598990449,0.7653273894711125,9.65423678841839,2755.216421100947,2.743278742216848,0.7771784210051834,0.8109497189847585,1.2027745518979664,0.00012062847708493168,3.4686289404623105,0.187059572329123,0.1898900514801743,981683.4308073283,1062039.1613870945,2.161965300096199,1.0,1.0,0.001,0.7653273894711125,9.65423678841839,2.7552164211009473,,,,,,13.174780598990449,2765.635985278837,log,1e-12,1.0,0.0,0.0,62249850150.4445,52.49387794826726,52.49396230965418,0.0
2,12.99284904746674,0.7282542682852514,9.515397526110723,2749.1972530707644,2.6865533723144104,0.7656829939860167,0.7656829939860167,1.19402507382682,2.4278109372638523e-05,3.7333241422441663,0.187059572329123,0.19008733556874657,987269.4127716132,999506.5524731753,4.178404199890792,1.0,1.0,0.001,0.7282542682852514,9.515397526110723,2.7491972530707645,,,,,,12.99284904746674,2759.4409048651605,log,1e-12,1.0,0.0,0.0,58901234371.00833,52.435456114409526,52.43558960009581,0.0
3,12.90362803525262,0.78100964629826,9.378244629605858,2744.373759348502,2.685664209633474,0.7508862063707039,0.8112598752339841,1.1902105836173322,0.000975519536881346,3.5190120012633224,0.187059572329123,0.1879740362738412,927050.9307460763,1026761.782383356,4.212152800057083,1.0,1.0,0.001,0.78100964629826,9.378244629605858,2.7443737593485023,,,,,,12.90362803525262,2754.533013624406,log,1e-12,1.0,0.0,0.0,55426092281.96594,52.39498099285587,52.39554621169009,0.0
4,12.817921923878624,0.8386027989073117,9.241461469753212,2737.8576552181003,2.744042032102406,0.8669242462717144,0.8687805936259302,1.183047179318486,0.00013894964160934137,3.603150783712819,0.187059572329123,0.18942957475140845,872765.2398494493,1063122.7835491986,4.245381199987605,1.0,1.0,0.001,0.8386027989073117,9.241461469753212,2.7378576552181,,,,,,12.817921923878624,2747.9377194867607,log,1e-12,1.0,0.0,0.0,52254147513.349915,52.35172752072287,52.35461815641571,0.0
5,12.522574028152894,0.6854147625184943,9.10354312792309,2733.6161377113103,2.824140670371668,0.7708575924435295,0.7708575924435295,1.1767188339776509,6.443367864174959e-06,3.7087036660207513,0.187059572329123,0.18978695416975663,818485.452413476,1104862.1753323572,4.277998700039461,1.0,1.0,0.001,0.6854147625184943,9.10354312792309,2.7336161377113104,,,,,,12.522574028152894,2743.405095601752,log,1e-12,1.0,0.0,0.0,49417836989.56493,52.3129996067078,52.31744788609378,0.0
6,12.405942127949158,0.7154682096557091,8.962706708307419,2727.7672099860306,2.979341095500209,0.7996406341678881,0.7996406341678881,1.162868477424904,0.0,2.902762316603346,0.187059572329123,0.18978735422566323,764702.2462586374,1136236.8259627984,4.313858000095934,1.0,1.0,0.001,0.7154682096557091,8.962706708307419,2.727767209986031,,,,,,12.405942127949158,2737.4453849039937,log,1e-12,1.0,0.0,0.0,46209447073.01742,52.26583839979072,52.270834712070595,0.0
7,12.40446881863523,0.8663277567958435,8.816966855588536,2721.1742062508506,3.207384402655425,0.8946961147037243,0.8946961147037243,1.1630218708267377,0.0,2.846676864222767,0.187059572329123,0.1896228796220043,742154.0644894501,1141569.4853195203,4.3462074000854045,1.0,1.0,0.001,0.8663277567958435,8.816966855588536,2.7211742062508506,,,,,,12.40446881863523,2730.857500863235,log,1e-12,1.0,0.0,0.0,43573640426.528336,52.198686423250024,52.204589007647506,0.0
8,12.138083892732933,0.7591977204020052,8.664292853627657,2714.59331870327,3.411097417045851,0.8244766713550692,0.8244766713550692,1.1555607551100628,0.00012420213603997476,3.5319463385314207,0.187059572329123,0.18905521132647238,672646.0084511428,1202901.090301627,4.379196000052616,1.0,1.0,0.001,0.7591977204020052,8.664292853627657,2.7145933187032703,,,,,,12.138083892732933,2724.0168092772997,log,1e-12,1.0,0.0,0.0,40924648178.6534,52.1629954159392,52.17796625938723,0.0
9,11.965969874394888,0.7555258103903371,8.502839181464944,2707.604882539608,3.6777180603331874,0.8123409184837473,0.8123409184837473,1.1489167870802657,0.0010020352215077272,3.698724606035681,0.187059572329123,0.18773640054285332,623804.980205848,1230815.4430023609,4.41220790008083,1.0,1.0,0.001,0.7555258103903371,8.502839181464944,2.707604882539608,,,,,,11.965969874394888,2716.863247531463,log,1e-12,1.0,0.0,0.0,38111326520.319305,52.113324319978766,52.1466628316694,0.0
10,11.678622205386217,0.6447734869656192,8.330934053905665,2702.914664514933,3.9063209789623934,0.733447270569407,0.7368216026103276,1.1385782901763353,0.0,3.732691797198557,0.187059572329123,0.18925561026831172,582360.9659605472,1322795.8179403194,4.4483127000276,1.0,1.0,0.001,0.6447734869656192,8.330934053905665,2.702914664514933,,,,,,11.678622205386217,2711.890372055804,log,1e-12,1.0,0.0,0.0,35460681002.61852,52.07798481918934,52.082421966413165,0.0
