t_eval,flux_left,recruitment_flux,flux_mismatch
0.0,0.0,31508006379.726116,-31508006379.726116
0.6666666666666666,0.0,31548471151.840305,-31548471151.840305
1.3333333333333333,0.0,31589985052.957222,-31589985052.957222
2.0,0.0,31632555654.787846,-31632555654.787846
2.6666666666666665,0.0,31676190436.18066,-31676190436.18066
3.333333333333333,0.0,31720896778.25402,-31720896778.25402
4.0,0.0,31766681959.308258,-31766681959.308258
4.666666666666666,0.0,31813553149.524685,-31813553149.524685
5.333333333333333,0.0,31861517405.459244,-31861517405.459244
6.0,0.0,31910581664.340435,-31910581664.340435
6.666666666666666,0.0,31960752738.182682,-31960752738.182682
7.333333333333333,0.0,32012037307.72689,-32012037307.72689
8.0,0.0,32064441916.22197,-32064441916.22197
8.666666666666666,0.0,32117972963.061653,-32117972963.061653
9.333333333333332,0.0,32172636697.292725,-32172636697.292725
10.0,0.0,32228439211.01107,-32228439211.01107
10.666666666666666,0.0,32285386432.6637,-32285386432.6637
11.333333333333332,0.0,32343484120.274765,-32343484120.274765
12.0,0.0,32402737854.615715,-32402737854.615715
12.666666666666666,0.0,32463153032.33908,-32463153032.33908
13.333333333333332,0.0,32524734859.096775,-32524734859.096775
14.0,0.0,32587488342.66401,-32587488342.66401
14.666666666666666,0.0,32651418286.090027,-32651418286.090027
15.333333333333332,0.0,32716529280.89803,-32716529280.89803
16.0,0.0,32782825700.355003,-32782825700.355003
16.666666666666664,0.0,32850311692.834568,-32850311692.834568
17.333333333333332,0.0,32918991175.293232,-32918991175.293232
18.0,0.0,32988867826.882885,-32988867826.882885
18.666666666666664,0.0,33059945082.71942,-33059945082.71942
19.333333333333332,0.0,33132226127.829277,-33132226127.829277
20.0,0.0,33205713891.29317,-33205713891.29317
20.666666666666668,0.0,33280411040.60724,-33280411040.60724
21.333333333333336,0.0,33356319976.279716,-33356319976.279716
22.0,0.0,33433442826.681644,-33433442826.681644
22.666666666666668,0.0,33511781443.167854,-33511781443.167854
23.333333333333336,0.0,33591337395.484745,-33591337395.484745
24.0,0.0,33672111967.479317,-33672111967.479317
24.666666666666668,0.0,33754106153.123188,-33754106153.123188
25.333333333333336,0.0,33837320652.86386,-33837320652.86386
26.0,0.0,33921755870.3147,-33921755870.3147
26.666666666666668,0.0,34007411909.292503,-34007411909.292503
27.333333333333336,0.0,34094288571.21236,-34094288571.21236
28.0,0.0,34182385352.845406,-34182385352.845406
28.666666666666668,0.0,34271701444.445663,-34271701444.445663
29.333333333333336,0.0,34362235728.25032,-34362235728.25032
30.0,0.0,34453986777.355064,-34453986777.355064
30.666666666666668,0.0,34546952854.96672,-34546952854.96672
31.333333333333336,0.0,34641131914.03216,-34641131914.03216
32.0,0.0,34736521597.24229,-34736521597.24229
32.666666666666664,0.0,34833119237.40734,-34833119237.40734
33.333333333333336,0.0,34930921858.20012,-34930921858.20012
34.0,0.0,35029926175.26013,-35029926175.26013
34.666666666666664,0.0,35130128597.652725,-35130128597.652725
35.333333333333336,0.0,35231525229.67447,-35231525229.67447
36.0,0.0,35334111872.99518,-35334111872.99518
36.666666666666664,0.0,35437884029.12682,-35437884029.12682
37.333333333333336,0.0,35542836902.207306,-35542836902.207306
38.0,0.0,35648965402.08714,-35648965402.08714
38.666666666666664,0.0,35756264147.705284,-35756264147.705284
39.333333333333336,0.0,35864727470.74083,-35864727470.74083
40.0,0.0,35974349419.52554,-35974349419.52554
