step,fixed_loss,fixed_loss_pde,fixed_loss_ic,fixed_loss_bc,fixed_residual_log_rms,fixed_residual_log_abs_mean,fixed_residual_log_abs_p95,fixed_residual_log_abs_max,rms_dlogN_dt,rms_advective,rms_mu,rms_dg_dw,log_N_eval_min,log_N_eval_max,N_eval_min,N_eval_max,g_eval_min,g_eval_max,mu_eval_min,mu_eval_max,dg_dw_min,dg_dw_max,fixed_loss_unweighted,fixed_w_pde,fixed_w_ic,fixed_w_bc,fixed_weighted_loss_pde,fixed_weighted_loss_ic,fixed_weighted_loss_bc,fixed_loss_weighted,bc_eps,flux_left_min,flux_left_max,recruitment_flux_min,recruitment_flux_max,frac_flux_left_clamped,frac_recruitment_flux_clamped,boundary_residual_abs_p95,boundary_residual_abs_max,flux_left_mean,recruitment_flux_mean,flux_mismatch_rms,flux_mismatch_abs_mean,flux_mismatch_abs_p95,flux_mismatch_rel_abs_mean,boundary_residual_rms,grad_norm_pde,grad_norm_ic,grad_norm_bc,grad_abs_max_pde,grad_abs_mean_pde,grad_abs_max_ic,grad_abs_mean_ic,grad_abs_max_bc,grad_abs_mean_bc,grad_norm_max_min_ratio
1,8830.868756811762,0.7601035933774316,9.398207129321555,8820.710446089062,0.8718392015603746,0.8044656042912646,1.185889404688853,1.1903740599734058,0.0016212660050836253,0.004223329124324025,0.18727013577197274,0.712425685396928,13.819883034288246,13.94675221449821,1004382.0495463843,1140243.2952633526,0.0,3.7293673617219585,0.187059572329123,0.19066523815752912,-0.5187189075944649,1.0100309392419646,8830.868756811762,,,,,,,,1e-30,0.0,0.0,59789483409.18053,63343148302.60727,1.0,0.0,93.94603603782801,93.94938537145211,0.0,61434263208.79383,61443527434.597755,61434263208.79383,63131384921.11093,1.0,93.91863737346844,0.1624405462199869,2.5879261450560866,432.677251764766,0.031057954765501942,0.001071911461477402,0.4434044571972749,0.017337114162404067,172.20084689201875,2.5533731017141634,2663.603772784709
50,7891.236816998073,0.11071118092586388,0.3009385809983725,7890.825167236148,0.3327328972702637,0.26223284836357225,0.7596737117999728,0.9435892559562116,0.06808806138837557,0.777259738399827,0.1870607384504438,0.7124256853981052,8.3890336595882,19.234466896906653,4398.5651286119055,225643504.23234147,0.0,3.7293673624978805,0.187059572329123,0.18708758024356886,-0.5187189075912998,1.0100309392419646,7891.236816998073,,,,,,,,1e-30,0.0,0.0,305335700.2330245,550728336.8323492,1.0,0.0,89.14612692238191,89.20430499875414,0.0,384803371.1005375,391190331.6902539,384803371.1005375,519693241.604852,1.0,88.83031671246111,0.14192070140235338,3.8808325679381093,1274.2221857469676,0.01979553129805383,0.0010442533683693214,0.5999970207197339,0.01578121677092591,177.5676246860072,5.356562225713122,8978.409584761523
100,7944.225577456623,0.09896747931006732,0.06941263403519708,7944.057197343278,0.314590971437623,0.24282383881416492,0.7151022613967389,0.9229972078331251,0.07971438018104011,0.6463663639587562,0.1870611765807375,0.7124256853974457,8.571789467528344,18.701844116001716,5280.570750417921,132467000.03108805,0.0,3.7293673621654033,0.187059572329123,0.18710510495449487,-0.5187189075941158,1.0100309392419646,7944.225577456623,,,,,,,,1e-30,0.0,0.0,364221379.0142996,896679779.0801386,1.0,0.0,89.60575018593238,89.69176215511594,0.0,529901006.3278783,550825428.0041211,529901006.3278783,823094088.3737116,1.0,89.12944068793026,0.18429982273488538,0.17215918260582827,1253.9552010849534,0.02508802518068645,0.0005200018327760949,0.02296471958198808,0.0007836682142029034,178.1299915430599,5.808380106322059,7283.69629841924
150,7891.041744661783,0.09831476848197403,0.051896572045597375,7890.891533321255,0.3135518593183176,0.25082517919581804,0.6619121733263146,0.8942442090909872,0.10398321114580872,0.6082240415789645,0.18706080864214966,0.7124256853973234,8.138367269025018,18.760756540279218,3423.3239355106593,140505408.44662505,0.0,3.7293673621814376,0.187059572329123,0.18710309143485998,-0.5187189075947579,1.0100309392419646,7891.041744661783,,,,,,,,1e-30,0.0,0.0,233932913.0885732,859266890.3414731,1.0,0.0,89.52084207433714,89.64914292039714,0.0,409142660.0631473,443848566.9525953,409142660.0631473,756443648.7212038,1.0,88.83069026705385,0.21581730354385595,0.2538713532876653,1277.1681496231436,0.030427572546374286,0.0008825032428342189,0.03460028182119431,0.0009149576480013035,177.56107456731576,6.079713319150677,5917.8209006008265
200,7835.067898449904,0.10450342020964175,0.03901654885820097,7834.924378480836,0.32326988757018765,0.26362975714154846,0.6217784132038642,0.859932989257481,0.12651557379048933,0.5726762084746442,0.18706052538799983,0.7124256853972567,7.68911679852161,18.856668265880106,2184.4444054666856,154648949.74212843,0.0,3.7293673622161805,0.187059572329123,0.18710122002463384,-0.5187189075949017,1.0100309392419646,7835.067898449904,,,,,,,,1e-30,0.0,0.0,148294453.86267266,824379263.2440952,1.0,0.0,89.43165950901962,89.60769404273024,0.0,316291206.51450354,364294061.98920226,316291206.51450354,692416193.6501055,1.0,88.51510819335215,0.2513485996604193,0.2140707050576497,1308.6969038742077,0.03599026394349253,0.0012910836601687777,0.03286910280747764,0.000684505459302384,176.9512681935453,6.3767583846863465,6113.386245548044
250,7787.096903312481,0.1103238114282644,0.03007107192451912,7786.956508429128,0.33215028440190203,0.27189397907756446,0.6151392852509403,0.8267701597407149,0.14114545780778934,0.547348605372791,0.18706034074507966,0.7124256853972172,7.308510046826817,18.924974101728118,1492.9511039871209,165581503.81319508,0.0,3.7293673622396315,0.187059572329123,0.18709912194275666,-0.5187189075949321,1.0100309392419646,7787.096903312481,,,,,,,,1e-30,0.0,0.0,101161010.15218441,784567793.9851923,1.0,0.0,89.34355503611852,89.55819633303214,0.0,255911909.04565197,312151695.35876685,255911909.04565197,634509969.3694167,1.0,88.24373353632046,0.27234640876566524,0.3473228084190874,1344.7685662699191,0.04109552033817885,0.0015289945975366704,0.04763170350778711,0.0022284691851055397,176.42193769915238,6.694193069220219,4937.713599252917
300,7743.926050816663,0.11126500420114413,0.020973094006008327,7743.793812718455,0.33356409309328267,0.27217603790692574,0.6236303187625103,0.8286883152801691,0.15101148542482273,0.5348661416150057,0.18706020608106225,0.7124256853971962,6.978287706369637,18.979313549895696,1073.0793660269494,174828062.6708777,0.0,3.729367362259944,0.187059572329123,0.18709662400251478,-0.5187189075949405,1.0100309392419646,7743.926050816663,,,,,,,,1e-30,0.0,0.0,72717760.01881555,736769805.6326249,1.0,0.0,89.2483117056129,89.49533885147527,0.0,211949268.8953135,272061857.3525619,211949268.8953135,577306439.2758906,1.0,87.99882847355671,0.2735061907417368,0.26121366442796934,1378.1938167332057,0.043846044322144596,0.001578364858239367,0.039397946748067465,0.0016946671344190132,175.94162714831415,6.955698972487695,5276.116851510454
350,7711.4498635911195,0.1108264822697543,0.014410761002658385,7711.324626347847,0.3329061162997074,0.27051638906420483,0.6292410481088866,0.8320780956455698,0.1569585089739433,0.5252626789383659,0.18706012319247506,0.7124256853971854,6.723546645445577,19.0495763456964,831.7622522227002,187553809.40504017,0.0,3.729367362288682,0.187059572329123,0.1870948857966801,-0.5187189075949434,1.0100309392419646,7711.4498635911195,,,,,,,,1e-30,0.0,0.0,56485976.65311258,703718766.173469,1.0,0.0,89.17870044038236,89.44944214426312,0.0,185010415.01915753,247354925.03049296,185010415.01915753,538825864.6561261,1.0,87.81414821284693,0.2731825846668625,0.19362403309102208,1414.2244080659086,0.046011716881332605,0.0015792438061389975,0.03287500277563515,0.0012462775396299326,175.57778776197833,7.240984066412737,7303.971441402039
400,7679.582032880008,0.11103643509887398,0.009131502176939641,7679.461864942732,0.33322130048793996,0.26985506907166407,0.6348585366358498,0.8332602056702577,0.16355592673145977,0.5165862958879236,0.18706005314815352,0.7124256853971737,6.488676700132988,19.1113608731397,657.6525156595609,199507197.85952297,0.0,3.729367362314355,0.187059572329123,0.18709326630056344,-0.5187189075949465,1.0100309392419646,7679.582032880008,,,,,,,,1e-30,0.0,0.0,44659242.45101369,672815611.873978,1.0,0.0,89.10762691586775,89.40453466050629,0.0,162105187.50615215,225718326.6284441,162105187.50615215,502238861.0040509,1.0,87.63253884798004,0.2724108304347022,0.13820029497238556,1438.1560590299462,0.0477460259641591,0.00155922587743818,0.02687160310159274,0.0008455951795788025,175.2191251414171,7.373578838307801,10406.316855671768
450,7643.525807315429,0.11150751769358616,0.005535901938490899,7643.408763895797,0.3339274138096274,0.2703158089683163,0.6323798750493799,0.8307533940624184,0.17244063267178028,0.5123438613751446,0.1870599811841205,0.7124256853971701,6.255035436184074,19.195770650352443,520.6278234939384,217078728.60805205,0.0,3.729367362356916,0.187059572329123,0.1870908181627124,-0.5187189075949497,1.0100309392419646,7643.525807315429,,,,,,,,1e-30,0.0,0.0,35238958.845980115,625083931.7322316,1.0,0.0,89.00368494308248,89.33094927927742,0.0,138262694.7631194,200339100.6624904,138262694.7631194,453087631.23580635,1.0,87.42659071412884,0.2669294360241537,0.11261676471035974,1444.3717035612297,0.04818531996999015,0.0015062823536049134,0.011462772825345148,0.0008300073118174783,174.81211596552112,7.296074406066641,12825.547841620426
