"value"
9.18273645546375e-13
1.02003171514695e-12
1.13306605819722e-12
1.25862624972757e-12
1.39810033584782e-12
1.55303017835586e-12
1.72512849975209e-12
1.91629781708914e-12
2.12865147396748e-12
2.36453700318188e-12
2.62656207828871e-12
2.91762334098421e-12
3.24093842297535e-12
3.60008151633949e-12
3.99902288559705e-12
4.44217275829621e-12
4.93443007931244e-12
5.48123666783331e-12
6.08863737572439e-12
6.76334691231678e-12
7.51282407435256e-12
8.34535420168726e-12
9.27014077028298e-12
1.02974071350367e-11
1.14385095471929e-11
1.27060626957291e-11
1.41140791605509e-11
1.56781243191297e-11
1.7415488419047e-11
1.93453777186783e-11
2.14891268090438e-11
2.38704344640066e-11
2.65156256261018e-11
2.94539424242042e-11
3.27178674401836e-11
3.63434827982063e-11
4.03708690463509e-11
4.48445482401057e-11
4.98139761259598e-11
5.53340888660903e-11
6.14659103480948e-11
6.82772267934692e-11
7.58433361225135e-11
8.42478803597623e-11
9.35837702820398e-11
1.0395421253096e-10
1.15473850544423e-10
1.28270031919915e-10
1.42484216220073e-10
1.58273538783587e-10
1.75812547829073e-10
1.95295134055317e-10
2.16936674069274e-10
2.4097641133705e-10
2.67680100978868e-10
2.97342947645766e-10
3.30292868955742e-10
3.66894120566064e-10
4.07551322956304e-10
4.52713934437457e-10
5.02881219835509e-10
5.58607769777379e-10
6.20509631593967e-10
6.89271119616413e-10
7.65652380152163e-10
8.50497794770387e-10
9.44745314793554e-10
1.04943683018641e-09
1.1657296874686e-09
1.29490948397936e-09
1.43840427993293e-09
1.59780038537608e-09
1.77485989657024e-09
1.97154017565959e-09
2.19001548896964e-09
2.43270104314375e-09
2.70227968483319e-09
3.00173155910086e-09
3.33436705440735e-09
3.70386339838046e-09
4.11430530892789e-09
4.57023015008434e-09
5.07667809178281e-09
5.63924782805784e-09
6.26415846963566e-09
6.95831829512311e-09
7.72940112082783e-09
8.58593113346469e-09
9.53737712355948e-09
1.05942571612835e-08
1.17682548718928e-08
1.30723485961756e-08
1.45209548637563e-08
1.61300877653258e-08
1.79175359856335e-08
1.99030594543072e-08
2.21086077884431e-08
2.45585629418108e-08
2.72800087431176e-08
3.03030303030303e-08
3.36610465998492e-08
3.73911799205083e-08
4.15346662410099e-08
4.6137311082978e-08
5.12499958857434e-08
5.69292404918188e-08
6.32378279639414e-08
7.02454986409268e-08
7.80297211050019e-08
8.66765485835273e-08
9.62815702524787e-08
1.06950967958186e-07
1.18802690039203e-07
1.31967755224703e-07
1.46591701023775e-07
1.6283619261731e-07
1.80880810038499e-07
2.00925033398905e-07
2.23190448106454e-07
2.47923194453635e-07
2.7539668865568e-07
3.05914645419339e-07
3.39814435456211e-07
3.77470815057368e-07
4.1930006895906e-07
4.6576461229818e-07
5.1737810253128e-07
5.7471111782855e-07
6.38397464716382e-07
7.09141184698442e-07
7.87724337312214e-07
8.7501564566136e-07
9.71980099998737e-07
1.07968962552606e-06
1.19933493234081e-06
1.33223867852958e-06
1.47987009192349e-06
1.64386121215667e-06
1.82602493258097e-06
2.02837504148712e-06
2.25314848418448e-06
2.50283009204294e-06
2.78018005187215e-06
3.0882644193073e-06
3.43048901352166e-06
3.81063706796596e-06
4.23291105335719e-06
4.70197913526241e-06
5.22302677985835e-06
5.80181407835939e-06
6.44473942382545e-06
7.15891024428602e-06
7.95222157412263e-06
8.83344333230264e-06
9.81231727231028e-06
1.08996646755395e-05
1.21075059786801e-05
1.3449193657558e-05
1.49395598364361e-05
1.65950802545718e-05
1.84340564026535e-05
2.04768178426009e-05
2.27459469473416e-05
2.52665285450214e-05
2.80664272274227e-05
3.11765953881872e-05
3.46314153961516e-05
3.84690796864636e-05
4.2732012971319e-05
4.74673412377866e-05
5.27274127174106e-05
5.85703765868178e-05
6.50608257967664e-05
7.22705111359978e-05
8.02791344237434e-05
8.9175229599495e-05
9.90571414503281e-05
0.000110034112795442
0.000122227492146555
0.00013577207519462
0.000150817594952783
0.000167530377028832
0.000186095178325908
0.000206717229497976
0.000229624503739062
0.000255070236987318
0.000283335727404335
0.000314733445077462
0.000349610486322357
0.000388352410772462
0.000431387503673795
0.000479191510503955
0.00053229289625575
0.000591278687525905
0.000656800961992136
0.000729584057018621
0.000810432577079757
0.000900240288522879
0.001
0.00111081453779502
0.00123390893737677
0.00137064398595333
0.00152253126573827
0.00169124986422953
0.00187866493623002
0.00208684832281007
0.00231810145515058
0.00257498079646506
0.0028603261032564
0.00317729181833179
0.00352938194262014
0.00392048877129369
0.00435493592241518
0.00483752613378456
0.00537359435637124
0.00596906673127046
0.00663052610216384
0.00736528478751296
0.00818146541696992
0.00908809072563741
0.0100951832988382
0.0112138763700549
0.0124565368968931
0.013836902275649
0.0153702322058399
0.0170734773835322
0.0189654668883421
0.0210671163356406
0.0234016590950486
0.0259949031313031
0.0288755163068248
0.0320753432999582
0.0356297576423598
0.0395780527672466
0.0439638763914761
0.048835713033475
0.0542474200011699
0.060258822775172
0.0669363763690749
0.0743538999780876
0.0825933930374168
0.0917459417117808
0.101912725837141
0.113206137446215
0.125751023242877
0.139686064760787
0.155165311463659
0.172359883735326
0.19145986458586
0.212676400986239
0.236244038061438
0.262423311946047
0.291503629965987
0.323806469986239
0.359688934292802
0.399547697296443
0.443823390699414
0.49300547460239
0.547637648400869
0.608323861287565
0.67573498880583
0.750616249262273
0.833795441985706
0.926192098504948
1.02882764781018
1.142836708073
1.2694796296533
1.41015642805352
1.56642226084696
1.74000461967455
1.93282242736499
2.14700725129329
2.38492686748792
2.64921143598352
2.94278257678333
3.26888566786082
3.63112572224959
4.0335072408363
4.48047848142245
4.97698063344183
5.52850244195146
6.14114088475497
6.8216685734332
7.57760862338904
8.41731782058148
9.35007900434302
10.3862036875563
11.5371460486378
12.8156295554912
14.2357876212352
15.8133198466305
17.5656655764397
19.5121966883548
21.6744317457404
24.0762738816144
26.744275043632
29.707929521255
33
