step,loss_pde,grad_norm,residual_log_mean,residual_log_abs_mean,residual_log_abs_max,g_eval_min,g_eval_max,mu_eval_min,mu_eval_max,N_eval_min,N_eval_max,seconds_elapsed
1,0.7905028929077278,0.18731716679605603,0.7941087384553327,0.8374764837332432,1.2017425742539944,0.0002667364378009865,2.907067552147408,0.187059572329123,0.18705957518215133,1.1989266292128238,1.29567667003633,3.094486700021662
2,0.727994189612905,0.1687410898695002,0.7678152493423385,0.7908642289201834,1.1912924985444648,4.565983010501595e-05,3.6691811410470754,0.187059572329123,0.18705957589150451,1.1855326613481791,1.2417275702626962,3.14394960005302
3,0.7348133390173537,0.18746325444882977,0.7707170403283895,0.7771813701551884,1.1858015855037733,0.0010221616355749474,3.488947100102812,0.187059572329123,0.1870595733510119,1.1079960611675688,1.229941102714409,3.184057299979031
4,0.6790008058326624,0.17598029928216535,0.756832717335754,0.7809276861107417,1.1814547445764252,7.872760784213145e-05,3.090226076834319,0.187059572329123,0.18705957524915456,1.0324211064319464,1.2506608862682649,3.2191288999747485
5,0.738904589379081,0.18786418995573403,0.7552874021950934,0.7781128020796282,1.1762377661391694,0.000519868445034738,3.697814646587645,0.187059572329123,0.18705957386523298,0.9504731744962227,1.2525953234409273,3.254157799994573
6,0.7373474862573592,0.20920323289025994,0.8032952072856377,0.8250241067086845,1.1699403447061352,5.627506828680823e-05,3.2711047204228714,0.187059572329123,0.18705957490996122,0.8931933460484668,1.282541429228849,3.285841300035827
7,0.8346096517225046,0.2239770099031209,0.8539349160466255,0.8758859213175773,1.1612484170806898,6.501463793848888e-05,3.1622159010348048,0.187059572329123,0.18705957468472617,0.8248936475515491,1.3024561002840123,3.318453900050372
8,0.8952562408053916,0.3020620324993582,0.9171328724945692,0.9171328724945692,1.1554988180377088,0.0002414537295068811,1.9695816525377514,0.187059572329123,0.1870595740367439,0.7254820949892935,1.3079346667950866,3.349010800011456
9,0.7727766303498669,0.2792741850794177,0.8356813106111601,0.8356813106111601,1.1465250429569116,5.257895922209516e-06,3.422316700288876,0.187059572329123,0.18705957449145502,0.6672351476946984,1.3618758673736706,3.379944800049998
10,0.7156992241773239,0.29828090076083763,0.7834431315061814,0.7838855516800297,1.1326361525785358,0.00024695381468068517,3.585820121064647,0.187059572329123,0.18705957374315532,0.6022543005717175,1.3546793977679072,3.4099736000644043
11,0.6877166845955258,0.3169786513119536,0.741932532028916,0.7655633495619958,1.123093500800304,0.0014114495218467207,2.5382562190708793,0.187059572329123,0.18705957267759116,0.533364992026615,1.2987895603485504,3.44293210003525
12,0.6711060705895311,0.31751798297360845,0.7021750574992247,0.756032445562913,1.0949091127478452,0.00031309519992240437,3.548168614881848,0.187059572329123,0.18705957339354531,0.47948860649137104,1.4205336654641068,3.473541200044565
13,0.5623498436207793,0.26842052375731307,0.671870596378774,0.681383192251027,1.1071103647898832,0.00014344355489177146,2.7648526492471874,0.187059572329123,0.1870595734574359,0.41426685995889895,1.3499783995176757,3.504507099976763
14,0.5693152223896047,0.3576316810729791,0.6770777840209998,0.6770777840209998,1.0911776646195708,0.0,3.722129015314482,0.187059572329123,0.1870595736883249,0.3650282692948734,1.5867760581676251,3.538091400056146
15,0.726070874210974,0.46351037759047575,0.810257047353366,0.8165884272443552,1.0765233976264286,8.830122781978283e-05,3.6240661513858843,0.187059572329123,0.1870595732994675,0.35135003751212623,1.5038044074507002,3.5685131000354886
16,0.5519452789446398,0.3830909847325577,0.6453715634458831,0.6836732173447357,1.0633669528551362,0.0003251367604845956,3.4583154655150516,0.187059572329123,0.1870595729646987,0.27632682401316444,1.5703693167877213,3.6008518000598997
17,0.5524374150811195,0.4234197321836742,0.6824391328843673,0.7007463047623533,1.0478005894394347,0.00010494625870949986,2.1518931174219174,0.187059572329123,0.18705957309883256,0.24354756310032916,1.8098494372102092,3.6328312000259757
18,0.5400794168758195,0.4318136557991954,0.6750518974855511,0.7002627742089668,1.0362232576801034,6.424960156044962e-05,3.7149196898253103,0.187059572329123,0.18705957300878379,0.22631069288821612,1.8152319963908863,3.6661095999879763
19,0.44514944373663895,0.4261226579390825,0.5979944287827043,0.5981384401709522,1.016075258000314,0.00030565959859035763,3.7335683328598837,0.187059572329123,0.18705957277025545,0.17611423802547455,1.9494689018692564,3.7002652999944985
20,0.5712563966863291,0.6145037411654324,0.7140474809293862,0.7140474809293862,1.0035367297593893,0.0003957974581023302,3.421635508860947,0.187059572329123,0.18705957265224862,0.15169980969024532,1.8769255461879826,3.732253500027582
21,0.42917150825239275,0.4759874484372241,0.5946315904575584,0.5946315904575584,0.9925056909363692,0.0010551831913602969,3.27890393914635,0.187059572329123,0.1870595724694282,0.1289610074626752,2.0760064203962503,3.764731000061147
22,0.41724998156724,0.48658613333776746,0.5511441596894181,0.6018848680723285,0.9747644294904811,6.11453495216463e-05,3.733267110890528,0.187059572329123,0.18705957273021295,0.114971293869923,2.849541112604851,3.7964757999870926
23,0.5159251893147018,0.7027477103771537,0.6890587616535385,0.6890587616535385,0.9637221765851034,0.0001917292787787031,3.162007069982183,0.187059572329123,0.18705957260797793,0.09572343177705951,2.9121119449073882,3.828322399989702
