"obs_type","species_idx","gear_idx","t_start","t_end","value","cv","value_true","true_cv","true_sd_log","noise_seed","replicate_id"
"catch_gear",0,4,0,1,2258967044.83741,0.3,3804537766.58858,0.3,0.293560379208524,202609071,1
"catch_gear",1,4,0,1,61552363784.5694,0.3,79548451912.2367,0.3,0.293560379208524,202609071,1
"catch_gear",2,4,0,1,4561160001.12123,0.3,4835527343.28758,0.3,0.293560379208524,202609071,1
"catch_gear",3,1,0,1,297199088928.629,0.3,295979580265.977,0.3,0.293560379208524,202609071,1
"catch_gear",3,4,0,1,31122034258.5928,0.3,28031130788.1839,0.3,0.293560379208524,202609071,1
"catch_gear",4,2,0,1,3843585986.10601,0.3,3678604007.67493,0.3,0.293560379208524,202609071,1
"catch_gear",4,4,0,1,71248546.1580255,0.3,165666836.291497,0.3,0.293560379208524,202609071,1
"catch_gear",5,3,0,1,259245087298.471,0.3,189048998041.071,0.3,0.293560379208524,202609071,1
"catch_gear",5,4,0,1,1900942508.0389,0.3,2185696747.59674,0.3,0.293560379208524,202609071,1
"catch_gear",6,2,0,1,45047378071.2799,0.3,34948011559.9424,0.3,0.293560379208524,202609071,1
"catch_gear",6,4,0,1,4189214690.2714,0.3,2539848288.28959,0.3,0.293560379208524,202609071,1
"catch_gear",7,3,0,1,16033517819.5242,0.3,16960811405.6777,0.3,0.293560379208524,202609071,1
"catch_gear",7,4,0,1,544475801.392955,0.3,344884606.985858,0.3,0.293560379208524,202609071,1
"catch_gear",8,2,0,1,150517500113.48,0.3,160135125459.613,0.3,0.293560379208524,202609071,1
"catch_gear",8,4,0,1,11129137703.1669,0.3,15252650157.5116,0.3,0.293560379208524,202609071,1
"catch_gear",9,3,0,1,295332343330.299,0.3,270418449709.745,0.3,0.293560379208524,202609071,1
"catch_gear",9,4,0,1,4526634703.57523,0.3,5849092424.66364,0.3,0.293560379208524,202609071,1
"catch_gear",10,3,0,1,586173704072.072,0.3,759058874301.16,0.3,0.293560379208524,202609071,1
"catch_gear",10,4,0,1,6250052451.15052,0.3,6499094110.0871,0.3,0.293560379208524,202609071,1
"catch_gear",11,3,0,1,563582077747.381,0.3,476676086551.878,0.3,0.293560379208524,202609071,1
"catch_gear",11,4,0,1,8188830821.33079,0.3,6754052203.08765,0.3,0.293560379208524,202609071,1
"catch_gear",0,4,1,2,2385243020.70535,0.3,4037787282.45253,0.3,0.293560379208524,202609071,1
"catch_gear",1,4,1,2,84439808010.3385,0.3,81644855600.2358,0.3,0.293560379208524,202609071,1
"catch_gear",2,4,1,2,7494735465.422,0.3,5254112027.22071,0.3,0.293560379208524,202609071,1
"catch_gear",3,1,1,2,459248307682.779,0.3,537374126141.732,0.3,0.293560379208524,202609071,1
"catch_gear",3,4,1,2,52780640749.3646,0.3,38981095382.1606,0.3,0.293560379208524,202609071,1
"catch_gear",4,2,1,2,2633917371.19842,0.3,4466214269.00804,0.3,0.293560379208524,202609071,1
"catch_gear",4,4,1,2,219449058.735134,0.3,195443246.921222,0.3,0.293560379208524,202609071,1
"catch_gear",5,3,1,2,116584754906.401,0.3,117279706862.025,0.3,0.293560379208524,202609071,1
"catch_gear",5,4,1,2,1440962536.62031,0.3,1727306136.61169,0.3,0.293560379208524,202609071,1
"catch_gear",6,2,1,2,44912185875.5158,0.3,42547383996.957,0.3,0.293560379208524,202609071,1
"catch_gear",6,4,1,2,2389002101.32333,0.3,2942861862.07702,0.3,0.293560379208524,202609071,1
"catch_gear",7,3,1,2,10596896863.7498,0.3,11102727033.2071,0.3,0.293560379208524,202609071,1
"catch_gear",7,4,1,2,380082296.931029,0.3,305138642.134816,0.3,0.293560379208524,202609071,1
"catch_gear",8,2,1,2,159110497818.76,0.3,215567277185.065,0.3,0.293560379208524,202609071,1
"catch_gear",8,4,1,2,14485261310.1045,0.3,18769860778.9605,0.3,0.293560379208524,202609071,1
"catch_gear",9,3,1,2,351607460720.48,0.3,225023562187.011,0.3,0.293560379208524,202609071,1
"catch_gear",9,4,1,2,3421210747.55201,0.3,6508449450.31973,0.3,0.293560379208524,202609071,1
"catch_gear",10,3,1,2,428922551579.982,0.3,260679419743.4,0.3,0.293560379208524,202609071,1
"catch_gear",10,4,1,2,7264707447.58956,0.3,4241813417.39611,0.3,0.293560379208524,202609071,1
"catch_gear",11,3,1,2,269327660331.986,0.3,206438903726.769,0.3,0.293560379208524,202609071,1
"catch_gear",11,4,1,2,4801918775.43278,0.3,7276283584.17825,0.3,0.293560379208524,202609071,1
"catch_gear",0,4,2,3,4949276565.81852,0.3,3431033374.56156,0.3,0.293560379208524,202609071,1
"catch_gear",1,4,2,3,71616064480.1943,0.3,78428471742.0225,0.3,0.293560379208524,202609071,1
"catch_gear",2,4,2,3,4668507390.12008,0.3,3879491752.20606,0.3,0.293560379208524,202609071,1
"catch_gear",3,1,2,3,629134605427.21,0.3,695792049910.69,0.3,0.293560379208524,202609071,1
"catch_gear",3,4,2,3,33827576926.6741,0.3,38597069806.0464,0.3,0.293560379208524,202609071,1
"catch_gear",4,2,2,3,4753553497.38866,0.3,4374163481.02342,0.3,0.293560379208524,202609071,1
"catch_gear",4,4,2,3,206663472.589639,0.3,186957222.95369,0.3,0.293560379208524,202609071,1
"catch_gear",5,3,2,3,63676593040.448,0.3,87454243061.4364,0.3,0.293560379208524,202609071,1
"catch_gear",5,4,2,3,1114990817.56212,0.3,1279424502.40731,0.3,0.293560379208524,202609071,1
"catch_gear",6,2,2,3,36962518284.1433,0.3,50726621422.691,0.3,0.293560379208524,202609071,1
"catch_gear",6,4,2,3,3579574086.9521,0.3,3118582646.50119,0.3,0.293560379208524,202609071,1
"catch_gear",7,3,2,3,5812228167.03761,0.3,8173479050.31573,0.3,0.293560379208524,202609071,1
"catch_gear",7,4,2,3,149219438.483716,0.3,194383636.30998,0.3,0.293560379208524,202609071,1
"catch_gear",8,2,2,3,405935712278.526,0.3,280898097791.758,0.3,0.293560379208524,202609071,1
"catch_gear",8,4,2,3,27856874009.7133,0.3,20319982532.2649,0.3,0.293560379208524,202609071,1
"catch_gear",9,3,2,3,194959607490.699,0.3,259774534189.707,0.3,0.293560379208524,202609071,1
"catch_gear",9,4,2,3,3736013988.68793,0.3,5070311308.51185,0.3,0.293560379208524,202609071,1
"catch_gear",10,3,2,3,299286991174.245,0.3,344623370207.316,0.3,0.293560379208524,202609071,1
"catch_gear",10,4,2,3,4540149069.26298,0.3,5107710946.66522,0.3,0.293560379208524,202609071,1
"catch_gear",11,3,2,3,347828108450.289,0.3,318299394950.91,0.3,0.293560379208524,202609071,1
"catch_gear",11,4,2,3,8017791639.60188,0.3,9120389534.96266,0.3,0.293560379208524,202609071,1
"catch_gear",0,4,3,4,3069072434.34804,0.3,2826247887.40404,0.3,0.293560379208524,202609071,1
"catch_gear",1,4,3,4,89225835664.0107,0.3,74117865307.0511,0.3,0.293560379208524,202609071,1
"catch_gear",2,4,3,4,4607036926.3465,0.3,3813836266.73413,0.3,0.293560379208524,202609071,1
"catch_gear",3,1,3,4,874326850715.328,0.3,616216044964.737,0.3,0.293560379208524,202609071,1
"catch_gear",3,4,3,4,35219157472.5583,0.3,33344320831.9276,0.3,0.293560379208524,202609071,1
"catch_gear",4,2,3,4,5449159156.77625,0.3,4102368946.04983,0.3,0.293560379208524,202609071,1
"catch_gear",4,4,3,4,156633533.626293,0.3,177121007.572431,0.3,0.293560379208524,202609071,1
"catch_gear",5,3,3,4,50126464984.6923,0.3,77261795863.6422,0.3,0.293560379208524,202609071,1
"catch_gear",5,4,3,4,1035293437.33188,0.3,1423025067.8837,0.3,0.293560379208524,202609071,1
"catch_gear",6,2,3,4,56509077546.8056,0.3,54459351455.6449,0.3,0.293560379208524,202609071,1
"catch_gear",6,4,3,4,2707685069.95911,0.3,3013603013.79855,0.3,0.293560379208524,202609071,1
"catch_gear",7,3,3,4,4546219107.41524,0.3,4710392677.42249,0.3,0.293560379208524,202609071,1
"catch_gear",7,4,3,4,212761043.721304,0.3,125080945.814543,0.3,0.293560379208524,202609071,1
"catch_gear",8,2,3,4,524745050423.137,0.3,328698499377.883,0.3,0.293560379208524,202609071,1
"catch_gear",8,4,3,4,20562682652.2769,0.3,20137401695.8155,0.3,0.293560379208524,202609071,1
"catch_gear",9,3,3,4,143675354843.557,0.3,163101427197.774,0.3,0.293560379208524,202609071,1
"catch_gear",9,4,3,4,3140238838.20944,0.3,3557795320.57122,0.3,0.293560379208524,202609071,1
"catch_gear",10,3,3,4,493526954610.266,0.3,343250147458.234,0.3,0.293560379208524,202609071,1
"catch_gear",10,4,3,4,2594642229.78972,0.3,4612708590.34196,0.3,0.293560379208524,202609071,1
"catch_gear",11,3,3,4,376530047227.628,0.3,439808374495.383,0.3,0.293560379208524,202609071,1
"catch_gear",11,4,3,4,6401115939.73439,0.3,8860555718.34027,0.3,0.293560379208524,202609071,1
"catch_gear",0,4,4,5,1596830804.77711,0.3,2703160152.0768,0.3,0.293560379208524,202609071,1
"catch_gear",1,4,4,5,48906693480.9067,0.3,73198918090.7802,0.3,0.293560379208524,202609071,1
"catch_gear",2,4,4,5,4666987830.7721,0.3,4717680961.59637,0.3,0.293560379208524,202609071,1
"catch_gear",3,1,4,5,335205713235.974,0.3,539069094652.75,0.3,0.293560379208524,202609071,1
"catch_gear",3,4,4,5,41895629304.9087,0.3,33849824336.6875,0.3,0.293560379208524,202609071,1
"catch_gear",4,2,4,5,4810768295.50563,0.3,4183897715.50311,0.3,0.293560379208524,202609071,1
"catch_gear",4,4,4,5,152075374.846839,0.3,181235385.31238,0.3,0.293560379208524,202609071,1
"catch_gear",5,3,4,5,108554633908.361,0.3,108329470052.83,0.3,0.293560379208524,202609071,1
"catch_gear",5,4,4,5,2354909897.35692,0.3,1826886434.58095,0.3,0.293560379208524,202609071,1
"catch_gear",6,2,4,5,51262604727.6077,0.3,52626380525.035,0.3,0.293560379208524,202609071,1
"catch_gear",6,4,4,5,3073785882.13168,0.3,2858464623.58911,0.3,0.293560379208524,202609071,1
"catch_gear",7,3,4,5,3483141195.5677,0.3,4060073516.16551,0.3,0.293560379208524,202609071,1
"catch_gear",7,4,4,5,162929027.178868,0.3,136420121.648876,0.3,0.293560379208524,202609071,1
"catch_gear",8,2,4,5,343970122268.765,0.3,340179539631.929,0.3,0.293560379208524,202609071,1
"catch_gear",8,4,4,5,23588994044.947,0.3,20444369539.9449,0.3,0.293560379208524,202609071,1
"catch_gear",9,3,4,5,148681537611.26,0.3,115951640145.691,0.3,0.293560379208524,202609071,1
"catch_gear",9,4,4,5,6112650348.77149,0.3,4500339147.20826,0.3,0.293560379208524,202609071,1
"catch_gear",10,3,4,5,264781583638.997,0.3,300360755258.783,0.3,0.293560379208524,202609071,1
"catch_gear",10,4,4,5,4233071318.74988,0.3,4417024872.05736,0.3,0.293560379208524,202609071,1
"catch_gear",11,3,4,5,405648247504.101,0.3,405353883173.83,0.3,0.293560379208524,202609071,1
"catch_gear",11,4,4,5,4249344453.87372,0.3,6524346754.50097,0.3,0.293560379208524,202609071,1
"catch_gear",0,4,5,6,3012808024.60568,0.3,2602788249.8218,0.3,0.293560379208524,202609071,1
"catch_gear",1,4,5,6,73347680202.4755,0.3,73834181730.2393,0.3,0.293560379208524,202609071,1
"catch_gear",2,4,5,6,3611092668.36012,0.3,5161813092.5443,0.3,0.293560379208524,202609071,1
"catch_gear",3,1,5,6,529692150379.286,0.3,594243286656.439,0.3,0.293560379208524,202609071,1
"catch_gear",3,4,5,6,37567985717.9389,0.3,37533561715.9411,0.3,0.293560379208524,202609071,1
"catch_gear",4,2,5,6,7319168321.30027,0.3,4158107784.03764,0.3,0.293560379208524,202609071,1
"catch_gear",4,4,5,6,239154392.985457,0.3,178391793.562402,0.3,0.293560379208524,202609071,1
"catch_gear",5,3,5,6,106783849920.004,0.3,116261379524.142,0.3,0.293560379208524,202609071,1
"catch_gear",5,4,5,6,1720760816.11267,0.3,1714286887.30051,0.3,0.293560379208524,202609071,1
"catch_gear",6,2,5,6,63482481062.6518,0.3,49103977283.2122,0.3,0.293560379208524,202609071,1
"catch_gear",6,4,5,6,2568557541.8241,0.3,2724973764.94889,0.3,0.293560379208524,202609071,1
"catch_gear",7,3,5,6,3977221477.83339,0.3,4761515547.17292,0.3,0.293560379208524,202609071,1
"catch_gear",7,4,5,6,253608831.712282,0.3,134435770.223453,0.3,0.293560379208524,202609071,1
"catch_gear",8,2,5,6,382002080703.956,0.3,332247269137.531,0.3,0.293560379208524,202609071,1
"catch_gear",8,4,5,6,19570839167.2638,0.3,21524154049.8291,0.3,0.293560379208524,202609071,1
"catch_gear",9,3,5,6,154898567268.324,0.3,186218339162.788,0.3,0.293560379208524,202609071,1
"catch_gear",9,4,5,6,3572143083.6634,0.3,6085419429.78802,0.3,0.293560379208524,202609071,1
"catch_gear",10,3,5,6,294331178076.308,0.3,327336849044.736,0.3,0.293560379208524,202609071,1
"catch_gear",10,4,5,6,5229257167.88922,0.3,4982834913.30289,0.3,0.293560379208524,202609071,1
"catch_gear",11,3,5,6,236860414511.059,0.3,234381235793.778,0.3,0.293560379208524,202609071,1
"catch_gear",11,4,5,6,4450249040.86709,0.3,5653080206.25178,0.3,0.293560379208524,202609071,1
"catch_gear",0,4,6,7,2039366851.40039,0.3,2277799868.43383,0.3,0.293560379208524,202609071,1
"catch_gear",1,4,6,7,75985703452.6027,0.3,72348433532.6028,0.3,0.293560379208524,202609071,1
"catch_gear",2,4,6,7,6327928479.71414,0.3,4494637580.49768,0.3,0.293560379208524,202609071,1
"catch_gear",3,1,6,7,442145226685.522,0.3,659836151531.778,0.3,0.293560379208524,202609071,1
"catch_gear",3,4,6,7,46509781657.8847,0.3,36951039937.0207,0.3,0.293560379208524,202609071,1
"catch_gear",4,2,6,7,3406790359.5324,0.3,3832153947.68546,0.3,0.293560379208524,202609071,1
"catch_gear",4,4,6,7,187744430.985897,0.3,163871233.955397,0.3,0.293560379208524,202609071,1
"catch_gear",5,3,6,7,90537371170.0333,0.3,91324532183.607,0.3,0.293560379208524,202609071,1
"catch_gear",5,4,6,7,1264250209.95728,0.3,1357556893.32793,0.3,0.293560379208524,202609071,1
"catch_gear",6,2,6,7,65145782890.6733,0.3,46277474283.8789,0.3,0.293560379208524,202609071,1
"catch_gear",6,4,6,7,2237905673.66879,0.3,2566334695.12979,0.3,0.293560379208524,202609071,1
"catch_gear",7,3,6,7,4277115990.05671,0.3,3747441146.387,0.3,0.293560379208524,202609071,1
"catch_gear",7,4,6,7,64804049.3243201,0.3,82744100.8727239,0.3,0.293560379208524,202609071,1
"catch_gear",8,2,6,7,537936082143.289,0.3,334900401014.46,0.3,0.293560379208524,202609071,1
"catch_gear",8,4,6,7,15508846859.8811,0.3,22059408768.3657,0.3,0.293560379208524,202609071,1
"catch_gear",9,3,6,7,280140853862.17,0.3,257166977748.744,0.3,0.293560379208524,202609071,1
"catch_gear",9,4,6,7,7940066675.66207,0.3,5590282135.15961,0.3,0.293560379208524,202609071,1
"catch_gear",10,3,6,7,302497508886.215,0.3,363623158094.448,0.3,0.293560379208524,202609071,1
"catch_gear",10,4,6,7,8146729028.04093,0.3,5212942650.16193,0.3,0.293560379208524,202609071,1
"catch_gear",11,3,6,7,392742334121.833,0.3,199932901646.921,0.3,0.293560379208524,202609071,1
"catch_gear",11,4,6,7,5648066611.80104,0.3,7329527682.23462,0.3,0.293560379208524,202609071,1
"catch_gear",0,4,7,8,1428347936.38498,0.3,2028074380.27927,0.3,0.293560379208524,202609071,1
"catch_gear",1,4,7,8,102284340588.939,0.3,69235233320.249,0.3,0.293560379208524,202609071,1
"catch_gear",2,4,7,8,2893477806.77262,0.3,3802857952.13531,0.3,0.293560379208524,202609071,1
"catch_gear",3,1,7,8,507583804754.508,0.3,607004202732.824,0.3,0.293560379208524,202609071,1
"catch_gear",3,4,7,8,27755835717.2239,0.3,32563180628.2008,0.3,0.293560379208524,202609071,1
"catch_gear",4,2,7,8,3413162339.17274,0.3,3543833701.22572,0.3,0.293560379208524,202609071,1
"catch_gear",4,4,7,8,187524082.191142,0.3,153091503.981448,0.3,0.293560379208524,202609071,1
"catch_gear",5,3,7,8,74444493698.1801,0.3,77383081163.3933,0.3,0.293560379208524,202609071,1
"catch_gear",5,4,7,8,981806699.428287,0.3,1320296017.45941,0.3,0.293560379208524,202609071,1
"catch_gear",6,2,7,8,70859518560.2707,0.3,43617598324.1457,0.3,0.293560379208524,202609071,1
"catch_gear",6,4,7,8,2274914258.03944,0.3,2400352961.26854,0.3,0.293560379208524,202609071,1
"catch_gear",7,3,7,8,1561532965.50137,0.3,1954693422.81847,0.3,0.293560379208524,202609071,1
"catch_gear",7,4,7,8,77163404.2166412,0.3,47286302.8473897,0.3,0.293560379208524,202609071,1
"catch_gear",8,2,7,8,277684057095.156,0.3,348562672450.931,0.3,0.293560379208524,202609071,1
"catch_gear",8,4,7,8,21858915805.1694,0.3,21862415125.4623,0.3,0.293560379208524,202609071,1
"catch_gear",9,3,7,8,153881375243.112,0.3,199493468388.352,0.3,0.293560379208524,202609071,1
"catch_gear",9,4,7,8,3830741627.15338,0.3,3889552769.44988,0.3,0.293560379208524,202609071,1
"catch_gear",10,3,7,8,365346150077.869,0.3,346980717946.276,0.3,0.293560379208524,202609071,1
"catch_gear",10,4,7,8,6821825374.58838,0.3,4760035284.2532,0.3,0.293560379208524,202609071,1
"catch_gear",11,3,7,8,476438611827.972,0.3,321313756935.505,0.3,0.293560379208524,202609071,1
"catch_gear",11,4,7,8,10523420271.5969,0.3,9099606872.62677,0.3,0.293560379208524,202609071,1
"catch_gear",0,4,8,9,2276841782.51285,0.3,2071837231.77131,0.3,0.293560379208524,202609071,1
"catch_gear",1,4,8,9,65625156558.1939,0.3,67689880344.2584,0.3,0.293560379208524,202609071,1
"catch_gear",2,4,8,9,4070016969.13365,0.3,3985828747.89248,0.3,0.293560379208524,202609071,1
"catch_gear",3,1,8,9,987420167218.324,0.3,512222793721.363,0.3,0.293560379208524,202609071,1
"catch_gear",3,4,8,9,23414809578.9818,0.3,30461051430.276,0.3,0.293560379208524,202609071,1
"catch_gear",4,2,8,9,3620670369.80399,0.3,3549246954.62458,0.3,0.293560379208524,202609071,1
"catch_gear",4,4,8,9,160197298.082371,0.3,154823002.759888,0.3,0.293560379208524,202609071,1
"catch_gear",5,3,8,9,97143815422.2861,0.3,90571771400.9351,0.3,0.293560379208524,202609071,1
"catch_gear",5,4,8,9,1632921780.86534,0.3,1601144186.84871,0.3,0.293560379208524,202609071,1
"catch_gear",6,2,8,9,45305395377.8246,0.3,40888683009.2026,0.3,0.293560379208524,202609071,1
"catch_gear",6,4,8,9,1810730195.25217,0.3,2306493257.94473,0.3,0.293560379208524,202609071,1
"catch_gear",7,3,8,9,2134487327.61626,0.3,1378571826.02774,0.3,0.293560379208524,202609071,1
"catch_gear",7,4,8,9,41269144.969901,0.3,49236995.8568012,0.3,0.293560379208524,202609071,1
"catch_gear",8,2,8,9,307731022643.456,0.3,353270159898.84,0.3,0.293560379208524,202609071,1
"catch_gear",8,4,8,9,39200820009.5043,0.3,21936953755.7118,0.3,0.293560379208524,202609071,1
"catch_gear",9,3,8,9,187172256823.295,0.3,120255038142.407,0.3,0.293560379208524,202609071,1
"catch_gear",9,4,8,9,6123653671.51891,0.3,3608769734.90993,0.3,0.293560379208524,202609071,1
"catch_gear",10,3,8,9,194378327028.608,0.3,306944380196.594,0.3,0.293560379208524,202609071,1
"catch_gear",10,4,8,9,4047090847.27758,0.3,4323803198.44271,0.3,0.293560379208524,202609071,1
"catch_gear",11,3,8,9,720584432534.748,0.3,450477167985.496,0.3,0.293560379208524,202609071,1
"catch_gear",11,4,8,9,9781011659.97606,0.3,8374852898.64234,0.3,0.293560379208524,202609071,1
"catch_gear",0,4,9,10,2195156411.51733,0.3,2242324421.48356,0.3,0.293560379208524,202609071,1
"catch_gear",1,4,9,10,126845302208.515,0.3,69104468681.4087,0.3,0.293560379208524,202609071,1
"catch_gear",2,4,9,10,7415459250.9279,0.3,4850929535.09394,0.3,0.293560379208524,202609071,1
"catch_gear",3,1,9,10,511338666819.98,0.3,505416617772.395,0.3,0.293560379208524,202609071,1
"catch_gear",3,4,9,10,20472461197.1918,0.3,33479387928.3012,0.3,0.293560379208524,202609071,1
"catch_gear",4,2,9,10,3721832446.03387,0.3,3711792807.91185,0.3,0.293560379208524,202609071,1
"catch_gear",4,4,9,10,152744563.25858,0.3,161153862.895037,0.3,0.293560379208524,202609071,1
"catch_gear",5,3,9,10,108168320307.144,0.3,111205206902.384,0.3,0.293560379208524,202609071,1
"catch_gear",5,4,9,10,1679531428.54694,0.3,1792256586.775,0.3,0.293560379208524,202609071,1
"catch_gear",6,2,9,10,60820821831.005,0.3,39312089333.9844,0.3,0.293560379208524,202609071,1
"catch_gear",6,4,9,10,2408002573.88689,0.3,2311831043.54126,0.3,0.293560379208524,202609071,1
"catch_gear",7,3,9,10,3255389831.64535,0.3,1792207483.68495,0.3,0.293560379208524,202609071,1
"catch_gear",7,4,9,10,54443728.2046196,0.3,59962269.1720451,0.3,0.293560379208524,202609071,1
"catch_gear",8,2,9,10,323118584856.26,0.3,351038962811.58,0.3,0.293560379208524,202609071,1
"catch_gear",8,4,9,10,18269694258.7996,0.3,22927599821.0157,0.3,0.293560379208524,202609071,1
"catch_gear",9,3,9,10,110338517486.352,0.3,128446599006.375,0.3,0.293560379208524,202609071,1
"catch_gear",9,4,9,10,7290777313.87486,0.3,5067529368.61574,0.3,0.293560379208524,202609071,1
