step,loss,loss_pde,loss_ic,loss_bc,grad_norm,residual_log_mean,residual_log_abs_mean,residual_log_abs_max,g_eval_min,g_eval_max,mu_eval_min,mu_eval_max,N_eval_min,N_eval_max,seconds_elapsed,w_pde,w_ic,w_bc,weighted_loss_pde,weighted_loss_ic,weighted_loss_bc,grad_pde_max_for_weighting,grad_ic_mean_for_weighting,grad_bc_mean_for_weighting,target_w_ic,target_w_bc,loss_weighted,loss_unweighted,boundary_loss_form,bc_eps,frac_flux_left_clamped,frac_recruitment_flux_clamped,flux_left_min,recruitment_flux_min,boundary_residual_abs_p95,boundary_residual_abs_max,weight_update_hard_set,causal_fraction,t_max_current
1,10.311021737789016,0.7041844213196957,9.606748725593262,8859.0876059364,2.3646513598547148,0.7800703443001618,0.7800703443001618,1.1937503247743015,2.6064546685029832e-05,2.848648615820922,0.187059572329123,0.19099615951823032,1241302.723633857,1297163.2617432862,2.267602600000828,1.0,1.0,0.001,0.7041844213196957,9.606748725593262,8.8590876059364,,,,,,10.311021737789016,8869.398539083313,log,1e-30,1.0,0.0,0.0,75318948166.57112,94.12286635599433,94.12288303993029,0.0,0.01,0.4
2,10.35639942992487,0.762254338219895,9.594056513906402,8857.779857309377,2.377401441378874,0.7520582382221158,0.7879595892089495,1.200120715785824,0.00045331502565772175,3.4276566584403136,0.187059572329123,0.18930054762712967,1241961.8611185823,1287661.8883523445,2.7798330999976315,1.0,1.0,0.001,0.762254338219895,9.594056513906402,8.857779857309376,,,,,,10.35639942992487,8868.136168161504,log,1e-30,1.0,0.0,0.0,74797565353.95007,94.11595055133041,94.1159556846614,0.0,0.010396,0.41584000000000004
3,10.45643056513929,0.8748910491725954,9.581450951198166,8856.47685281541,2.3768697650670343,0.8710984701127247,0.891658415126348,1.1989218552045091,0.00017183265432998973,3.2016686861761645,0.187059572329123,0.19024133259096587,1238329.4017003279,1276941.535083665,2.858236500000203,1.0,1.0,0.001,0.8748910491725954,9.581450951198166,8.856476852815412,,,,,,10.45643056513929,8866.933194815781,log,1e-30,1.0,0.0,0.0,74281704468.7662,94.10898570049383,94.10906338544689,0.0,0.010792,0.43167999999999995
4,10.278365947487199,0.7093456721762854,9.568931723415067,8855.189584583577,2.335638125840644,0.7288309026885372,0.7589541686773371,1.1989331877463891,0.0006042319892472989,3.7335844246369367,0.187059572329123,0.18890206251065317,1238004.2591172424,1267725.2453199958,2.9397122000009404,1.0,1.0,0.001,0.7093456721762854,9.568931723415067,8.855189584583577,,,,,,10.278365947487199,8865.467861979168,log,1e-30,1.0,0.0,0.0,73771479435.74284,94.10221076180224,94.10222360850602,0.0,0.011188,0.44752000000000003
5,10.311727933551222,0.7551327679802343,9.556506626563628,8853.900735967609,2.322946415066731,0.7820476020595578,0.81154217898655,1.1982348212686804,0.00010017856471471881,3.6971915624560787,0.187059572329123,0.19050905710623703,1234018.8822874946,1258133.29727912,3.018315599998459,1.0,1.0,0.001,0.7551327679802343,9.556506626563628,8.85390073596761,,,,,,10.311727933551222,8864.212375362153,log,1e-30,1.0,0.0,0.0,73268488272.91129,94.09538312893244,94.09541347817967,0.0,0.011584,0.46336
6,10.367200494306246,0.822938505542315,9.544173462399424,8852.636450692857,2.333571792477298,0.8361599769574877,0.8590105643972673,1.1971673232549507,0.0,3.2670070681017918,0.187059572329123,0.19113268112675774,1231686.5531615599,1248746.2116507418,3.09746019999875,1.0,1.0,0.001,0.822938505542315,9.544173462399424,8.852636450692858,,,,,,10.367200494306246,8863.003562660799,log,1e-30,1.0,0.0,0.0,72774676058.38676,94.08863834945687,94.08864919857359,0.0,0.011980000000000001,0.47920000000000007
7,10.405739790236503,0.8737263167125314,9.531924959960051,8851.35639209164,2.3272741685374934,0.8922229110393188,0.8922229110393188,1.1971796855484993,0.0006636580107838366,3.713177587908167,0.187059572329123,0.1887405779995842,1231517.8378753378,1240746.6898169725,3.176071599998977,1.0,1.0,0.001,0.8737263167125314,9.531924959960051,8.85135639209164,,,,,,10.405739790236503,8861.762043368313,log,1e-30,1.0,0.0,0.0,72281693048.77568,94.0819169663878,94.08192350157447,0.0,0.012376,0.49504
8,10.27383252091071,0.7539843531432378,9.51975966683164,8850.093583224729,2.2958651881750796,0.782937352539623,0.8038490541645875,1.1966361687706741,8.767006775921293e-05,2.8511702054597325,0.187059572329123,0.1904900167884103,1228588.7099745963,1234351.537873595,3.2541247000008298,1.0,1.0,0.001,0.7539843531432378,9.51975966683164,8.850093583224728,,,,,,10.27383252091071,8860.367327244703,log,1e-30,1.0,0.0,0.0,71800137096.2469,94.07522983273454,94.07523213808028,0.0,0.012772,0.51088
9,10.027945160983736,0.5201746135715106,9.507682059029362,8848.83828624246,2.239564975430553,0.5851583258011253,0.6142238939425373,1.1764491428520771,0.00014819442254744575,3.6570193126509576,0.187059572329123,0.19019810915349364,1219880.3374766123,1229540.9877605576,3.329058100000111,1.0,1.0,0.001,0.5201746135715106,9.507682059029362,8.848838286242461,,,,,,10.027945160983736,8858.866142915062,log,1e-30,1.0,0.0,0.0,71321007873.54253,94.06851577959848,94.06861600616952,0.0,0.013168000000000001,0.5267200000000001
10,10.314515720981793,0.8187257710930724,9.495701473785054,8847.610366695151,2.2759150909356487,0.8307914423004937,0.8367170388085776,1.1931282523048448,0.00014017707917936273,3.595498332875313,0.187059572329123,0.19020877325345478,1211962.28858348,1226320.6175626577,3.400391299997864,1.0,1.0,0.001,0.8187257710930724,9.495701473785054,8.847610366695152,,,,,,10.314515720981793,8857.92479394003,log,1e-30,1.0,0.0,0.0,70851885224.01675,94.06198508770635,94.06203067155263,0.0,0.013564,0.5425599999999999
