t_eval,x_eval,w_eval,log10_N,residual_log,dlogN_dt,advective,mu,dg_dw,g_eval
0.0,-6.907755278982137,0.0010000000000000002,8.002602109782586,-0.43241534093924583,-0.6194749132683706,-0.0,0.18705957232912473,0.0,0.0
0.0,-6.842319663633403,0.001067623996501897,7.985444516993476,0.37007797889713356,-0.6081896557563887,-0.0024622996611744527,0.18705957232912407,0.7936703619855727,4.39956963897703e-06
0.0,-6.7768840482846695,0.0011398209979066826,7.968636305850626,0.370275954078058,-0.5974088558286029,-0.03205295211472994,0.18705957232912365,0.8126781896922672,6.240057695692386e-05
0.0,-6.711448432935937,0.0012169002490819115,7.952162602522243,0.37121352346451475,-0.5871183332265554,-0.0593100335362763,0.1870595723291234,0.830582317898223,0.0001257457176160881
0.0,-6.646012817587203,0.001299191907268984,7.936008979179003,0.37276344128140076,-0.5773043283417421,-0.08441074328716251,0.18705957232912324,0.8474189405811821,0.00019480322307869474
0.0,-6.580577202238469,0.0013870484562614346,7.920161440774593,0.37480939411922876,-0.567953533924911,-0.1075199115365568,0.18705957232912315,0.8632232672515734,0.00026996378490699163
0.0,-6.515141586889737,0.0014808462162156177,7.904606411061687,0.37724518564714793,-0.5590531284746667,-0.12879080541636134,0.18705957232912307,0.8780295472090529,0.0003516418330425583
0.0,-6.449705971541003,0.0015809869555608298,7.889330717806853,0.37997395653568433,-0.5505908115585247,-0.1483658974724473,0.18705957232912304,0.8918710932375333,0.0004402768835645443
0.0,-6.384270356192269,0.00168789961191322,7.874321577161514,0.38290743772947633,-0.5425548413307074,-0.16637759802013122,0.18705957232912301,0.904780304751192,0.0005363349595775974
0.0,-6.318834740843536,0.0018020421293647925,7.859566577139391,0.38596523520133963,-0.5349340745234548,-0.18294895300797795,0.18705957232912301,0.9167886904036493,0.0006403100890667451
0.0,-6.253399125494802,0.001923903420017228,7.845053660143912,0.38907414431389464,-0.5277180092025314,-0.1981943089849167,0.187059572329123,0.9279268901722197,0.0007527258837532608
0.0,-6.187963510146069,0.0020540054581624587,7.83077110448182,0.39216749191343725,-0.52089683059325,-0.21221994675136982,0.187059572329123,0.9382246969289341,0.0008741372031902603
0.0,-6.122527894797336,0.0021929055160801137,7.816707504791586,0.39518450428005814,-0.5144614603008368,-0.2251246852579084,0.187059572329123,0.9477110775096804,0.0010051319085543492
0.0,-6.057092279448602,0.0023411985510285054,7.802851751307255,0.3980696990590744,-0.5084036092686514,-0.23700045729409516,0.187059572329123,0.956414193292698,0.001146332710815226
0.0,-5.991656664099869,0.0024995197536535007,7.789193007869812,0.400772299298647,-0.5027158348398526,-0.24793285848800448,0.187059572329123,0.9643614202973811,0.001298399118204674
0.0,-5.9262210487511355,0.0026685472687309874,7.775720688589255,0.4032456677173105,-0.49739160231288937,-0.2580016711128733,0.187059572329123,0.9715793688139502,0.001462029488155367
0.0,-5.860785433402402,0.002849005099896798,7.762424433050938,0.40544675932144447,-0.49242535140899396,-0.26728136417318443,0.187059572329123,0.9780939025744999,0.0016379631891431101
0.0,-5.795349818053668,0.003041666210806105,7.749294079949507,0.4073355904856898,-0.48781256810099716,-0.275841571218334,0.187059572329123,0.9839301574758981,0.0018269828781420777
0.0,-5.729914202704935,0.003247355836005595,7.736319639022804,0.4088747225972542,-0.4835498622875815,-0.283747547308361,0.187059572329123,0.9891125598640738,0.0020299168996904815
0.0,-5.664478587356202,0.0034669550157000483,7.723491261146293,0.4100287583485144,-0.4796350518360438,-0.29106060653451016,0.187059572329123,0.9936648443899454,0.0022476418128697245
0.0,-5.599042972007468,0.003701404369553982,7.710799206435816,0.4107638487386164,-0.47606725355993323,-0.29783854147689415,0.187059572329123,0.9976100714463207,0.0024810850528170503
0.0,-5.5336073566587345,0.003951708125692806,7.698233810192669,0.41104720881420165,-0.47284698174620576,-0.30413602596392886,0.187059572329123,1.0009706441952133,0.0027312277337273594
0.0,-5.468171741310002,0.00421893842216117,7.685785446510066,0.4108466401407741,-0.46997625490005446,-0.310005002483082,0.187059572329123,1.0037683251947875,0.002999107600649864
0.0,-5.402736125961268,0.0045042398992631155,7.673444489343776,0.4101300579482058,-0.46745871143486184,-0.3154950555808786,0.187059572329123,1.0060242526348233,0.0032858221377550095
0.0,-5.337300510612534,0.0048088346024545885,7.661201270832014,0.4088650208369141,-0.46529973510014777,-0.3206537725816178,0.187059572329123,1.0077589561895568,0.0035925318411317853
0.0,-5.271864895263801,0.005134027216789178,7.649046036630428,0.40701826086305937,-0.46350659101251634,-0.3255270929500317,0.187059572329123,1.0089923724964844,0.0039204636645832625
0.0,-5.206429279915067,0.0054812106553379725,7.6369688980069315,0.4045552117425387,-0.46208857323367675,-0.33015964762235633,0.187059572329123,1.0097438602694488,0.004270914647311871
0.0,-5.140993664566334,0.005851872025520702,7.624959780418239,0.40143953282319134,-0.4610571649262746,-0.3345950896340428,0.187059572329123,1.0100322150543857,0.004645255732834419
0.0,-5.075558049217601,0.006247598998904062,7.6130083682648815,0.39763262637238495,-0.46042621221263486,-0.338876417379679,0.187059572329123,1.0098756836355758,0.00504493578893353
0.0,-5.010122433868867,0.006670086611751204,7.601104045494168,0.39309314561299746,-0.46021211296416026,-0.343046291852422,0.187059572329123,1.0092919781004568,0.005471485838945453
0.0,-4.944686818520134,0.0071211445254516096,7.589235831690736,0.38777649081429477,-0.46043402186007354,-0.3471473492253407,0.187059572329123,1.008298289570586,0.005926523515199289
0.0,-4.879251203171401,0.0076027047779302515,7.577392313261856,0.38163429060605314,-0.4611140731737569,-0.35122251015564454,0.187059572329123,1.0069113016063316,0.006411757745963295
0.0,-4.813815587822667,0.00811683005923796,7.56556156928931,0.3746138655344039,-0.4622776228730426,-0.35531528721421396,0.187059572329123,1.0051472032925375,0.006928993687822627
0.0,-4.748379972473933,0.00866572254677036,7.553731091581199,0.3666576707181478,-0.46395351175736826,-0.35947009186627926,0.187059572329123,1.0030217020126724,0.007480137916007906
0.0,-4.6829443571252,0.009251733337959566,7.54188769841538,0.3577027142941549,-0.4661743514993293,-0.36373254245370423,0.187059572329123,1.0005500359180655,0.008067203885817664
0.0,-4.617508741776467,0.009877372520842219,7.530017441421038,0.3476799481642484,-0.4689768356102932,-0.36814977465414545,0.187059572329123,0.997746986099564,0.008692317678935468
0.0,-4.552073126427733,0.010545319925639585,7.518105504996189,0.3365136273733249,-0.4724020775084036,-0.3727707559154192,0.187059572329123,0.9946268884680247,0.009357724049125965
