step,loss,loss_pde,loss_ic,loss_bc,grad_norm,residual_log_mean,residual_log_abs_mean,residual_log_abs_max,g_eval_min,g_eval_max,mu_eval_min,mu_eval_max,N_eval_min,N_eval_max,seconds_elapsed,w_pde,w_ic,w_bc,weighted_loss_pde,weighted_loss_ic,weighted_loss_bc,grad_pde_max_for_weighting,grad_ic_mean_for_weighting,grad_bc_mean_for_weighting,target_w_ic,target_w_bc,loss_weighted,loss_unweighted,boundary_loss_form,bc_eps,frac_flux_left_clamped,frac_recruitment_flux_clamped,flux_left_min,recruitment_flux_min,boundary_residual_abs_p95,boundary_residual_abs_max,weight_update_hard_set,causal_fraction,t_max_current
1,9.99706366171369,0.587978081679855,9.409085580033835,0.0,2.546196214469356,0.6555823189116005,0.6684486257525378,1.1907264297540705,0.0,3.6980696228991614,0.187059572329123,0.1905797873258232,1112728.857422948,1178849.492194215,2.1900342000299133,1.0,1.0,0.001,0.587978081679855,9.409085580033835,0.0,,,,,,9.99706366171369,9.99706366171369,log,1e-30,,,,,,,0.0,0.05,2.0
2,10.100448492316497,0.8287855364270434,9.271662955889454,0.0,2.5866539037404,0.8674808318671107,0.8674808318671107,1.186261532862756,5.6333435980417124e-05,2.7559209211029883,0.187059572329123,0.19005049150853953,1024718.8696082835,1169432.3274952197,2.6650665000197478,1.0,1.0,0.001,0.8287855364270434,9.271662955889454,0.0,,,,,,10.100448492316497,10.100448492316497,log,1e-30,,,,,,,0.0,0.050633333333333336,2.025333333333333
3,9.787567087238065,0.6519098737870948,9.13565721345097,0.0,2.626071765457467,0.7112487523546457,0.7478776845935579,1.172660408213954,0.0003771849335607591,3.241336380673427,0.187059572329123,0.18889096992405485,951978.6979805741,1168452.9433601669,2.958921800018288,1.0,1.0,0.001,0.6519098737870948,9.13565721345097,0.0,,,,,,9.787567087238065,9.787567087238065,log,1e-30,,,,,,,0.0,0.05126666666666667,2.050666666666667
4,9.733495874044218,0.7359936349717405,8.997502239072478,0.0,2.769814245949212,0.7671021328638028,0.8005396502751755,1.1736313335801523,0.000229112969629304,3.715459077206615,0.187059572329123,0.1891308976740534,898847.1579106575,1184416.8712029431,3.2580826000194065,1.0,1.0,0.001,0.7359936349717405,8.997502239072478,0.0,,,,,,9.733495874044218,9.733495874044218,log,1e-30,,,,,,,0.0,0.0519,2.076
5,9.593859019039886,0.7392580928037163,8.85460092623617,0.0,2.941990305246426,0.8000634805947867,0.8000634805947867,1.1519637651685166,0.00014302585300209752,3.708554184917415,0.187059572329123,0.18924007183197428,832210.8393472108,1209004.981032283,3.5511057000258006,1.0,1.0,0.001,0.7392580928037163,8.85460092623617,0.0,,,,,,9.593859019039886,9.593859019039886,log,1e-30,,,,,,,0.0,0.052533333333333335,2.1013333333333333
6,9.424719965285252,0.7198100751919484,8.704909890093305,0.0,3.1486507388412686,0.7605751946339824,0.7839144721064971,1.1619851381423556,0.0005023250858316244,3.641067956508449,0.187059572329123,0.18835581219398503,778780.0146884455,1219337.1347367612,3.859939399990253,1.0,1.0,0.001,0.7198100751919484,8.704909890093305,0.0,,,,,,9.424719965285252,9.424719965285252,log,1e-30,,,,,,,0.0,0.05316666666666667,2.126666666666667
7,9.223031527194237,0.6763550359080988,8.546676491286139,0.0,3.3660782308193054,0.7673360474494231,0.7673360474494231,1.1546340212636192,6.125719806514274e-05,3.732861762583483,0.187059572329123,0.18920586350203966,764943.8613772328,1277383.7078193605,4.174242400040384,1.0,1.0,0.001,0.6763550359080988,8.546676491286139,0.0,,,,,,9.223031527194237,9.223031527194237,log,1e-30,,,,,,,0.0,0.0538,2.152
8,9.131286208369527,0.7530586672912787,8.378227541078248,0.0,3.623560478173625,0.8079667962227679,0.8079667962227679,1.1462321414204124,0.00015722643701394923,3.5360173715242738,0.187059572329123,0.1888230595679063,681636.2990735053,1311316.703700719,4.4856789000332355,1.0,1.0,0.001,0.7530586672912787,8.378227541078248,0.0,,,,,,9.131286208369527,9.131286208369527,log,1e-30,,,,,,,0.0,0.054433333333333334,2.1773333333333333
9,8.868229939036627,0.6703683504403949,8.197861588596233,0.0,3.8921070302443983,0.7383472315602227,0.7492968207333354,1.1382454169784462,0.0,3.3687686000890857,0.187059572329123,0.18918661222307143,635412.3734691151,1384895.52171087,4.79676360002486,1.0,1.0,0.001,0.6703683504403949,8.197861588596233,0.0,,,,,,8.868229939036627,8.868229939036627,log,1e-30,,,,,,,0.0,0.05506666666666667,2.2026666666666666
10,20.093309860209143,0.744084840731991,8.003918836651552,0.0,9.788160726258887,0.806391846470663,0.806391846470663,1.1299450151481738,6.155027685303405e-05,3.7320571642341074,0.187059572329123,0.18881444538565637,594442.6512635713,1440381.305215735,5.129402499995194,1.0,2.417468919209071,0.001,0.744084840731991,19.349225019477153,0.0,0.059240948029783747,0.024505360775916717,,2.417468919209071,,20.093309860209143,8.748003677383544,log,1e-30,,,,,,,1.0,0.0557,2.2279999999999998
