step,loss,loss_pde,loss_ic,loss_bc,grad_norm,residual_log_mean,residual_log_abs_mean,residual_log_abs_max,g_eval_min,g_eval_max,mu_eval_min,mu_eval_max,N_eval_min,N_eval_max,seconds_elapsed,w_pde,w_ic,w_bc,weighted_loss_pde,weighted_loss_ic,weighted_loss_bc,grad_pde_max_for_weighting,grad_ic_mean_for_weighting,grad_bc_mean_for_weighting,target_w_ic,target_w_bc,loss_weighted,loss_unweighted,boundary_loss_form,bc_eps,frac_flux_left_clamped,frac_recruitment_flux_clamped,flux_left_min,recruitment_flux_min,boundary_residual_abs_p95,boundary_residual_abs_max,weight_update_hard_set,causal_fraction,t_max_current
1,10.495516234407631,0.8382597899686287,9.657256444439003,0.0,3.2680926080408264,0.8660074234858399,0.8660074234858399,1.1902636973478202,6.314721743401475e-06,2.511664386321145,0.187059572329123,0.19077913102661875,1099596.9127799761,1192998.8602734392,2.147588399995584,1.0,1.0,0.001,0.8382597899686287,9.657256444439003,0.0,,,,,,10.495516234407631,10.495516234407631,log,1e-30,,,,,,,0.0,0.05,2.0
2,10.304874442530757,0.8217414241937963,9.48313301833696,0.0,3.188790874950386,0.8727380700578472,0.8727380700578472,1.1806902386754952,0.002434682913033892,3.6768660597198273,0.187059572329123,0.18733492856893352,1097402.9537812572,1116406.279622625,3.7330253000254743,1.0,1.0,0.001,0.8217414241937963,9.48313301833696,0.0,,,,,,10.304874442530757,10.304874442530757,log,1e-30,,,,,,,0.0,0.050633333333333336,2.025333333333333
3,10.022791665362002,0.7074080438542482,9.315383621507754,0.0,3.0843312905997275,0.7396699928320951,0.7647130790568543,1.185125699172917,0.0,3.7042279473528676,0.187059572329123,0.1903112132828983,1025948.7266252453,1139343.6274390456,4.036902600026224,1.0,1.0,0.001,0.7074080438542482,9.315383621507754,0.0,,,,,,10.022791665362002,10.022791665362002,log,1e-30,,,,,,,0.0,0.05126666666666667,2.050666666666667
4,9.887061344080404,0.7362584865062075,9.150802857574197,0.0,3.1436021829145355,0.7592160038425961,0.7613292315316734,1.1788023771469398,0.0006202753894296795,3.6510675690154892,0.187059572329123,0.18842107081137774,949560.2303187979,1153685.1912005527,4.333424500015099,1.0,1.0,0.001,0.7362584865062075,9.150802857574197,0.0,,,,,,9.887061344080404,9.887061344080404,log,1e-30,,,,,,,0.0,0.0519,2.076
5,9.819943434128668,0.8341701564491801,8.985773277679488,0.0,3.2490873422482465,0.8001526592046189,0.8678665789733365,1.1714721636318515,1.0671595399244088e-05,2.903123971030796,0.187059572329123,0.18983686555705095,907128.7321259521,1198968.4480756877,4.6118811999913305,1.0,1.0,0.001,0.8341701564491801,8.985773277679488,0.0,,,,,,9.819943434128668,9.819943434128668,log,1e-30,,,,,,,0.0,0.052533333333333335,2.1013333333333333
6,9.525967281348523,0.7089193108993523,8.81704797044917,0.0,3.40317688296309,0.7609172450170724,0.790216448906081,1.161858454816243,0.0005676602097091574,3.1866967884732738,0.187059572329123,0.18833427356331284,832589.4384231997,1215639.0471627817,4.890927499975078,1.0,1.0,0.001,0.7089193108993523,8.81704797044917,0.0,,,,,,9.525967281348523,9.525967281348523,log,1e-30,,,,,,,0.0,0.05316666666666667,2.126666666666667
7,9.416961072030361,0.774979590539377,8.641981481490983,0.0,3.637763851766313,0.8016725838589365,0.8102134332271373,1.1560572314619166,0.0007346371673350657,3.7094671785743882,0.187059572329123,0.18804544769865109,792441.4167914178,1248649.1894254633,5.191432600026019,1.0,1.0,0.001,0.774979590539377,8.641981481490983,0.0,,,,,,9.416961072030361,9.416961072030361,log,1e-30,,,,,,,0.0,0.0538,2.152
8,9.168212251887986,0.709953789755406,8.45825846213258,0.0,3.843705350374964,0.7438702505360487,0.7642672746075453,1.141707902557923,0.00038682586962413,3.7248691979794524,0.187059572329123,0.18845738729645992,750180.6225168991,1311956.9645552374,5.501601799973287,1.0,1.0,0.001,0.709953789755406,8.45825846213258,0.0,,,,,,9.168212251887986,9.168212251887986,log,1e-30,,,,,,,0.0,0.054433333333333334,2.1773333333333333
9,8.918381309788945,0.6544167670006554,8.263964542788289,0.0,4.086019044082498,0.7166215480208237,0.7261418912772822,1.1382901518884039,0.0,3.7168752125146427,0.187059572329123,0.1893819012147754,688640.8042770121,1411388.1747650628,5.808011099987198,1.0,1.0,0.001,0.6544167670006554,8.263964542788289,0.0,,,,,,8.918381309788945,8.918381309788945,log,1e-30,,,,,,,0.0,0.05506666666666667,2.2026666666666666
10,20.26254059969878,0.6902074266147952,8.057442871461541,0.0,10.369700804923488,0.7522868274285173,0.7631025272866003,1.1282405113526939,0.000845891800608331,3.536072015021204,0.187059572329123,0.18777224894693004,639186.892725257,1401910.1299831492,6.084446199995,1.0,2.4290998379159165,0.001,0.6902074266147952,19.572333173083987,0.0,0.06322210027662194,0.02602696656999669,,2.4290998379159165,,20.26254059969878,8.747650298076337,log,1e-30,,,,,,,1.0,0.0557,2.2279999999999998
