step,loss_pde,grad_norm,residual_log_mean,residual_log_abs_mean,residual_log_abs_max,g_eval_min,g_eval_max,mu_eval_min,mu_eval_max,N_eval_min,N_eval_max,seconds_elapsed
1,0.8149351374517365,0.19078648516390323,0.8366927886139419,0.8366927886139419,1.1942340004123482,0.0007665865781799966,2.4395821052207856,0.187059572329123,0.18705957366168713,1.0709390587589613,1.1186273113265741,2.645568099920638
2,0.7628021150057037,0.1922819637590026,0.8253772955961136,0.8253772955961136,1.1864399828200987,0.005605786295478504,3.733605213085198,0.187059572329123,0.18705957235998474,0.9906997133848432,1.0977651939034039,2.7247532999608666
3,0.8911807087789381,0.23008371645693787,0.9014232200746826,0.9188418715765471,1.1771387508954112,0.0002653528858173049,3.342055742547566,0.187059572329123,0.18705957448809193,0.9306892847647087,1.1571894181228655,2.7817422000225633
4,0.737377014180294,0.17891843767297202,0.7948629184706857,0.8157845893710404,1.163709893014362,0.0,3.610371749176349,0.187059572329123,0.1870595752117255,0.867687608806434,1.1662589680336326,2.838638999965042
5,0.5922264943177111,0.17301512994267454,0.6844709483955528,0.6956381462680575,1.1666267958182437,0.0,3.4693737427249136,0.187059572329123,0.18705957505525514,0.7917787446804597,1.1989425566503822,2.897207999951206
6,0.8042997924620728,0.22878492554456645,0.7831034948844132,0.8434659455511059,1.1573807632450048,2.571155723947449e-06,3.318715081816676,0.187059572329123,0.18705957487242625,0.7588905753305466,1.235020153403341,2.956585399922915
7,0.7756690645999703,0.26855349560570546,0.8167305969182508,0.8237749463541967,1.149585701474137,0.0017083732472949476,3.5920814263582717,0.187059572329123,0.18705957267559328,0.6684952373962109,1.1708206256690652,3.0181620999937877
8,0.696584824012293,0.26546120289617525,0.7664262892617377,0.7852568251695006,1.1370585136072435,0.0010847308267236955,2.9417179926568577,0.187059572329123,0.18705957291310857,0.6188117392634725,1.1950049974382733,3.080884899944067
9,0.6186549310272784,0.24123863051342792,0.7064587411642574,0.7310910629207287,1.119731748682425,0.0006937991279344566,3.5009894453441883,0.187059572329123,0.18705957316068353,0.5486316316613586,1.248625458105603,3.1430936999386176
10,0.7370350017268893,0.33393050537375324,0.8238195506461803,0.8238195506461803,1.124215399475327,0.0007375114245510087,3.081035370316187,0.187059572329123,0.1870595730288839,0.4886521251763274,1.2230802109233456,3.2076395999174565
11,0.5380001930089136,0.24321306896080408,0.6527047839234686,0.6642214568026613,1.109467753438245,2.5536598257977494e-05,3.718607578244011,0.187059572329123,0.18705957394793496,0.4478418807801773,1.3919549286357953,3.2709127999842167
12,0.5963351230889036,0.2942908448745467,0.6368676620253486,0.6902362303332885,1.0945214929452596,4.337144151767003e-05,3.39603410703,0.187059572329123,0.18705957372913784,0.39288152776384844,1.4060007043812768,3.3340147000271827
13,0.6171006456769473,0.3360492998630508,0.7182676872457824,0.7182676872457824,1.0863960237919303,0.0,3.461176551402164,0.187059572329123,0.18705957377367716,0.3509928206954629,1.5016509470217054,3.4027291999664158
14,0.618289230978477,0.3495368722156912,0.6934415663782326,0.7266754689123549,1.0741009887125532,0.0,2.2948324802914684,0.187059572329123,0.18705957359213532,0.31537447499831817,1.5407852390142336,3.466548700002022
