step,loss,loss_pde,loss_ic,loss_bc,grad_norm,residual_log_mean,residual_log_abs_mean,residual_log_abs_max,g_eval_min,g_eval_max,mu_eval_min,mu_eval_max,N_eval_min,N_eval_max,seconds_elapsed
72,5510.407010338033,0.605389884874903,465.82879773353017,5043.972822719627,859.9320525390013,0.7124886632143513,0.7124886632143513,1.0894258963632155,7.76834932634321e-05,3.675001938114535,0.187059572329123,0.1870595723294427,0.00010434364543406255,0.0008706342142707115,6.911051500122994
73,5501.57800047627,0.5205468170951347,461.8581652804996,5039.199288378675,860.9463789604558,0.6670192413146535,0.6672862911374822,1.0850517218897013,0.00044710636708306106,3.7323543987280217,0.187059572329123,0.1870595723293247,9.734796836340817e-05,0.003869050765539363,6.959462800063193
74,5494.659142849476,0.3847839272250657,456.903547300386,5037.370811621865,859.959249672837,0.544981925434644,0.5564937817726674,1.07616400097621,2.423127406198794e-05,3.6914954010514514,0.187059572329123,0.18705957232947307,9.0170611400601e-05,0.023262193717998817,7.0226366999559104
75,5471.722939795768,0.4272438452590723,451.0110777726578,5020.284618177851,876.4968445315112,0.542788121781043,0.5722645391314348,1.0632904996151786,0.0,3.7334121619612555,0.187059572329123,0.1870595723294613,8.465996411551121e-05,0.01115860217255722,7.0799161999020725
76,5454.0721734288745,0.4155129284381518,443.93823117531474,5009.718429325121,887.5997115141652,0.5799780962876511,0.6032017669832134,1.0544562418208814,4.897347300553134e-05,3.5620985415978113,0.187059572329123,0.18705957232940698,7.812474237104174e-05,0.01593948336691388,7.129819999914616
77,5443.261915647303,0.34480748439635395,435.56598153881566,5007.351126624091,890.5853237988048,0.5412930439287877,0.5450509057495819,1.0204947708529681,2.421654971813264e-05,3.6590147530532717,0.187059572329123,0.1870595723294221,7.31337054698691e-05,0.08069175413389713,7.178368299966678
78,5421.988972061357,0.34579164666572787,425.95271575574543,4995.690464658946,905.3586403385225,0.5019872085556768,0.5207102477601924,0.9486106708118011,0.0013971004504572532,3.642137999099655,0.187059572329123,0.18705957232918038,6.91803162306359e-05,0.02329871016027779,7.2258117001038045
79,5403.828436069972,0.3780878900926776,414.9771338813607,4988.4732142985185,915.9171680569048,0.5030707635308659,0.549552873346742,0.9988642317187224,7.7123324646787e-05,3.1880475660618304,0.187059572329123,0.18705957232939846,6.322538858621308e-05,0.5252342241167448,7.272678300039843
80,5383.412068654783,0.26844542280816003,402.638152981275,4980.5054702507,928.7149730345088,0.39667807846377473,0.45215859138318926,0.956742458790343,0.00012047874181130708,3.430422341771627,0.187059572329123,0.1870595723293305,5.967499369268731e-05,0.07019752817975917,7.319773599971086
81,5356.703388127742,0.35497213551842133,388.9404299310943,4967.407986061129,948.139088794904,0.5203207685370089,0.5493021866301739,0.968461337438389,0.0,3.6542487580744765,0.187059572329123,0.18705957232940487,5.606790537587751e-05,1.1830328792074551,7.367467700038105
82,5337.763178108378,0.2928705018823408,373.7979137585016,4963.6723938479945,956.9779324189554,0.38939069039024016,0.47989156342886663,0.9174245950515192,0.0001493509095390269,3.6105472111875834,0.187059572329123,0.1870595723293439,5.1384156609239e-05,1.7610986840262828,7.414056000066921
83,5328.713109161004,0.2497645241343711,357.3903408884405,4971.073003748429,953.3740715931397,0.26105245146968864,0.44936506317318303,0.8703223903229491,0.0,2.6490458100811174,0.187059572329123,0.1870595723294361,4.906014098445958e-05,10.474359108904931,7.4626919000875205
84,5295.267147570747,0.2225859316222082,340.2733234847955,4954.771238154329,977.2388017587242,0.25828558417295605,0.4184364067137131,0.8880514807882498,0.00038231422807089716,3.0300013145398728,0.187059572329123,0.18705957232928191,4.454443079154555e-05,4.415363684064957,7.514652899932116
85,5286.850169204571,0.3130597550289674,322.3188491613362,4964.218260288206,971.0792401192335,0.19056185681527776,0.4764676722432499,1.0200461515308283,0.00010116405977880077,3.658366924481264,0.187059572329123,0.18705957232942988,4.184054284301572e-05,61.11184841526414,7.562246700050309
86,5255.318925350774,0.25931799718978255,304.29141185665725,4950.768195496928,990.8948050266056,0.1959626770493462,0.4429329976627531,1.133035825434678,0.0006980516520960905,3.3281789021189616,0.187059572329123,0.1870595723292408,4.122956980510958e-05,18.71660688127683,7.6080203000456095
87,5217.344492696393,0.21274910895826954,286.16046594375547,4930.971277643679,1016.2161755830048,0.1624275992061459,0.411441103688702,1.2314313269863364,0.0003368982851986793,3.180225321037851,0.187059572329123,0.18705957232932524,3.808878971593305e-05,80.60942907695288,7.6522061000578105
88,5203.739710118759,0.28825585800095294,267.68718036687505,4935.764273893883,1014.0297700274826,-0.0760560915796004,0.43677894211649176,1.2938067657652192,0.0,3.6871397357029054,0.187059572329123,0.18705957232942425,3.335245289445617e-05,167.0311056587022,7.69858770002611
89,5187.881563727008,0.4494532153642882,249.59239320798434,4937.839717303659,1014.9200800840999,-0.13926587291384587,0.5346120568721827,1.37810948321478,0.0005939689506439874,3.7231074849427968,0.187059572329123,0.18705957232930281,3.0901586059370014e-05,299.7945897147257,7.742870399961248
90,5155.42020281503,0.32057210918673457,232.4844977373147,4922.615132968529,1031.8553282608045,-0.07667178946435795,0.42699910311358175,1.4321261907808864,0.0,3.433565440416138,0.187059572329123,0.18705957232936843,2.915899520693629e-05,251.02437561786277,7.788675399962813
91,5130.183998972647,0.37868615082348506,216.2429426030848,4913.562370218739,1038.5105996145028,-0.09940249277231904,0.48258252395834705,1.4967100860349216,0.0002749296877764332,3.251913971884202,0.187059572329123,0.18705957232944975,2.6206026164061053e-05,1372.954617934838,7.834243200020865
92,5133.241351337233,0.4004762340541173,200.99428983469508,4931.846585268484,1030.4626641138575,-0.08249239745434847,0.5097938410904002,1.5888935039648873,5.915075042146195e-05,2.2040115542535887,0.187059572329123,0.18705957232976617,2.4612571999831748e-05,3708.0735683428966,7.877179200062528
93,5063.867521182273,0.41256724248647975,187.99848983117968,4875.456464108606,1069.884329996283,-0.19884426389711876,0.5040302929986366,1.6944071608601434,0.0004539224388640725,2.9759117275484996,0.187059572329123,0.18705957232925693,2.2344367589066748e-05,810.0662888442805,7.9240943000186235
94,5083.935538489145,0.6806030282862571,175.29336880419288,4907.961566656666,1050.654853242879,-0.3113277360462672,0.6246904834276453,1.766811307854979,0.0005680115627709897,2.3029087921147076,0.187059572329123,0.18705957232926596,2.1158363551945116e-05,1886.9009855428922,7.969888099934906
95,5082.601740740228,0.7879360467410994,164.8233179810511,4916.990486712436,1054.0618800308189,-0.3892627672841744,0.6905295855408226,1.8967470327518936,0.0,3.2658995469183427,0.187059572329123,0.18705957232977724,1.842207039978299e-05,9384.185198148687,8.038760100025684
96,5048.024297815663,0.6521777322343959,157.21523605996887,4890.1568840234595,1052.6762852075306,-0.1844990836506404,0.6108409636036026,1.9935364292075173,0.00023646871943047015,3.690279525837092,0.187059572329123,0.18705957232981302,1.693212604446706e-05,13573.880613691266,8.091509999940172
97,4998.904260806875,0.7982526581510072,151.54856218485185,4846.557445963872,1071.2606989097599,-0.39155875457533623,0.6648754305225888,2.1447466657664727,0.0005523946962681589,3.7177766848173883,0.187059572329123,0.18705957232921402,1.580942763379394e-05,4093.0279580579095,8.137553800130263
98,5013.823368674502,1.125787700638941,146.50182025324023,4866.195760720622,1061.692588634883,-0.5582179664169498,0.8223650372581028,2.2770387096574694,0.0022051144283687096,2.88284370464936,0.187059572329123,0.18705957232918588,1.4394099615783031e-05,11869.55653239537,8.185662900097668
99,4982.544577590664,0.7238831575215727,143.33495085884329,4838.485743574299,1064.8490693483154,-0.30113757279628556,0.644344772193594,2.436121706231728,3.113604564054101e-06,3.3142791944329915,0.187059572329123,0.1870595723295303,1.3090579634119363e-05,24513.56099238432,8.23252149997279
100,4945.196642318134,0.8790121990737229,141.32552426887815,4802.992105850182,1069.6263522387922,-0.34601835445764406,0.6932194370908991,2.5959038008700133,0.00017472873025849156,3.5527013977512776,0.187059572329123,0.1870595723296424,1.2022933103146873e-05,34553.62185491441,8.27906690002419
101,4942.733812068935,1.5384136182616674,139.4028235239623,4801.792574926711,1065.2055194257052,-0.6579221741315798,0.9178370868901436,2.7735688278594615,7.68511641584188e-05,3.685505799630313,0.187059572329123,0.1870595723293096,1.0633248854798318e-05,30285.291243354233,8.332233699969947
102,4942.343513987492,1.3593483102106754,138.10360815293063,4802.8805575243505,1059.7701692299095,-0.5331301216267648,0.8509870095147789,2.8738088196663436,3.123826320678216e-05,3.7283360847601745,0.187059572329123,0.1870595723294844,9.92612091220711e-06,48554.558432448,8.380780700128525
103,4896.941202234431,1.5404620318292042,138.02208017532215,4757.37866002728,1069.739905550345,-0.4501241913531957,0.8943381655056432,3.108775831490127,0.00040033008993373836,3.2577317434138005,0.187059572329123,0.18705957232927642,8.789504012175669e-06,49150.513909235495,8.420697299996391
104,4891.485284144001,1.3883413226440413,137.54176461041004,4752.555178210947,1062.8995656010336,-0.43719879689183755,0.8176930157889332,3.2494125186171274,0.0001392227084012279,3.7308350682443647,0.187059572329123,0.18705957232935191,8.078166977454366e-06,65304.335110001244,8.457436600001529
