step,loss,loss_pde,loss_ic,loss_bc,grad_norm,residual_log_mean,residual_log_abs_mean,residual_log_abs_max,g_eval_min,g_eval_max,mu_eval_min,mu_eval_max,N_eval_min,N_eval_max,seconds_elapsed,w_pde,w_ic,w_bc,weighted_loss_pde,weighted_loss_ic,weighted_loss_bc,grad_pde_max_for_weighting,grad_ic_mean_for_weighting,grad_bc_mean_for_weighting,target_w_ic,target_w_bc
23,5538.176172984706,0.7019316389988518,300.88387253299294,5823.9570393093945,693.5734274729363,0.811212627205707,0.811212627205707,1.0730485722037408,0.00023329855578012315,2.3409173993880534,0.187059572329123,0.18705957238382592,0.01918673605582064,0.08862353616455226,3.4559788999613374,1.0,0.9090381697662216,0.9038458355747663,0.7019316389988518,273.51492479956505,5263.959316546142,,,,,
24,5513.640043299127,0.5047070940122914,306.8323689310475,5791.046210661028,712.6608036450185,0.605577349909279,0.6197648061934425,1.091764687790045,0.0,3.6873234248221607,0.187059572329123,0.18705957239510596,0.01548911709602877,0.08095195883702352,3.4869113001041114,1.0,0.9090381697662216,0.9038458355747663,0.5047070940122914,278.9223350781135,5234.213001127001,,,,,
25,5495.507812920436,0.5706924414370549,312.705262402686,5765.00537589429,725.1375119233886,0.70054435856111,0.7174568051238965,1.0903107622083013,0.0006944625178473551,3.3882398417765325,0.187059572329123,0.18705957235137213,0.013518306531701068,0.06043159527658483,3.5195132000371814,1.0,0.9090381697662216,0.9038458355747663,0.5706924414370549,284.2610194108038,5210.676101068195,,,,,
26,5481.512171828972,0.6680786787847969,318.4762533326068,5743.608941236619,732.3880551135014,0.7372776649260788,0.7746087174783778,1.091937872265196,0.0004500003143672743,2.7816102284639914,0.187059572329123,0.18705957235387943,0.011502582149484904,0.05027924890680258,3.550788199994713,1.0,0.9090381697662216,0.9038458355747663,0.6680786787847969,289.50707044347644,5191.337022706711,,,,,
27,5466.273377798423,0.6611464149302697,324.1409312634277,5721.059442834293,740.8370194696198,0.7254273318456289,0.763231992900178,1.0936997871221537,0.0002969138495999765,3.225759834738929,0.187059572329123,0.18705957235510143,0.009947561391795263,0.04596696675358387,3.5846812000963837,1.0,0.9090381697662216,0.9038458355747663,0.6611464149302697,294.656478902025,5170.955752481468,,,,,
28,5453.041735600587,0.6818754790331423,329.68480383426123,5700.821519156176,746.8165017253569,0.7351898494018773,0.7809076800122958,1.0920537568921507,0.0,2.8752893938155264,0.187059572329123,0.18705957236403986,0.00873135381466451,0.04362040599328176,3.6166234998963773,1.0,0.9090381697662216,0.9038458355747663,0.6818754790331423,299.6960706772326,5152.663789444322,,,,,
29,5435.876351999355,0.6214100113040019,335.10664232654364,5676.443936822919,757.2763322793053,0.6855583875338696,0.7368721448490771,1.0894708525633154,0.00026520951880755483,3.2350482531745777,0.187059572329123,0.18705957234900164,0.0076436325515348924,0.03236942049926193,3.6489335999358445,1.0,0.9090381697662216,0.9038458355747663,0.6214100113040019,304.6247288170251,5130.630213171026,,,,,
30,5154.0075830924725,0.6423946691942267,340.3752326704645,5653.749580344478,728.0753711681845,0.7490980390372115,0.7517101752449177,1.0991188173497433,0.00026349246331653503,3.733436469328344,0.187059572329123,0.18705957234653137,0.006789072876523658,0.028321935950866215,3.690584900090471,1.0,0.8656321532495913,0.8593810839704499,0.6423946691942267,294.63974556936483,4858.725442853914,0.03443293464810007,0.8415139979216744,2.366394039714522,0.04091783943361687,0.014550803488439316
31,5145.491988549786,0.7297002472999905,345.45661644424064,5638.620658448379,728.3964148086661,0.792815674265211,0.792815674265211,1.0962522833886577,0.0008848540173364561,3.698653970679372,0.187059572329123,0.18705957233645545,0.005986665320784297,0.022424728825235732,3.722285599913448,1.0,0.8656321532495913,0.8593810839704499,0.7297002472999905,299.0383547469462,4845.72393355554,,,,,
32,5133.5878192642695,0.636219000124879,350.3803172448492,5619.917894256653,732.5965365241767,0.6749317836661676,0.731752396439068,1.08613340529126,0.0013124798607452928,3.733904599461555,0.187059572329123,0.18705957233318732,0.005385156940855472,0.01701363006715369,3.752399899996817,1.0,0.8656321532495913,0.8593810839704499,0.636219000124879,303.30046847293374,4829.651131791211,,,,,
33,5122.923114110922,0.7856514923115473,355.14574672644886,5602.5341667026,735.5417928625278,0.849937956199649,0.849937956199649,1.1047752483895923,0.00044726237697291504,2.0893527851506835,0.187059572329123,0.18705957233846407,0.004681514343402324,0.01719448730457493,3.7804364999756217,1.0,0.8656321532495913,0.8593810839704499,0.7856514923115473,307.4255774562499,4814.711885162361,,,,,
34,5112.739781245663,0.7342477050302211,359.75590697678604,5586.100674872578,737.5106013269316,0.8259951295718738,0.8259951295718738,1.0984964051646027,7.90390556361098e-05,3.152433293892996,0.187059572329123,0.1870595723427876,0.00426227982862905,0.018681701974065254,3.808789199916646,1.0,0.8656321532495913,0.8593810839704499,0.7342477050302211,311.416280400575,4800.589253140058,,,,,
35,5102.759735758522,0.6302958711936058,364.21820539110087,5570.113817709449,739.1078195603442,0.7100609023273312,0.7227863600510088,1.0922728130463433,0.0003472028687426798,3.677512361142267,0.187059572329123,0.18705957233752096,0.003817953684130518,0.013657316078990058,3.8434441999997944,1.0,0.8656321532495913,0.8593810839704499,0.6302958711936058,315.27898938540056,4786.850450501927,,,,,
36,5091.568983927913,0.5852412274330164,368.53907939398107,5552.792067287499,742.219617256788,0.6662718678092416,0.6942919039535291,1.1095271679949852,0.0003974889407882612,3.672117770769885,0.187059572329123,0.1870595723363884,0.003402794995726778,0.014236030516455821,3.880879099946469,1.0,0.8656321532495913,0.8593810839704499,0.5852412274330164,319.0192768524339,4771.964465848046,,,,,
37,5082.448950056262,0.6551160004229519,372.7120946328877,5537.8950616979755,742.8914979061639,0.7763117689559501,0.7763117689559501,1.0982606999098898,0.00012013358521210937,3.406219174607484,0.187059572329123,0.1870595723384679,0.0031026119764058745,0.013816420271054093,3.910737300058827,1.0,0.8656321532495913,0.8593810839704499,0.6551160004229519,322.63157301923206,4759.162261036608,,,,,
38,5072.496337404959,0.677044190857071,376.74563234611634,5522.225528089628,744.513615191681,0.7578644450048299,0.7823331451837402,1.109899366262455,0.0003175906269563891,3.2468904382556034,0.187059572329123,0.18705957233563408,0.002814999180193077,0.011886243408124749,3.939938399940729,1.0,0.8656321532495913,0.8593810839704499,0.677044190857071,326.1231329551476,4745.6961602589545,,,,,
39,5063.179743779478,0.6687832596165035,380.6388258680188,5507.472578063027,745.2655900607865,0.7379341536018996,0.7662719146764398,1.0996365995482282,2.1616222954656816e-05,3.724015177250118,0.187059572329123,0.18705957233738968,0.0025544209946596506,0.0078000501922686535,3.9691204000264406,1.0,0.8656321532495913,0.8593810839704499,0.6687832596165035,329.4932064465293,4733.017754073332,,,,,
40,4811.138596195328,0.6309160228196532,384.39477608439086,5496.686445976857,705.4782181653914,0.7319159003466258,0.7319159003466258,1.1151507835012398,0.0003647827385694219,3.704715633967631,0.187059572329123,0.18705957233417644,0.002302606181491206,0.01019981174704138,4.008233099943027,1.0,0.8248179036467945,0.81748377517125,0.6309160228196532,317.05569338270624,4493.4519867898025,0.04016829082152578,0.8139939532467078,1.8739660952551498,0.04934716119365502,0.021434907986452482
41,4800.258672271746,0.536173994573125,388.030514856333,5479.824943955574,708.4706684472037,0.6162448390848374,0.6604528274116194,1.1037762345285038,0.00047434347662757975,2.970414074246472,0.187059572329123,0.18705957233303805,0.002097977809310668,0.0075095584798846385,4.035215300042182,1.0,0.8248179036467945,0.81748377517125,0.536173994573125,320.05451581478695,4479.667982462386,,,,,
42,4794.541757240519,0.5820268109492907,391.5288986005559,5469.245776935588,705.531989122046,0.7320238831339975,0.7320238831339975,1.116779320865694,2.907810715039802e-05,3.387422637703642,0.187059572329123,0.18705957233562429,0.0019178665621126618,0.009746530674733623,4.065174600109458,1.0,0.8248179036467945,0.81748377517125,0.5820268109492907,322.9400453608489,4471.019685068721,,,,,
43,4784.301263728081,0.6502588530749811,394.91184136698473,5453.222171681058,708.0421930959907,0.7494817985139707,0.7523500077453977,1.1177505663777942,0.00014967408374655378,3.7293969391021333,0.187059572329123,0.18705957233410467,0.0017607962252288796,0.007806984693144178,4.099831199971959,1.0,0.8248179036467945,0.81748377517125,0.6502588530749811,325.7303571216118,4457.920647753394,,,,,
44,4777.102250580183,0.62088704135212,398.1606967624422,5441.1737913561465,706.8340529496744,0.7424630557505878,0.7424630557505878,1.1165355945116926,4.108909989513146e-05,3.694100606028673,0.187059572329123,0.1870595723344081,0.001611264700833512,0.007722159179724396,4.135955499950796,1.0,0.8248179036467945,0.81748377517125,0.62088704135212,328.41007121814465,4448.071292320687,,,,,
45,4769.142247150976,0.5770890776087891,401.28234860150195,5428.340509387859,706.5526980136359,0.66407862446753,0.6932549809042942,1.1032598059767085,0.0005839710564374545,3.648218030822051,0.187059572329123,0.1870595723315809,0.0014796424746375944,0.006974601831028199,4.172203700058162,1.0,0.8248179036467945,0.81748377517125,0.5770890776087891,330.98486554395305,4437.580292529414,,,,,
46,4764.578440769799,0.638644617497037,404.27493170947656,5419.663030687824,702.6374843054538,0.7468252702968233,0.7468252702968233,1.0751092420016388,2.3583513521864552e-05,3.731342294375337,0.187059572329123,0.18705957233372741,0.0013811552710279442,0.00793404415051408,4.211019299924374,1.0,0.8248179036467945,0.81748377517125,0.638644617497037,333.45320166956145,4430.486594482741,,,,,
47,4754.405502731085,0.7149010803664615,407.16381501340135,5404.210739699467,705.1091973589313,0.7628801748872501,0.8013349264091375,1.105154636217828,5.703971375069922e-06,3.5770146790460644,0.187059572329123,0.1870595723333747,0.0012574858572254077,0.006035157629007745,4.240182799985632,1.0,0.8248179036467945,0.81748377517125,0.7149010803664615,335.83600434018496,4417.854597310534,,,,,
48,4745.323662804782,0.6916011826066114,409.9201315057469,5390.348691835368,706.2525196546595,0.7531881076550113,0.7664424523882761,1.0887873929308665,0.00012520180722463276,3.464464938842844,0.187059572329123,0.18705957233246143,0.0011618432932628876,0.005785091935629561,4.272783600026742,1.0,0.8248179036467945,0.81748377517125,0.6916011826066114,338.1094635311885,4406.522598090986,,,,,
49,4738.247031558034,0.6031919813668132,412.5250474565019,5379.171952141335,705.0999870420378,0.7114489395693616,0.713490341868407,1.110936456376444,0.000826022890713686,3.687326837167174,0.187059572329123,0.18705957233039816,0.0010649171241475055,0.003242102000963633,4.303999399999157,1.0,0.8248179036467945,0.81748377517125,0.6031919813668132,340.25804484486633,4397.385794731801,,,,,
50,4500.325172158782,0.6383526987127435,414.9773879790105,5367.618353508386,669.9298539060371,0.7142810535517323,0.7515479207023184,1.084573366665476,0.0,2.8132602909953235,0.187059572329123,0.18705957233277004,0.0009924927103219152,0.007315549190108239,4.344617800088599,1.0,0.7853503984773764,0.7775858653817258,0.6383526987127435,325.9026570084167,4173.784162451652,0.03150759843533069,0.8883437429373531,1.6136575422887907,0.035467800258432894,0.01952557938076547
51,4491.89154512898,0.6010084481796221,417.26637431976974,5354.508625608318,670.9636953031427,0.7258148167029027,0.7258148167029027,1.0982687939249385,9.435610070458733e-05,3.151566286433892,0.187059572329123,0.18705957233191164,0.0009070584397872092,0.007147215908675561,4.618508900050074,1.0,0.7853503984773764,0.7775858653817258,0.6010084481796221,327.70031334324125,4163.590223337559,,,,,
52,4486.253828420804,0.5974798733759402,419.36924325754256,5345.139014590477,669.0739229698687,0.695019534808034,0.7206910122636286,1.1148819533155936,0.000727174056729181,3.588548120386652,0.187059572329123,0.18705957233027384,0.0008390678240232144,0.0039895364918535285,4.649692100007087,1.0,0.7853503984773764,0.7775858653817258,0.5974798733759402,329.3518023014669,4156.304546245961,,,,,
53,4479.704840418281,0.6510513836042817,421.28985589004617,5334.70812358524,668.38237411269,0.7617617091283524,0.7617617091283524,1.0981382991517923,0.00011672730733888054,3.2679804200937417,0.187059572329123,0.1870595723314425,0.0007811371247123119,0.007141659729182872,4.681922300020233,1.0,0.7853503984773764,0.7775858653817258,0.6510513836042817,330.8601561977242,4148.193632836952,,,,,
54,4472.782438356551,0.6170524253782002,423.0189521917941,5324.103057392276,668.0569138865977,0.6763607266593903,0.7451895303576025,1.0942292780940035,0.0002585766070343845,3.3755972953999343,0.187059572329123,0.18705957233088083,0.0007240403124941825,0.005309149724446214,4.71423549996689,1.0,0.7853503984773764,0.7775858653817258,0.6170524253782002,332.21810266730773,4139.947283263865,,,,,
55,4464.36716273848,0.6089613090024399,424.5419415101441,5311.752955368464,669.4701518335854,0.6968329818192555,0.7332607167745493,1.0952671031581505,9.404912141619537e-05,2.7719224141541146,0.187059572329123,0.18705957233115264,0.0006712930060907257,0.005951539956347964,4.746131099993363,1.0,0.7853503984773764,0.7775858653817258,0.6089613090024399,333.4141829353507,4130.344018494127,,,,,
56,4458.102927878892,0.550267648141486,425.8227294337003,5302.478856100576,668.6081721226556,0.7013234625480695,0.7081622043601845,1.0992874416774963,0.000381144519083082,3.2383526291660796,0.187059572329123,0.1870595723304419,0.0006221814952884012,0.006769611853020992,4.778172000078484,1.0,0.7853503984773764,0.7775858653817258,0.550267648141486,334.42005024148057,4123.13260998927,,,,,
57,4449.721991797033,0.5277755140569407,426.8498308197143,5290.692275558686,670.236957611435,0.6613654585835713,0.6613654585835713,1.0687460217900926,0.00040017398604750426,2.5827312181644446,0.187059572329123,0.18705957233031012,0.0005801356056242058,0.00597228175128378,4.810026200022548,1.0,0.7853503984773764,0.7775858653817258,0.5277755140569407,335.22668472426335,4113.967531558713,,,,,
58,4443.558871605603,0.515802294517563,427.5797921133571,5282.044455859153,669.558163742769,0.6740248659137482,0.6743267120110583,1.0769365032860876,0.0009277693848946736,3.12739436409832,0.187059572329123,0.18705957232973022,0.0005375323815542617,0.005882614564482743,4.84941289993003,1.0,0.7853503984773764,0.7775858653817258,0.515802294517563,335.79996011709875,4107.243109193986,,,,,
59,4434.28151726736,0.6725824246156225,427.99689631146816,5269.4905915836725,672.6519382043576,0.8047158700467594,0.8047158700467594,1.0956424426332443,0.0016125710132222013,3.2394749284394733,0.187059572329123,0.18705957232940276,0.0005048616583583088,0.003624077460297219,4.883061300031841,1.0,0.7853503984773764,0.7775858653817258,0.6725824246156225,336.12753306529186,4097.481401777452,,,,,
60,4217.298123416629,0.46184883510050173,428.03335788406395,5262.358480736618,639.2249352486216,0.5987054708992303,0.6227690104764351,1.090778159552062,0.0007959557234509182,3.732779596089329,0.187059572329123,0.18705957232973724,0.0004618875395491168,0.0080207468867622,4.926742600044236,1.0,0.748535867940958,0.740435674953235,0.46184883510050173,320.3983210514305,3896.437953530098,0.05682690828607226,1.1583194892077244,1.6432483641776272,0.049059787749009674,0.03458205681191206
61,4208.6606931343385,0.6492405584246507,427.6877572945944,5250.789443940875,642.3707149625955,0.7663779438093656,0.7822319154211714,1.0776919640881641,4.718033121364068e-05,2.766612031224155,0.187059572329123,0.1870595723305513,0.00043515758191171606,0.011459488710389324,4.959727199980989,1.0,0.748535867940958,0.740435674953235,0.6492405584246507,320.139626614231,3887.871825961683,,,,,
62,4199.717958651521,0.5711925094456252,426.8897475127198,5239.623926437062,645.4907316411499,0.7134611449979538,0.7134611449979538,1.0669633746576648,9.422392686455477e-05,2.6413058267357035,0.187059572329123,0.1870595723303596,0.0004029031827204169,0.009478194179244113,4.995001700008288,1.0,0.748535867940958,0.740435674953235,0.5711925094456252,319.54228766953014,3879.604478472546,,,,,
63,4193.412035463605,0.4833112620316908,425.5668125157853,5232.563518867326,645.8523453924814,0.6066910811429245,0.6541215795142592,1.0420194587818115,0.0015103307195151877,3.4571056166954386,0.187059572329123,0.18705957232936354,0.0003773627543168218,0.0076704467914032,5.02820140006952,1.0,0.748535867940958,0.740435674953235,0.4833112620316908,318.5520233733703,3874.376700828203,,,,,
64,4183.407015682353,0.5202164162860263,423.69258079359025,5220.896070149169,650.71069065925,0.621083257777008,0.6767454773829472,1.0574588685985291,0.0005598181266248531,3.4381035324634746,0.187059572329123,0.18705957232974746,0.0003517986786911512,0.01920120236246283,5.061239199945703,1.0,0.748535867940958,0.740435674953235,0.5202164162860263,317.1490937044746,3865.737705561592,,,,,
65,4174.5081379412595,0.4974311920883245,421.16823379254305,5211.460371033342,654.4748014621003,0.6659169995136521,0.6680646166149572,1.010566898361989,5.1502350413082376e-05,3.2490332264697144,0.187059572329123,0.1870595723302375,0.0003292581840882929,0.03466497530470954,5.093630499904975,1.0,0.748535867940958,0.740435674953235,0.4974311920883245,315.25952943106154,3858.7511773181095,,,,,
66,4162.888496267122,0.520823496242653,417.9166310230734,5199.022973716379,661.5406009314048,0.6332561247913888,0.6701767429636781,1.018245041150584,5.551171586473669e-05,3.733870529260019,0.187059572329123,0.18705957233010811,0.0003064839416166001,0.011833341997815116,5.126966699957848,1.0,0.748535867940958,0.740435674953235,0.520823496242653,312.8255881298174,3849.542084641062,,,,,
67,4154.624713481015,0.5084234591827177,413.80958552971265,5192.030993101279,664.7215237147195,0.6639416193991158,0.6732801629003401,1.0408787867133282,0.00014642087460636083,2.3463451124211008,0.187059572329123,0.18705957232997197,0.00028463763493682514,0.032245080575490956,5.159912599949166,1.0,0.748535867940958,0.740435674953235,0.5084234591827177,309.7513172667716,3844.3649727550605,,,,,
68,4145.021142335507,0.3873974443221897,408.79863076404473,5184.290056312573,669.220888190911,0.5299024880828742,0.571119563678775,1.0161186519152414,0.00017355382969719974,3.6591308345486557,0.187059572329123,0.1870595723299236,0.0002688220872012093,0.09121162578610009,5.195663999998942,1.0,0.748535867940958,0.740435674953235,0.3873974443221897,306.0004378920395,3838.633306999145,,,,,
69,4130.964249182658,0.440161636608442,402.82702607884045,5171.271103586256,679.528098172548,0.590604912764987,0.609553576841146,1.0107881276901836,0.0008008954931092785,3.725837364739057,0.187059572329123,0.1870595723294571,0.00024887381926225237,0.020836691144896495,5.22834419994615,1.0,0.748535867940958,0.740435674953235,0.440161636608442,301.5304775959998,3828.99360995005,,,,,
70,3929.3973794781255,0.3349227773835897,395.7466486549914,5168.105280751631,649.6318347662074,0.49269555756861866,0.5118852820924279,1.0007053686002956,0.0008868120106348687,3.6621256556490906,0.187059572329123,0.187059572329435,0.00023311881497093146,0.13391243198766623,5.276013900060207,1.0,0.7133738015291239,0.705625556640547,0.3349227773835897,282.3152911934218,3646.74716550732,0.07889426166282425,1.7418051309919047,1.7835939472409785,0.04529453970427586,0.044233308699474394
71,3919.4148139294443,0.28821575043592434,387.63815189506624,5162.221892140844,654.8470302058358,0.43860953010565407,0.4669821908461029,0.9410514103211981,0.0008753865286047352,3.5523041971284743,0.187059572329123,0.18705957232943016,0.00021963215056149344,0.28825073509969035,5.310804300010204,1.0,0.7133738015291239,0.705625556640547,0.28821575043592434,276.5309020351074,3642.595696143901,,,,,
72,3901.105589953426,0.36969671314024294,378.5085797971976,5145.388732863731,670.5001484479166,0.4949205093266704,0.5647312553751763,0.9334141391824697,0.0001597989795116203,3.254549854665297,0.187059572329123,0.1870595723297708,0.0002052259699826207,0.33627240851616974,5.345436400035396,1.0,0.7133738015291239,0.705625556640547,0.36969671314024294,270.0181044813166,3630.717788758969,,,,,
73,3889.7641161840056,0.287883402939505,368.16821303503843,5139.8856531122265,676.8094191405788,0.434051747064683,0.4900558458886101,0.8873603775173954,0.0005281021315890755,3.073727721166942,0.187059572329123,0.18705957232948134,0.0001966194428019883,0.06553938547898101,5.379155500093475,1.0,0.7133738015291239,0.705625556640547,0.287883402939505,262.6415577349897,3626.8346750460764,,,,,
