step,fixed_loss,fixed_loss_pde,fixed_loss_ic,fixed_loss_bc,fixed_residual_log_rms,fixed_residual_log_abs_mean,fixed_residual_log_abs_p95,fixed_residual_log_abs_max,rms_dlogN_dt,rms_advective,rms_mu,rms_dg_dw,log_N_eval_min,log_N_eval_max,N_eval_min,N_eval_max,g_eval_min,g_eval_max,mu_eval_min,mu_eval_max,dg_dw_min,dg_dw_max,flux_left_mean,recruitment_flux_mean,flux_mismatch_rms,flux_mismatch_abs_mean,flux_mismatch_abs_p95,flux_mismatch_rel_abs_mean,boundary_residual_rms,grad_norm_pde,grad_norm_ic,grad_norm_bc,grad_norm_max_min_ratio
750,1134.3744233009163,85.91016623671274,1021.396596540419,27.067660523784518,9.268773718066093,3.2852148740447813,25.84115779265393,50.45614214246525,7.267320905696961,2.3340116495559426,0.187059572329123,0.7124256853972252,-80.0029186002697,20.45888383033637,1.7995914276924456e-35,767680224.7159096,0.0,3.7293673644062535,0.187059572329123,0.187059572329123,-0.5187189075949576,1.0100309392419646,0.0,1.1826952925483487e-19,6.584968701870747e-19,1.1826952925483487e-19,2.2751291283166027e-30,1.0,5.202658985920999,112.5249452402014,9705.97059396618,521.1483810770901,86.2561681167436
800,762.4450709305298,103.49267838055691,592.1059743376537,66.84641821231921,10.173135130359613,3.462077768387567,28.995618641687653,55.40346508792657,8.093735090100898,2.4275980301915956,0.187059572329123,0.712425685397551,-80.42611774450663,21.065522559984355,1.1786391500452983e-35,1408121748.4087784,0.0,3.729367367019598,0.187059572329123,0.18705957232912426,-0.5187189075949576,1.0100309392419646,0.0,1.828638843332685e-12,1.0181430184394435e-11,1.828638843332685e-12,3.603700615244473e-30,0.7807047829800514,8.175965888646992,105.07420649494574,7922.299500858509,896.8429715563639,75.39718609475852
850,688.6990218402015,111.49403624901973,500.38853898508205,76.81644660609969,10.559073645401842,3.45146010334957,25.812884329681587,61.776497833937384,8.669544175392147,2.2244900210988354,0.187059572329123,0.7124256853974132,-80.45407130756638,20.85015287225745,1.1461482205412364e-35,1135288762.9954987,0.0,3.7293673661314632,0.187059572329123,0.18705957232912881,-0.5187189075949576,1.0100309392419646,0.0,4.7579334909759664e-11,2.649105253177142e-10,4.7579334909759664e-11,5.551752588450598e-30,0.7613891850022434,8.764499221638376,102.37891741583712,7997.9702580537205,1039.6924473837078,78.12126226699584
900,1891.4694314332214,93.8099747650835,1793.2896186477776,4.3698380203601666,9.685554953903441,3.1150398723627233,21.40240996302434,64.14571548756757,7.510829027861262,2.4765875542915623,0.187059572329123,0.7124256853972024,-80.35689550741967,20.380843019573167,1.2631173432072636e-35,710047920.6343087,0.0,3.7293673642580787,0.187059572329123,0.187059572329123,-0.5187189075949576,1.0100309392419646,0.0,3.6598340096256276e-27,2.037265280180783e-26,3.6598340096256276e-27,9.11428806125651e-31,0.8298110361899671,2.090415752992731,150.72819275499967,11708.584325632219,128.15911950975104,91.35974381238915
950,1558.97337957401,110.80251357620789,1437.3371965054557,10.833669492346473,10.52627728953631,3.2870810995439714,25.7072613380987,68.69667588697114,8.143124047958535,2.6891424619638533,0.187059572329123,0.712425685397421,-80.39999347794453,20.820586522929403,1.2098359559795043e-35,1102213781.461487,0.0,3.7293673659190536,0.187059572329123,0.187059572329123,-0.5187189075949576,1.0100309392419646,0.0,2.9345168718804537e-24,1.6338694203601726e-23,2.9345168718804537e-24,8.835271465406302e-31,0.7969775165467037,3.2914540088457067,138.59080100281238,11172.168449137604,333.3978158390157,80.61262629480646
1000,1024.5480217423462,100.09510715074705,891.7220659716398,32.730848619959275,10.004754227403442,3.3447594323294445,25.79787215904155,61.82382670542574,7.845782817418292,2.4738302992462797,0.187059572329123,0.7124256853973181,-80.05330522853723,20.52542407760197,1.7111626063563529e-35,820499679.2728065,0.0,3.7293673649325285,0.187059572329123,0.187059572329123,-0.5187189075949576,1.0100309392419646,0.0,2.084358751407814e-18,1.1605218375434469e-17,2.084358751407814e-18,3.514822662324666e-30,1.0,5.721088062594324,108.9190032350701,8036.9173870479335,612.353527039959,73.78801814503001
1050,1175.3096146311182,104.80987668986504,1046.3830394526965,24.1166984885568,10.2376694950494,3.361797910036054,25.732746427363853,65.4192437024653,7.801645133462184,2.7561463115985636,0.187059572329123,0.7124256853974507,-80.08462485184648,20.697924822895402,1.6584002003441543e-35,974977374.347476,0.0,3.7293673655023607,0.187059572329123,0.18705957232912301,-0.5187189075949576,1.0100309392419646,0.0,2.369696154083275e-20,1.3193909796832721e-19,2.369696154083275e-20,1.8730858773041873e-30,1.0,4.910875531771987,112.45410683596877,8087.513532643437,499.23638232791404,71.91834749477218
1100,1171.408750918415,114.474263764519,1028.6424289009403,28.292058252955783,10.699264636624285,3.4060259830891533,26.983521861765478,68.80990835805092,8.159245786701348,2.863390754420757,0.187059572329123,0.7124256853975534,-80.29915858223546,20.836730589883018,1.3381922989348227e-35,1120152406.1136904,0.0,3.7293673660700777,0.187059572329123,0.18705957232912312,-0.5187189075949576,1.0100309392419646,0.0,2.3398103237525132e-19,1.3027512536323158e-18,2.3398103237525132e-19,1.1868150817513252e-30,0.8763091978600317,5.31902794248684,118.75863980566741,8476.312371143395,595.3724801781508,71.37427967357779
1150,1731.2425980515347,116.23578672102313,1609.2342025433225,5.772608787189262,10.781270181245953,3.2884328590311216,24.34969502426492,75.68032568794354,8.010495414692903,3.0727718133157276,0.187059572329123,0.7124256853974588,-80.2457187038438,20.66767914854943,1.411650448844103e-35,945930018.9590561,0.0,3.7293673654007957,0.187059572329123,0.187059572329123,-0.5187189075949576,1.0100309392419646,0.0,2.0811572860564273e-26,1.158689827464951e-25,2.0811572860564273e-26,9.826380781316684e-31,0.9203636566857907,2.4026253946858347,128.8893083099937,9910.362721756355,174.07142305887479,76.89049504339636
1200,1610.7795200388066,126.67064907168589,1475.0748014914498,9.034069475670996,11.254805599017955,3.356192308285016,22.407163458323527,80.2691443505985,8.347155790491803,3.2190225752066866,0.187059572329123,0.7124256853975431,-80.27340371590901,20.754992663407457,1.3731049178172858e-35,1032235487.3658347,0.0,3.7293673657122333,0.187059572329123,0.18705957232912301,-0.5187189075949576,1.0100309392419646,0.0,5.9770886367042e-25,3.32789728895576e-24,5.9770886367042e-25,9.701921200859584e-31,0.897132398411234,3.0056728823461474,143.35148117870298,9528.169645206459,295.8931212731821,66.46718657429548
1250,1417.4736740858714,128.93804638893437,1272.5347119428016,16.000915754135537,11.355089008410914,3.3944660459913387,22.886166240994676,81.03978014382267,8.494805454504183,3.176339117403499,0.187059572329123,0.7124256853975093,-80.30331555648975,20.655013123721744,1.3326410142686333e-35,934024403.4305373,0.0,3.729367365396681,0.187059572329123,0.18705957232912326,-0.5187189075949576,1.0100309392419646,0.0,1.5168736713618223e-22,8.445595123213154e-22,1.5168736713618223e-22,1.0102417763838478e-30,0.8739316179456774,4.000114467629087,140.99878092044756,8902.41751244688,458.3117645327311,63.138258744731154
1300,1826.3011591232182,125.19031146197014,1697.046391728952,4.064455932296206,11.188847637803017,3.276061656090655,22.55781388125285,84.1240187082481,8.300941425372155,3.177259037353941,0.187059572329123,0.7124256853973953,-80.41087917718578,20.453210897755934,1.1967374680769994e-35,763337556.037446,0.0,3.7293673647882626,0.187059572329123,0.187059572329123,-0.5187189075949576,1.0100309392419646,0.0,2.4192539755038763e-27,1.346562521477432e-26,2.4192539755038763e-27,8.265091157629115e-31,0.7885538327579583,2.016049585773179,130.73731553631728,9944.706098011302,120.65334932867057,82.42378809494156
1350,1803.2235593723885,103.92484346001352,1691.074341048657,8.224374863717816,10.194353508683792,3.1439936745283816,20.476137664309704,77.94753090893748,7.608450900138464,2.8847352607840895,0.187059572329123,0.712425685397209,-80.05925719335781,20.06729743114273,1.7010080764013053e-35,518939275.369286,0.0,3.729367363824893,0.187059572329123,0.187059572329123,-0.5187189075949576,1.0100309392419646,0.0,2.7235881317807096e-25,1.5164235732854862e-24,2.7235881317807096e-25,1.3618638621657944e-30,1.0,2.867817090352489,109.7440353507951,8696.54258843274,119.10963496176748,79.24387471842435
1400,1669.5574918132006,140.0491142194923,1520.9841124237955,8.524265169912704,11.834234838784141,3.391162074346692,20.34179696796985,86.6240208725874,8.760241774114114,3.3855709089028725,0.187059572329123,0.7124256853976506,-80.71775027273574,20.908986657903036,8.80494129815644e-36,1204086057.8556902,0.0,3.729367366292175,0.187059572329123,0.18705957232912312,-0.5187189075949576,1.0100309392419646,0.0,3.7021929199193047e-25,2.0612906965723967e-24,3.7021929199193047e-25,6.01914506951105e-31,0.5861271422697333,2.9196344240183056,153.9158186205222,9744.788003899881,292.9501765536714,63.31245281503879
1450,2288.687020273253,120.00202160081,2167.911513864875,0.7734848075679641,10.954543422745195,3.150975018934038,19.687096000868877,85.84749615746128,8.070220223123505,3.170691277808263,0.187059572329123,0.7124256853972937,-80.6069635951494,20.288448186778403,9.83649799239088e-36,647382706.4432328,0.0,3.729367364325741,0.187059572329123,0.187059572329123,-0.5187189075949576,1.0100309392419646,0.0,4.9386419896757716e-30,2.4048856059820647e-29,4.9386419896757716e-30,6.574693955282629e-31,0.6530855804923104,0.8794798505753069,136.19039345578193,10163.060446205676,45.34097391636748,224.14737859296287
1500,1523.852148747708,141.68197550839434,1369.2205624274836,12.94961081183015,11.903023796850713,3.4083312067136844,21.032822243117298,87.17509182129938,8.89241163255305,3.3250570475932077,0.187059572329123,0.7124256853974982,-80.55626629331941,20.609773803141078,1.0348039220468413e-35,892711307.894919,0.0,3.729367365236839,0.187059572329123,0.18705957232912346,-0.5187189075949576,1.0100309392419646,0.0,1.6222812129564908e-23,9.032479159499687e-23,1.6222812129564908e-23,7.211350994148858e-31,0.686898062130919,3.5985567679043426,146.44189096513153,9475.596101551882,389.44164718062746,64.70550222414202
1550,1562.1387020236768,150.21294449634394,1399.1732146112988,12.752542916034104,12.256139053402745,3.4114907115466346,18.708892196780276,92.40420431182527,9.198831740757958,3.3620700410449587,0.187059572329123,0.7124256853974662,-80.65353929665969,20.536429655969414,9.388861605747374e-36,829579626.178297,0.0,3.7293673650164516,0.187059572329123,0.18705957232912387,-0.5187189075949576,1.0100309392419646,0.0,1.392074397898737e-23,7.75074189056258e-23,1.392074397898737e-23,6.5119307414178415e-31,0.6293847461245105,3.571070275986473,152.5053832688055,9739.181690630236,422.7088024805659,63.86123218656475
1600,1337.3182133381526,154.857294295565,1155.8732461676057,26.587672874982072,12.444167079220891,3.4566838724679685,19.57647171334167,94.05452775045582,9.424682132203621,3.332729407940163,0.18705957232912301,0.7124256853974371,-80.61767741096264,20.453620189682535,9.731674099284528e-36,763650047.8822361,0.0,3.7293673647718695,0.187059572329123,0.18705957232914142,-0.5187189075949576,1.0100309392419646,0.0,9.48163286630149e-20,5.279149757408192e-19,9.48163286630149e-20,7.128346687115726e-31,0.6597698833911453,5.15632358129143,154.82708935842592,8859.288139402102,721.9596815301217,57.2205301805602
1650,4687.105919531757,62.029042039847,4624.973109210497,0.10376828141321447,7.875851829475145,2.2219546757921593,2.4702203586877074,77.13005435415324,5.679022942933756,2.4704152187103094,0.187059572329123,0.7124256853969315,-79.85884202151749,17.82341288740739,2.0784787028909583e-35,55031311.8412168,0.0,3.7293673618314314,0.187059572329123,0.187059572329123,-0.5187189075949576,1.0100309392419646,0.0,1.3800547116473752e-30,1.3800598315319915e-30,1.3800547116473752e-30,1.3803455848400415e-30,1.0,0.32213084517508483,133.77435237084558,8570.516362809778,5.196243291366178,1649.3677994350505
1700,2393.3336804225764,89.12907006391343,2299.7062513369365,4.4983590217267935,9.440819353420201,2.938438093948938,17.718456516147842,79.72856812133334,6.641186851775777,3.119981014954492,0.187059572329123,0.7124256853970927,-80.07750793005894,19.64181844653374,1.6702450041380743e-35,339104353.88133353,0.0,3.72936736295818,0.187059572329123,0.187059572329123,-0.5187189075949576,1.0100309392419646,0.0,4.276874504597021e-27,2.3806729255553893e-26,4.276874504597021e-27,1.2929363634078074e-30,1.0,2.120933526003772,97.87592793022179,7653.715916886939,86.47748702009578,88.50529982570326
1750,1880.2444778665233,110.00804511043074,1763.138186848498,7.098245907594739,10.488472010280178,3.228838335022182,22.07950075713288,81.58116388803364,7.39618459132356,3.4419375550829914,0.187059572329123,0.7124256853974209,-80.2953237253426,20.744868797378484,1.3433339272997417e-35,1021837993.8027419,0.0,3.7293673648721595,0.187059572329123,0.187059572329123,-0.5187189075949576,1.0100309392419646,0.0,8.929043770120646e-26,4.971433893084786e-25,8.929043770120646e-26,9.91073954909408e-31,0.8781391698128808,2.664253348988181,119.76607453754754,7530.974902834528,117.52487270883566,64.07983883966666
1800,1480.4905720285785,126.42471469675598,1342.660613129193,11.405244202629547,11.243874541133764,3.419096662587136,23.882579232584582,84.27896717239807,7.992491701217209,3.601147771647949,0.187059572329123,0.7124256853977097,-80.24620336144507,21.2312112479683,1.4109664474903615e-35,1661873218.482159,0.0,3.7293673664591083,0.187059572329123,0.18705957232912312,-0.5187189075949576,1.0100309392419646,0.0,4.7228422657410064e-24,2.6295667874854823e-23,4.7228422657410064e-24,1.089742991743704e-30,0.9191837869808434,3.3771651133205713,112.8382837188369,6990.909122441954,146.08093322878622,61.95511746581902
1850,1327.7897267841122,142.96041993219262,1162.491935398046,22.337371453873505,11.95660570279846,3.524532035552055,23.898171230771112,90.28873481062453,8.464147709168708,3.8198598963244135,0.18705957232912301,0.7124256853976892,-80.34817724137123,21.07624562887239,1.2741776796774682e-35,1423302380.9431155,0.0,3.7293673659975495,0.187059572329123,0.18705957232915085,-0.5187189075949576,1.0100309392419646,0.0,8.643170020572823e-21,4.812313401791227e-20,8.643170020572823e-21,1.0136901600257557e-30,0.8368024989480894,4.726242847534763,118.45750674337272,6771.732563715851,485.09644825620006,57.165921771308135
1900,2057.1399878244656,123.00551412913656,1931.8659174099273,2.2685562854017727,11.090785099763522,3.261244392237962,21.22934218262757,86.47960005846376,7.731836639501335,3.698855980072165,0.187059572329123,0.7124256853971778,-80.10942467530131,19.730675703142868,1.617777962298231e-35,370615503.0141638,0.0,3.729367363137179,0.187059572329123,0.187059572329123,-0.5187189075949576,1.0100309392419646,0.0,1.4161735023531201e-28,7.827899139564508e-28,1.4161735023531201e-28,1.1040794048253971e-30,1.0,1.5061727276118675,134.51477801349884,7672.930082040794,64.2639008838347,119.39720397475726
1950,1541.7288878376874,137.63175592852622,1394.5306627457257,9.566469163435313,11.731656146023298,3.4557328399965224,23.658284694470208,89.7241640988772,8.244838304894415,3.8165513568447405,0.187059572329123,0.7124256853974091,-80.36010704634118,20.463282343741167,1.2590672996144297e-35,771064313.4988854,0.0,3.7293673642905967,0.187059572329123,0.1870595723291239,-0.5187189075949576,1.0100309392419646,0.0,9.718017183880531e-25,5.410758531573001e-24,9.718017183880531e-25,9.31281544833567e-31,0.829171403401901,3.092970928320425,119.22220741725752,7103.912069289933,200.08778226910454,59.585476759606074
2000,1666.3121559553972,149.20912617056922,1509.716463901669,7.386565883158959,12.215118753846367,3.4602850993115593,21.11485526977548,96.04411224204377,8.589405635732948,3.947726544288495,0.187059572329123,0.7124256853973823,-80.56413967256752,20.3407813051218,1.0266885081098758e-35,682164442.7340889,0.0,3.729367364079203,0.187059572329123,0.1870595723291244,-0.5187189075949576,1.0100309392419646,0.0,1.2035733251610544e-25,6.701176435020339e-25,1.2035733251610544e-25,7.187234379585628e-31,0.6830195751610978,2.71782374026701,129.10857168210833,7474.202337106081,204.5484990398412,57.89082970810872
