t_eval,flux_left,recruitment_flux,flux_mismatch
0.0,0.0,46954884761.526436,-46954884761.526436
0.6666666666666666,0.0,47008191189.320595,-47008191189.320595
1.3333333333333333,0.0,47061839454.36164,-47061839454.36164
2.0,0.0,47115818626.812675,-47115818626.812675
2.6666666666666665,0.0,47170117750.94465,-47170117750.94465
3.333333333333333,0.0,47224725854.59916,-47224725854.59916
4.0,0.0,47279631958.558586,-47279631958.558586
4.666666666666666,0.0,47334825085.802795,-47334825085.802795
5.333333333333333,0.0,47390294270.63347,-47390294270.63347
6.0,0.0,47446028567.646355,-47446028567.646355
6.666666666666666,0.0,47502017060.531975,-47502017060.531975
7.333333333333333,0.0,47558248870.687874,-47558248870.687874
8.0,0.0,47614713165.62401,-47614713165.62401
8.666666666666666,0.0,47671399167.146095,-47671399167.146095
9.333333333333332,0.0,47728296159.29937,-47728296159.29937
10.0,0.0,47785393496.06068,-47785393496.06068
10.666666666666666,0.0,47842680608.76363,-47842680608.76363
11.333333333333332,0.0,47900147013.24584,-47900147013.24584
12.0,0.0,47957782316.70644,-47957782316.70644
12.666666666666666,0.0,48015576224.264915,-48015576224.264915
13.333333333333332,0.0,48073518545.21218,-48073518545.21218
14.0,0.0,48131599198.94763,-48131599198.94763
14.666666666666666,0.0,48189808220.595955,-48189808220.595955
15.333333333333332,0.0,48248135766.29982,-48248135766.29982
16.0,0.0,48306572118.18558,-48306572118.18558
16.666666666666664,0.0,48365107689.00024,-48365107689.00024
17.333333333333332,0.0,48423733026.42013,-48423733026.42013
18.0,0.0,48482438817.03224,-48482438817.03224
18.666666666666664,0.0,48541215889.99049,-48541215889.99049
19.333333333333332,0.0,48600055220.35148,-48600055220.35148
20.0,0.0,48658947932.09405,-48658947932.09405
20.666666666666668,0.0,48717885300.82918,-48717885300.82918
21.333333333333336,0.0,48776858756.20751,-48776858756.20751
22.0,0.0,48835859884.03229,-48835859884.03229
22.666666666666668,0.0,48894880428.08741,-48894880428.08741
23.333333333333336,0.0,48953912291.69004,-48953912291.69004
24.0,0.0,49012947538.978745,-49012947538.978745
24.666666666666668,0.0,49071978395.9485,-49071978395.9485
25.333333333333336,0.0,49130997251.24423,-49130997251.24423
26.0,0.0,49189996656.72536,-49189996656.72536
26.666666666666668,0.0,49248969327.81397,-49248969327.81397
27.333333333333336,0.0,49307908143.63942,-49307908143.63942
28.0,0.0,49366806146.99272,-49366806146.99272
28.666666666666668,0.0,49425656544.10355,-49425656544.10355
29.333333333333336,0.0,49484452704.25292,-49484452704.25292
30.0,0.0,49543188159.235344,-49543188159.235344
30.666666666666668,0.0,49601856602.681816,-49601856602.681816
31.333333333333336,0.0,49660451889.25804,-49660451889.25804
32.0,0.0,49718968033.74827,-49718968033.74827
32.666666666666664,0.0,49777399210.03833,-49777399210.03833
33.333333333333336,0.0,49835739750.007835,-49835739750.007835
34.0,0.0,49893984142.34318,-49893984142.34318
34.666666666666664,0.0,49952127031.28205,-49952127031.28205
35.333333333333336,0.0,50010163215.29806,-50010163215.29806
36.0,0.0,50068087645.73577,-50068087645.73577
36.666666666666664,0.0,50125895425.40446,-50125895425.40446
37.333333333333336,0.0,50183581807.1377,-50183581807.1377
38.0,0.0,50241142192.32724,-50241142192.32724
38.666666666666664,0.0,50298572129.43678,-50298572129.43678
39.333333333333336,0.0,50355867312.501884,-50355867312.501884
40.0,0.0,50413023579.62136,-50413023579.62136
