"time","species","w","N"
2,"Sprat",7.58,872134.898896196
3,"Sprat",7.58,2835034.37039023
4,"Sprat",7.58,6555787.56967266
5,"Sprat",7.58,11286183.3234096
6,"Sprat",7.58,15417552.2461756
7,"Sprat",7.58,17962008.8262262
8,"Sprat",7.58,19097777.6837125
9,"Sprat",7.58,19477037.503551
10,"Sprat",7.58,19601675.9635914
11,"Sprat",7.58,19913009.2660697
12,"Sprat",7.58,21870044.8840479
13,"Sprat",7.58,31286239.1071903
14,"Sprat",7.58,65792715.8950414
15,"Sprat",7.58,164693470.63474
16,"Sprat",7.58,390474199.981201
17,"Sprat",7.58,808310718.753022
18,"Sprat",7.58,1448510560.27819
19,"Sprat",7.58,2281825024.25717
20,"Sprat",7.58,3231000621.69888
21,"Sprat",7.58,4207086137.06523
22,"Sprat",7.58,5141043832.68956
23,"Sprat",7.58,5996189678.80109
24,"Sprat",7.58,6770310883.79735
25,"Sprat",7.58,7505402585.58955
26,"Sprat",7.58,8305215326.92428
27,"Sprat",7.58,9315985483.81662
28,"Sprat",7.58,10619418894.7663
29,"Sprat",7.58,12090680015.9619
30,"Sprat",7.58,13362653031.2839
31,"Sprat",7.58,13955122426.9235
32,"Sprat",7.58,13496004326.3209
33,"Sprat",7.58,11923702122.5372
34,"Sprat",7.58,9559790637.74287
35,"Sprat",7.58,6971349075.32135
36,"Sprat",7.58,4686116525.46054
37,"Sprat",7.58,2973395528.27415
38,"Sprat",7.58,1833707702.45066
39,"Sprat",7.58,1128853779.93779
40,"Sprat",7.58,705982068.188073
0,"Sprat",8.42,27973.4937236133
1,"Sprat",8.42,120507.513682631
2,"Sprat",8.42,570011.272112714
3,"Sprat",8.42,1978715.63060611
4,"Sprat",8.42,4887999.24842662
5,"Sprat",8.42,8929232.70379724
6,"Sprat",8.42,12793920.4821436
7,"Sprat",8.42,15404075.7916867
8,"Sprat",8.42,16682743.8759695
9,"Sprat",8.42,17150230.9731481
10,"Sprat",8.42,17295665.917591
11,"Sprat",8.42,17491946.5669143
12,"Sprat",8.42,18693166.1851162
13,"Sprat",8.42,24774197.1826839
14,"Sprat",8.42,48153960.8893857
15,"Sprat",8.42,118288121.331163
16,"Sprat",8.42,285565291.986395
17,"Sprat",8.42,608256818.423205
18,"Sprat",8.42,1121918594.02322
19,"Sprat",8.42,1813402531.38147
20,"Sprat",8.42,2623487979.88008
21,"Sprat",8.42,3475089668.34497
22,"Sprat",8.42,4302928775.85105
23,"Sprat",8.42,5067967140.97091
24,"Sprat",8.42,5760010355.575
25,"Sprat",8.42,6403271968.18901
26,"Sprat",8.42,7070933523.1078
27,"Sprat",8.42,7881504939.85159
28,"Sprat",8.42,8930645777.94208
29,"Sprat",8.42,10174465768.6893
30,"Sprat",8.42,11366161054.5517
31,"Sprat",8.42,12118161976.3914
32,"Sprat",8.42,12061426610.0967
33,"Sprat",8.42,11027868389.5617
34,"Sprat",8.42,9169609022.8558
35,"Sprat",8.42,6919699822.75818
36,"Sprat",8.42,4779920242.72808
37,"Sprat",8.42,3083312912.96787
38,"Sprat",8.42,1910272664.07927
39,"Sprat",8.42,1170178088.11617
40,"Sprat",8.42,724432949.858559
0,"Sprat",9.35,20589.3950412007
1,"Sprat",9.35,75958.2540112626
2,"Sprat",9.35,368110.259873961
3,"Sprat",9.35,1362960.91433491
4,"Sprat",9.35,3602464.10506321
5,"Sprat",9.35,7003369.79248041
6,"Sprat",9.35,10567370.0459527
7,"Sprat",9.35,13209654.4778525
8,"Sprat",9.35,14632084.7425299
9,"Sprat",9.35,15203265.2973229
10,"Sprat",9.35,15386313.0539606
11,"Sprat",9.35,15523106.3294263
12,"Sprat",9.35,16253414.196911
13,"Sprat",9.35,20136512.3051685
14,"Sprat",9.35,35824267.4318812
15,"Sprat",9.35,85144472.2959861
16,"Sprat",9.35,208207062.03439
17,"Sprat",9.35,456030714.666136
18,"Sprat",9.35,866547296.110413
19,"Sprat",9.35,1439127956.1268
20,"Sprat",9.35,2130354778.1235
21,"Sprat",9.35,2874562256.82646
22,"Sprat",9.35,3610788847.52896
23,"Sprat",9.35,4298694753.15048
24,"Sprat",9.35,4922348877.82081
25,"Sprat",9.35,5493199059.93743
26,"Sprat",9.35,6060935574.92438
27,"Sprat",9.35,6717795898.59402
28,"Sprat",9.35,7558789553.05456
29,"Sprat",9.35,8592310988.29966
30,"Sprat",9.35,9667628046.98841
31,"Sprat",9.35,10489788489.605
32,"Sprat",9.35,10723124990.2542
33,"Sprat",9.35,10139680000.3471
34,"Sprat",9.35,8753883128.71006
35,"Sprat",9.35,6857571020.6134
36,"Sprat",9.35,4892029161.54924
37,"Sprat",9.35,3226937521.48405
38,"Sprat",9.35,2019187346.57878
39,"Sprat",9.35,1234983477.57405
40,"Sprat",9.35,757695505.582909
0,"Sprat",10.4,16275.4722258942
1,"Sprat",10.4,48952.1777615586
2,"Sprat",10.4,237053.534999505
3,"Sprat",10.4,934531.935134336
4,"Sprat",10.4,2649602.4571563
5,"Sprat",10.4,5503980.74124274
6,"Sprat",10.4,8791367.85172253
7,"Sprat",10.4,11475732.3965446
8,"Sprat",10.4,13069932.6679836
9,"Sprat",10.4,13776618.4025537
10,"Sprat",10.4,14020224.9363729
11,"Sprat",10.4,14136608.7461431
12,"Sprat",10.4,14582569.2723079
13,"Sprat",10.4,17052102.799854
14,"Sprat",10.4,27561376.1163102
15,"Sprat",10.4,62269694.3316728
16,"Sprat",10.4,153078304.476646
17,"Sprat",10.4,344444185.972954
18,"Sprat",10.4,675183736.370375
19,"Sprat",10.4,1154463790.70215
20,"Sprat",10.4,1752345812.06119
21,"Sprat",10.4,2413352602.84152
22,"Sprat",10.4,3080401655.71239
23,"Sprat",10.4,3711921080.47319
24,"Sprat",10.4,4287328586.86084
25,"Sprat",10.4,4808740353.71685
26,"Sprat",10.4,5308407577.70649
27,"Sprat",10.4,5856203882.63211
28,"Sprat",10.4,6539232688.42101
29,"Sprat",10.4,7397192248.83873
30,"Sprat",10.4,8351743268.02975
31,"Sprat",10.4,9190845602.07158
32,"Sprat",10.4,9626798421.83579
33,"Sprat",10.4,9406808811.2886
34,"Sprat",10.4,8441542566.99934
35,"Sprat",10.4,6887858233.5088
36,"Sprat",10.4,5102718625.58339
37,"Sprat",10.4,3466193709.72114
38,"Sprat",10.4,2205776422.38474
39,"Sprat",10.4,1353890010.85003
40,"Sprat",10.4,825075986.328439
0,"Sprat",11.5,14274.8575775736
1,"Sprat",11.5,33393.8162939797
2,"Sprat",11.5,154740.846930631
3,"Sprat",11.5,647661.704819546
4,"Sprat",11.5,1979941.71724914
5,"Sprat",11.5,4427256.33965232
6,"Sprat",11.5,7550149.98323875
7,"Sprat",11.5,10385055.96161
8,"Sprat",11.5,12262203.1246451
9,"Sprat",11.5,13192164.2456712
10,"Sprat",11.5,13547430.238929
11,"Sprat",11.5,13681903.2127062
12,"Sprat",11.5,13966067.5739451
13,"Sprat",11.5,15550155.8529908
14,"Sprat",11.5,22679832.7989702
15,"Sprat",11.5,47535403.6876392
16,"Sprat",11.5,116049838.333263
17,"Sprat",11.5,267888763.619654
18,"Sprat",11.5,543103705.803335
19,"Sprat",11.5,959638990.521664
20,"Sprat",11.5,1499345135.84433
21,"Sprat",11.5,2115016750.46164
22,"Sprat",11.5,2751458229.08273
23,"Sprat",11.5,3364129061.8284
24,"Sprat",11.5,3927083384.59359
25,"Sprat",11.5,4434622999.35728
26,"Sprat",11.5,4906006753.17974
27,"Sprat",11.5,5393538410.44629
28,"Sprat",11.5,5974796731.20281
29,"Sprat",11.5,6708272160.56736
30,"Sprat",11.5,7569473515.90487
31,"Sprat",11.5,8416064892.2674
32,"Sprat",11.5,9010434789.74788
33,"Sprat",11.5,9094569081.64291
34,"Sprat",11.5,8500802544.24809
35,"Sprat",11.5,7260224174.07565
36,"Sprat",11.5,5629336879.07029
37,"Sprat",11.5,3977384347.264
38,"Sprat",11.5,2601162621.20559
39,"Sprat",11.5,1615898349.35754
40,"Sprat",11.5,982681827.573285
0,"Sprat",12.8,14494.4558363745
1,"Sprat",12.8,25319.7920072534
2,"Sprat",12.8,103066.276606934
3,"Sprat",12.8,453645.74159233
4,"Sprat",12.8,1509426.42813722
5,"Sprat",12.8,3683535.40568769
6,"Sprat",12.8,6813226.5709096
7,"Sprat",12.8,10038387.7863851
8,"Sprat",12.8,12477821.1921705
9,"Sprat",12.8,13867017.6619004
10,"Sprat",12.8,14478685.9570762
11,"Sprat",12.8,14706627.5708346
12,"Sprat",12.8,14919407.7020059
13,"Sprat",12.8,15943684.1668744
14,"Sprat",12.8,20832508.7721692
15,"Sprat",12.8,38992586.4297577
16,"Sprat",12.8,92239893.700691
17,"Sprat",12.8,217573072.989704
18,"Sprat",12.8,458288268.940701
19,"Sprat",12.8,842824724.989048
20,"Sprat",12.8,1365746717.31312
21,"Sprat",12.8,1987299638.33039
22,"Sprat",12.8,2651221779.02093
23,"Sprat",12.8,3305826338.194
24,"Sprat",12.8,3916107302.45501
25,"Sprat",12.8,4467014013.22828
26,"Sprat",12.8,4966325688.72684
27,"Sprat",12.8,5451935577.01074
28,"Sprat",12.8,5992301141.21729
29,"Sprat",12.8,6658855418.86009
30,"Sprat",12.8,7471209364.24809
31,"Sprat",12.8,8349726139.79251
32,"Sprat",12.8,9108522296.7636
33,"Sprat",12.8,9496168205.64095
34,"Sprat",12.8,9280644734.87703
35,"Sprat",12.8,8364902380.13369
36,"Sprat",12.8,6876077575.54425
37,"Sprat",12.8,5139364016.18569
38,"Sprat",12.8,3520126661.7491
39,"Sprat",12.8,2252093393.20748
40,"Sprat",12.8,1383118108.25144
0,"Sprat",14.2,16811.2627225826
1,"Sprat",14.2,21955.7184066042
2,"Sprat",14.2,66851.9971330376
3,"Sprat",14.2,296440.286176378
4,"Sprat",14.2,1082100.39387582
5,"Sprat",14.2,2937018.15897661
6,"Sprat",14.2,6030574.27455251
7,"Sprat",14.2,9766037.4134345
8,"Sprat",14.2,13117998.5160955
9,"Sprat",14.2,15414002.6454811
10,"Sprat",14.2,16647693.5968378
11,"Sprat",14.2,17188549.9018839
12,"Sprat",14.2,17460276.0481478
13,"Sprat",14.2,18107521.16458
14,"Sprat",14.2,21225496.9435294
15,"Sprat",14.2,33703403.7311979
16,"Sprat",14.2,73182508.811562
17,"Sprat",14.2,173389610.806127
18,"Sprat",14.2,380643541.307947
19,"Sprat",14.2,736096410.832484
20,"Sprat",14.2,1252341145.41964
21,"Sprat",14.2,1902823329.09775
22,"Sprat",14.2,2632556163.65911
23,"Sprat",14.2,3380254380.29241
24,"Sprat",14.2,4096449384.53342
25,"Sprat",14.2,4751437603.24789
26,"Sprat",14.2,5338196633.70025
27,"Sprat",14.2,5877820029.28806
28,"Sprat",14.2,6424553712.04994
29,"Sprat",14.2,7053647720.41968
30,"Sprat",14.2,7821519801.12533
31,"Sprat",14.2,8715229515.39042
32,"Sprat",14.2,9621240073.35205
33,"Sprat",14.2,10329721693.455
34,"Sprat",14.2,10580099796.5966
35,"Sprat",14.2,10153782942.5092
36,"Sprat",14.2,8995756256.46262
37,"Sprat",14.2,7289362463.34359
38,"Sprat",14.2,5396880471.69815
39,"Sprat",14.2,3683320425.11188
40,"Sprat",14.2,2359986408.50863
0,"Sprat",15.8,19806.8440494669
1,"Sprat",15.8,21122.0452841433
2,"Sprat",15.8,40595.2710370125
3,"Sprat",15.8,157192.171611648
4,"Sprat",15.8,618336.744935167
5,"Sprat",15.8,1888675.23542799
6,"Sprat",15.8,4393923.19132124
7,"Sprat",15.8,8025951.14937676
8,"Sprat",15.8,12006381.0032127
9,"Sprat",15.8,15401023.5175719
10,"Sprat",15.8,17721691.9897289
11,"Sprat",15.8,19034029.6947619
12,"Sprat",15.8,19694965.0908967
13,"Sprat",15.8,20224155.2332446
14,"Sprat",15.8,21869882.5000854
15,"Sprat",15.8,28729090.0768508
16,"Sprat",15.8,52385188.1520116
17,"Sprat",15.8,118071442.843672
18,"Sprat",15.8,266729521.408865
19,"Sprat",15.8,545319632.203674
20,"Sprat",15.8,985823300.143659
21,"Sprat",15.8,1586369870.28549
22,"Sprat",15.8,2309029430.12819
23,"Sprat",15.8,3094835712.30887
24,"Sprat",15.8,3883990296.38278
25,"Sprat",15.8,4630052857.56324
26,"Sprat",15.8,5306494686.35947
27,"Sprat",15.8,5911207037.37799
28,"Sprat",15.8,6472106805.22715
29,"Sprat",15.8,7046409365.56255
30,"Sprat",15.8,7701624023.76245
31,"Sprat",15.8,8479071280.83265
32,"Sprat",15.8,9356295384.32999
33,"Sprat",15.8,10224309611.2346
34,"Sprat",15.8,10888655409.4871
35,"Sprat",15.8,11106436512.1821
36,"Sprat",15.8,10672051753.8298
37,"Sprat",15.8,9531558008.54778
38,"Sprat",15.8,7850118433.38386
39,"Sprat",15.8,5957595661.87752
40,"Sprat",15.8,4195290964.1691
0,"Sprat",17.6,21193.3847755001
1,"Sprat",17.6,20750.4126558165
2,"Sprat",17.6,26129.6374968893
3,"Sprat",17.6,67496.022101418
4,"Sprat",17.6,259271.177649862
5,"Sprat",17.6,879513.568404417
6,"Sprat",17.6,2333140.06116834
7,"Sprat",17.6,4874613.6584125
8,"Sprat",17.6,8287937.19577806
9,"Sprat",17.6,11917252.2456494
10,"Sprat",17.6,15067043.5143951
11,"Sprat",17.6,17367167.9619012
12,"Sprat",17.6,18829968.9823315
13,"Sprat",17.6,19731910.1457701
14,"Sprat",17.6,20701094.9109809
15,"Sprat",17.6,23594411.3821695
16,"Sprat",17.6,33996868.0857744
17,"Sprat",17.6,65675323.515693
18,"Sprat",17.6,144825065.834706
19,"Sprat",17.6,308695712.582217
20,"Sprat",17.6,594455556.724923
21,"Sprat",17.6,1022341541.88019
22,"Sprat",17.6,1584199233.262
23,"Sprat",17.6,2245143589.14398
24,"Sprat",17.6,2955799848.29006
25,"Sprat",17.6,3666567063.37769
26,"Sprat",17.6,4337845077.17495
27,"Sprat",17.6,4946301857.34486
28,"Sprat",17.6,5490105617.54732
29,"Sprat",17.6,5992572490.02016
30,"Sprat",17.6,6498392571.19925
31,"Sprat",17.6,7058041205.3689
32,"Sprat",17.6,7703879758.2254
33,"Sprat",17.6,8425755791.31991
34,"Sprat",17.6,9152038031.24178
35,"Sprat",17.6,9742991209.12619
36,"Sprat",17.6,10010816859.3225
37,"Sprat",17.6,9780291065.40165
38,"Sprat",17.6,8976483627.25325
39,"Sprat",17.6,7684902523.28105
40,"Sprat",17.6,6129060905.39839
0,"Sprat",19.5,19804.8377663764
1,"Sprat",19.5,19232.5571630948
2,"Sprat",19.5,19847.7062633601
3,"Sprat",19.5,29956.2521092062
4,"Sprat",19.5,86848.3418751401
5,"Sprat",19.5,303414.457823885
6,"Sprat",19.5,904212.780875447
7,"Sprat",19.5,2161647.91352979
8,"Sprat",19.5,4208299.44777381
9,"Sprat",19.5,6878191.00542235
10,"Sprat",19.5,9754362.17463936
11,"Sprat",19.5,12388196.4416684
12,"Sprat",19.5,14496513.3737123
13,"Sprat",19.5,16024075.4026552
14,"Sprat",19.5,17153731.2849615
15,"Sprat",19.5,18532333.1804851
16,"Sprat",19.5,22182422.4463816
17,"Sprat",19.5,33619319.528688
18,"Sprat",19.5,64941552.3216906
19,"Sprat",19.5,136779262.236601
20,"Sprat",19.5,275697304.934947
21,"Sprat",19.5,505875755.984949
22,"Sprat",19.5,838891575.474518
23,"Sprat",19.5,1267859190.41054
24,"Sprat",19.5,1769055519.96042
25,"Sprat",19.5,2308973703.43567
26,"Sprat",19.5,2852555693.14877
27,"Sprat",19.5,3370025849.35769
28,"Sprat",19.5,3842352656.46432
29,"Sprat",19.5,4265777765.19023
30,"Sprat",19.5,4653905339.48051
31,"Sprat",19.5,5034698495.53835
32,"Sprat",19.5,5441639350.63511
33,"Sprat",19.5,5900929078.73547
34,"Sprat",19.5,6416882960.61606
35,"Sprat",19.5,6957256393.29151
36,"Sprat",19.5,7443279884.5244
37,"Sprat",19.5,7755333106.03756
38,"Sprat",19.5,7765374111.68227
39,"Sprat",19.5,7391062821.3468
40,"Sprat",19.5,6641918650.7632
0,"Sprat",21.7,15894.4474127344
1,"Sprat",21.7,15954.9239607372
2,"Sprat",21.7,15928.2716641782
3,"Sprat",21.7,17588.0635899175
4,"Sprat",21.7,29918.3851668313
5,"Sprat",21.7,85736.6811231052
6,"Sprat",21.7,268260.211272394
7,"Sprat",21.7,721227.430747712
8,"Sprat",21.7,1602834.47245117
9,"Sprat",21.7,2989419.40201609
10,"Sprat",21.7,4803186.1901929
11,"Sprat",21.7,6831123.80157522
12,"Sprat",21.7,8819009.36341439
13,"Sprat",21.7,10569122.7474803
14,"Sprat",21.7,12000354.2134988
15,"Sprat",21.7,13217635.315641
16,"Sprat",21.7,14757138.3836671
17,"Sprat",21.7,18290512.122976
18,"Sprat",21.7,27995373.8223312
19,"Sprat",21.7,52205666.7437358
20,"Sprat",21.7,103990112.029977
21,"Sprat",21.7,199112956.011774
22,"Sprat",21.7,351368887.056859
23,"Sprat",21.7,567460996.733055
24,"Sprat",21.7,844140939.460391
25,"Sprat",21.7,1168735024.27076
26,"Sprat",21.7,1522199000.45458
27,"Sprat",21.7,1883187030.95097
28,"Sprat",21.7,2232229091.85862
29,"Sprat",21.7,2555708112.44898
30,"Sprat",21.7,2849075035.41658
31,"Sprat",21.7,3118195360.95039
32,"Sprat",21.7,3377972613.70712
33,"Sprat",21.7,3648350355.52415
34,"Sprat",21.7,3948270747.67488
35,"Sprat",21.7,4287798954.3204
36,"Sprat",21.7,4658705568.76428
37,"Sprat",21.7,5025969796.57162
38,"Sprat",21.7,5326390866.67185
39,"Sprat",21.7,5481318749.98795
40,"Sprat",21.7,5423403893.79286
0,"Sprat",24.1,10887.7197955424
1,"Sprat",24.1,11420.0085047023
2,"Sprat",24.1,11733.028997607
3,"Sprat",24.1,12099.3310735657
4,"Sprat",24.1,14135.6180595819
5,"Sprat",24.1,24800.3647779865
6,"Sprat",24.1,65707.6746251026
7,"Sprat",24.1,185122.32750592
8,"Sprat",24.1,459914.573091018
9,"Sprat",24.1,973640.474244069
10,"Sprat",24.1,1775923.48424625
11,"Sprat",24.1,2850034.00222782
12,"Sprat",24.1,4112429.07846132
13,"Sprat",24.1,5442995.7626098
14,"Sprat",24.1,6726684.29174477
15,"Sprat",24.1,7895747.91357757
16,"Sprat",24.1,8998704.54750092
17,"Sprat",24.1,10380776.9410528
18,"Sprat",24.1,13102679.3167657
19,"Sprat",24.1,19638785.5615857
20,"Sprat",24.1,34584304.7665722
21,"Sprat",24.1,64749495.6821491
22,"Sprat",24.1,118101397.874174
23,"Sprat",24.1,201695778.504764
24,"Sprat",24.1,319468924.470629
25,"Sprat",24.1,470848025.173189
26,"Sprat",24.1,650603403.822833
27,"Sprat",24.1,849802170.150659
28,"Sprat",24.1,1057540286.73524
29,"Sprat",24.1,1263169019.79336
30,"Sprat",24.1,1458642126.22919
31,"Sprat",24.1,1640402241.11195
32,"Sprat",24.1,1810238727.47943
33,"Sprat",24.1,1974903917.39117
34,"Sprat",24.1,2144628170.29923
35,"Sprat",24.1,2330659077.54121
36,"Sprat",24.1,2541669426.60589
37,"Sprat",24.1,2778922051.45218
38,"Sprat",24.1,3031081618.05006
39,"Sprat",24.1,3271335684.81295
40,"Sprat",24.1,3460311329.98794
0,"Sprat",26.7,6675.1286223048
1,"Sprat",26.7,7093.68338704698
2,"Sprat",26.7,7471.39467923546
3,"Sprat",26.7,7794.4795428716
4,"Sprat",26.7,8241.51752332341
5,"Sprat",26.7,9835.48483694064
6,"Sprat",26.7,16429.6461873781
7,"Sprat",26.7,38666.383009947
8,"Sprat",26.7,98510.570243397
9,"Sprat",26.7,230000.155765574
10,"Sprat",26.7,472072.763707911
11,"Sprat",26.7,854767.691450636
12,"Sprat",26.7,1386074.73085447
13,"Sprat",26.7,2046917.4536964
14,"Sprat",26.7,2796428.76529211
15,"Sprat",26.7,3585020.27559868
16,"Sprat",26.7,4375100.37096043
17,"Sprat",26.7,5182067.31876485
18,"Sprat",26.7,6168666.07249686
19,"Sprat",26.7,7833637.88308204
20,"Sprat",26.7,11289151.0575335
21,"Sprat",26.7,18508903.2312508
22,"Sprat",26.7,32337461.7209315
23,"Sprat",26.7,56109971.493063
24,"Sprat",26.7,92938836.0986488
25,"Sprat",26.7,144913115.636023
26,"Sprat",26.7,212483034.416739
27,"Sprat",26.7,294200892.891649
28,"Sprat",26.7,386889279.71138
29,"Sprat",26.7,486244476.027948
30,"Sprat",26.7,587785918.037123
31,"Sprat",26.7,687917829.855513
32,"Sprat",26.7,784792943.013065
33,"Sprat",26.7,878755187.226869
34,"Sprat",26.7,972318123.326942
35,"Sprat",26.7,1069746619.99704
36,"Sprat",26.7,1176265750.2152
37,"Sprat",26.7,1296790321.81766
38,"Sprat",26.7,1434046340.74665
39,"Sprat",26.7,1586261878.21439
40,"Sprat",26.7,1745233670.19009
0,"Sprat",29.7,4221.28281897706
1,"Sprat",29.7,4257.65422705437
2,"Sprat",29.7,4348.26387755143
3,"Sprat",29.7,4470.96387956308
4,"Sprat",29.7,4619.07234847157
5,"Sprat",29.7,4870.72208578733
6,"Sprat",29.7,5641.53485082949
7,"Sprat",29.7,8351.44701498431
8,"Sprat",29.7,16639.0030563037
9,"Sprat",29.7,37746.7744313485
10,"Sprat",29.7,83053.3669006121
11,"Sprat",29.7,166723.550664714
12,"Sprat",29.7,302446.732699044
13,"Sprat",29.7,499501.715930989
14,"Sprat",29.7,759850.508861435
15,"Sprat",29.7,1077430.68735736
16,"Sprat",29.7,1440208.90941966
17,"Sprat",29.7,1836293.51491272
18,"Sprat",29.7,2268592.78854565
19,"Sprat",29.7,2787267.88468316
20,"Sprat",29.7,3548979.94908268
21,"Sprat",29.7,4897173.30197017
22,"Sprat",29.7,7431143.38168607
23,"Sprat",29.7,12015052.0157651
24,"Sprat",29.7,19692829.9905075
25,"Sprat",29.7,31515142.6300815
26,"Sprat",29.7,48321277.6019315
27,"Sprat",29.7,70533838.4468579
28,"Sprat",29.7,98025367.1332186
29,"Sprat",29.7,130111643.282186
30,"Sprat",29.7,165701952.965064
31,"Sprat",29.7,203580815.490779
32,"Sprat",29.7,242736746.372614
33,"Sprat",29.7,282637737.323415
34,"Sprat",29.7,323389970.666293
35,"Sprat",29.7,365770337.721688
36,"Sprat",29.7,411152851.220892
37,"Sprat",29.7,461337302.786963
38,"Sprat",29.7,518248881.912948
39,"Sprat",29.7,583451899.042744
40,"Sprat",29.7,657467992.113168
0,"Sprat",33,3158.50826010878
1,"Sprat",33,2965.98708892696
2,"Sprat",33,2811.77873094353
3,"Sprat",33,2692.82080521583
4,"Sprat",33,2605.21321671838
5,"Sprat",33,2547.90490386779
6,"Sprat",33,2537.88696688579
7,"Sprat",33,2659.34667605567
8,"Sprat",33,3182.63284109112
9,"Sprat",33,4775.02331120282
10,"Sprat",33,8761.71252158545
11,"Sprat",33,17311.1058862295
12,"Sprat",33,33391.8403887777
13,"Sprat",33,60427.8378871923
14,"Sprat",33,101717.539007771
15,"Sprat",33,159791.269759778
16,"Sprat",33,235915.666705259
17,"Sprat",33,329976.842990017
18,"Sprat",33,441137.556971238
19,"Sprat",33,570180.18621799
20,"Sprat",33,725069.388477645
21,"Sprat",33,930855.004154178
22,"Sprat",33,1242795.15209918
23,"Sprat",33,1758346.94722816
24,"Sprat",33,2621762.85220377
25,"Sprat",33,4016249.51196278
26,"Sprat",33,6142357.22294095
27,"Sprat",33,9185544.56742488
28,"Sprat",33,13280056.8847681
29,"Sprat",33,18480400.0180301
30,"Sprat",33,24753191.5771074
31,"Sprat",33,31996836.0609627
32,"Sprat",33,40085017.3384866
33,"Sprat",33,48919876.9508039
34,"Sprat",33,58478731.6469251
35,"Sprat",33,68843982.5724732
36,"Sprat",33,80214107.7980066
37,"Sprat",33,92899040.761204
38,"Sprat",33,107302865.76775
39,"Sprat",33,123890465.735582
40,"Sprat",33,143126889.35494
