"weight","time","species","N"
2.15,10,"N.pout",14623173031.9015
2.15,11,"N.pout",14627098451.5527
2.15,12,"N.pout",14629621671.8572
2.15,13,"N.pout",14631114663.6479
2.15,14,"N.pout",14632012559.0023
2.15,15,"N.pout",14632572385.6332
2.15,16,"N.pout",14632929586.9488
2.15,17,"N.pout",14633159318.7572
2.15,18,"N.pout",14633307103.942
2.15,19,"N.pout",14633402008.4479
2.15,20,"N.pout",14633462870.9117
2.15,21,"N.pout",14633501877.8117
2.15,22,"N.pout",14633526873.5792
2.15,23,"N.pout",14633542891.3428
2.15,24,"N.pout",14633553156.3253
2.15,25,"N.pout",14633559734.8125
2.15,26,"N.pout",14633563950.7721
2.15,27,"N.pout",14633566652.6483
2.15,28,"N.pout",14633568384.1877
2.15,29,"N.pout",14633569493.868
2.15,30,"N.pout",14633570205.0204
2.15,31,"N.pout",14633570660.7708
2.15,32,"N.pout",14633570952.8438
2.15,33,"N.pout",14633571140.0222
2.15,34,"N.pout",14633571259.9776
2.15,35,"N.pout",14633571336.8524
2.15,36,"N.pout",14633571386.1185
2.15,37,"N.pout",14633571417.6912
2.15,38,"N.pout",14633571437.925
2.15,39,"N.pout",14633571450.892
2.15,40,"N.pout",14633571459.2021
2.42,0,"N.pout",35412.3894797363
2.42,1,"N.pout",2236442228.81462
2.42,2,"N.pout",3613923964.55872
2.42,3,"N.pout",9298046354.60444
2.42,4,"N.pout",11479647667.4682
2.42,5,"N.pout",11609483223.3399
2.42,6,"N.pout",11570692165.5323
2.42,7,"N.pout",11518956992.8612
2.42,8,"N.pout",11496406081.105
2.42,9,"N.pout",11493472639.2343
2.42,10,"N.pout",11496688740.1703
2.42,11,"N.pout",11499977843.5373
2.42,12,"N.pout",11502148625.5921
2.42,13,"N.pout",11503448556.3583
2.42,14,"N.pout",11504232699.3862
2.42,15,"N.pout",11504721096.157
2.42,16,"N.pout",11505032220.6652
2.42,17,"N.pout",11505232126.3698
2.42,18,"N.pout",11505360680.0296
2.42,19,"N.pout",11505443230.8397
2.42,20,"N.pout",11505496172.9929
2.42,21,"N.pout",11505530104.9327
2.42,22,"N.pout",11505551848.9299
2.42,23,"N.pout",11505565782.8875
2.42,24,"N.pout",11505574712.4192
2.42,25,"N.pout",11505580435.0353
2.42,26,"N.pout",11505584102.4827
2.42,27,"N.pout",11505586452.8316
2.42,28,"N.pout",11505587959.0885
2.42,29,"N.pout",11505588924.3933
2.42,30,"N.pout",11505589543.0206
2.42,31,"N.pout",11505589939.4753
2.42,32,"N.pout",11505590193.5479
2.42,33,"N.pout",11505590356.3732
2.42,34,"N.pout",11505590460.7217
2.42,35,"N.pout",11505590527.5947
2.42,36,"N.pout",11505590570.4509
2.42,37,"N.pout",11505590597.9159
2.42,38,"N.pout",11505590615.5171
2.42,39,"N.pout",11505590626.797
2.42,40,"N.pout",11505590634.0259
2.72,0,"N.pout",31463.6013451145
2.72,1,"N.pout",1791157235.19425
2.72,2,"N.pout",2927300032.73241
2.72,3,"N.pout",6952827927.89031
2.72,4,"N.pout",8926787479.79698
2.72,5,"N.pout",9086736998.8429
2.72,6,"N.pout",9074216831.7337
2.72,7,"N.pout",9036429225.23776
2.72,8,"N.pout",9018085934.89897
2.72,9,"N.pout",9015236930.27539
2.72,10,"N.pout",9017706181.46904
2.72,11,"N.pout",9020418523.16759
2.72,12,"N.pout",9022255263.84186
2.72,13,"N.pout",9023367495.22778
2.72,14,"N.pout",9024040238.45115
2.72,15,"N.pout",9024458837.48005
2.72,16,"N.pout",9024725100.978
2.72,17,"N.pout",9024896030.6092
2.72,18,"N.pout",9025005915.65414
2.72,19,"N.pout",9025076475.6797
2.72,20,"N.pout",9025121729.5368
2.72,21,"N.pout",9025150734.79913
2.72,22,"N.pout",9025169321.94437
2.72,23,"N.pout",9025181232.92373
2.72,24,"N.pout",9025188866.0012
2.72,25,"N.pout",9025193757.74669
2.72,26,"N.pout",9025196892.70724
2.72,27,"N.pout",9025198901.80016
2.72,28,"N.pout",9025200189.35732
2.72,29,"N.pout",9025201014.50522
2.72,30,"N.pout",9025201543.31129
2.72,31,"N.pout",9025201882.20288
2.72,32,"N.pout",9025202099.38546
2.72,33,"N.pout",9025202238.56943
2.72,34,"N.pout",9025202327.76709
2.72,35,"N.pout",9025202384.93041
2.72,36,"N.pout",9025202421.56418
2.72,37,"N.pout",9025202445.04135
2.72,38,"N.pout",9025202460.08697
2.72,39,"N.pout",9025202469.72913
2.72,40,"N.pout",9025202475.90838
3.05,0,"N.pout",27955.1372880603
3.05,1,"N.pout",1429104225.6546
3.05,2,"N.pout",2422183773.12601
3.05,3,"N.pout",5175026652.7461
3.05,4,"N.pout",6922661916.7457
3.05,5,"N.pout",7096561688.4842
3.05,6,"N.pout",7102532361.50798
3.05,7,"N.pout",7075862853.07696
3.05,8,"N.pout",7061153328.19118
3.05,9,"N.pout",7058473521.03183
3.05,10,"N.pout",7060325318.2516
3.05,11,"N.pout",7062528409.25985
3.05,12,"N.pout",7064059204.66479
3.05,13,"N.pout",7064996123.4249
3.05,14,"N.pout",7065564251.85724
3.05,15,"N.pout",7065917412.64308
3.05,16,"N.pout",7066141731.18296
3.05,17,"N.pout",7066285612.50729
3.05,18,"N.pout",7066378081.38319
3.05,19,"N.pout",7066437455.99328
3.05,20,"N.pout",7066475537.48078
3.05,21,"N.pout",7066499946.40448
3.05,22,"N.pout",7066515588.3022
3.05,23,"N.pout",7066525611.90553
3.05,24,"N.pout",7066532035.4412
3.05,25,"N.pout",7066536152.02205
3.05,26,"N.pout",7066538790.19876
3.05,27,"N.pout",7066540480.91742
3.05,28,"N.pout",7066541564.43915
3.05,29,"N.pout",7066542258.82813
3.05,30,"N.pout",7066542703.8357
3.05,31,"N.pout",7066542989.02399
3.05,32,"N.pout",7066543171.79019
3.05,33,"N.pout",7066543288.91802
3.05,34,"N.pout",7066543363.98073
3.05,35,"N.pout",7066543412.08552
3.05,36,"N.pout",7066543442.91402
3.05,37,"N.pout",7066543462.67082
3.05,38,"N.pout",7066543475.33219
3.05,39,"N.pout",7066543483.44638
3.05,40,"N.pout",7066543488.64643
3.43,0,"N.pout",24837.8973602666
3.43,1,"N.pout",1135875057.73762
3.43,2,"N.pout",2048132951.59655
3.43,3,"N.pout",3836495339.41541
3.43,4,"N.pout",5356782265.15758
3.43,5,"N.pout",5533069572.2306
3.43,6,"N.pout",5551379126.01911
3.43,7,"N.pout",5533386983.45921
3.43,8,"N.pout",5521752609.47072
3.43,9,"N.pout",5519291928.84407
3.43,10,"N.pout",5520643004.6714
3.43,11,"N.pout",5522406482.65081
3.43,12,"N.pout",5523664722.603
3.43,13,"N.pout",5524442950.5727
3.43,14,"N.pout",5524915974.6628
3.43,15,"N.pout",5525209725.13715
3.43,16,"N.pout",5525396045.10534
3.43,17,"N.pout",5525515455.01896
3.43,18,"N.pout",5525592174.51835
3.43,19,"N.pout",5525641434.86615
3.43,20,"N.pout",5525673030.49705
3.43,21,"N.pout",5525693282.83247
3.43,22,"N.pout",5525706261.219
3.43,23,"N.pout",5525714577.99003
3.43,24,"N.pout",5525719907.69414
3.43,25,"N.pout",5525723323.27025
3.43,26,"N.pout",5525725512.19193
3.43,27,"N.pout",5525726914.99667
3.43,28,"N.pout",5525727814.00414
3.43,29,"N.pout",5525728390.14464
3.43,30,"N.pout",5525728759.37119
3.43,31,"N.pout",5525728995.9943
3.43,32,"N.pout",5525729147.63694
3.43,33,"N.pout",5525729244.81887
3.43,34,"N.pout",5525729307.09903
3.43,35,"N.pout",5525729347.01196
3.43,36,"N.pout",5525729372.59062
3.43,37,"N.pout",5525729388.98301
3.43,38,"N.pout",5525729399.48825
3.43,39,"N.pout",5525729406.22066
3.43,40,"N.pout",5525729410.53518
3.85,0,"N.pout",22068.2566829184
3.85,1,"N.pout",899316789.675423
3.85,2,"N.pout",1768664389.22274
3.85,3,"N.pout",2834845223.5303
3.85,4,"N.pout",4138519790.49189
3.85,5,"N.pout",4309355377.37803
3.85,6,"N.pout",4335279909.41647
3.85,7,"N.pout",4323915193.34165
3.85,8,"N.pout",4314836808.26164
3.85,9,"N.pout",4312619152.39547
3.85,10,"N.pout",4313571745.28885
3.85,11,"N.pout",4314963174.43885
3.85,12,"N.pout",4315984166.34641
3.85,13,"N.pout",4316622372.35747
3.85,14,"N.pout",4317011181.05013
3.85,15,"N.pout",4317252382.99557
3.85,16,"N.pout",4317405154.47632
3.85,17,"N.pout",4317502982.6299
3.85,18,"N.pout",4317565818.06144
3.85,19,"N.pout",4317606162.53428
3.85,20,"N.pout",4317632040.53171
3.85,21,"N.pout",4317648628.46535
3.85,22,"N.pout",4317659258.69523
3.85,23,"N.pout",4317666070.72064
3.85,24,"N.pout",4317670436.1068
3.85,25,"N.pout",4317673233.68268
3.85,26,"N.pout",4317675026.54592
3.85,27,"N.pout",4317676175.52916
3.85,28,"N.pout",4317676911.87117
3.85,29,"N.pout",4317677383.76531
3.85,30,"N.pout",4317677686.18428
3.85,31,"N.pout",4317677879.99298
3.85,32,"N.pout",4317678004.1975
3.85,33,"N.pout",4317678083.79538
3.85,34,"N.pout",4317678134.8066
3.85,35,"N.pout",4317678167.49771
3.85,36,"N.pout",4317678188.44818
3.85,37,"N.pout",4317678201.87454
3.85,38,"N.pout",4317678210.47896
3.85,39,"N.pout",4317678215.99322
3.85,40,"N.pout",4317678219.52707
4.33,0,"N.pout",19607.4549290249
4.33,1,"N.pout",709225082.513914
4.33,2,"N.pout",1557413519.22036
4.33,3,"N.pout",2089322677.10006
4.33,4,"N.pout",3194219023.28239
4.33,5,"N.pout",3354670215.22838
4.33,6,"N.pout",3384694648.43157
4.33,7,"N.pout",3378277180.28991
4.33,8,"N.pout",3371289249.69305
4.33,9,"N.pout",3369319888.69309
4.33,10,"N.pout",3369961261.92229
4.33,11,"N.pout",3371043348.86022
4.33,12,"N.pout",3371861881.70494
4.33,13,"N.pout",3372379157.09904
4.33,14,"N.pout",3372695010.67035
4.33,15,"N.pout",3372890736.60074
4.33,16,"N.pout",3373014521.39043
4.33,17,"N.pout",3373093720.31977
4.33,18,"N.pout",3373144575.30782
4.33,19,"N.pout",3373177226.70154
4.33,20,"N.pout",3373198171.03402
4.33,21,"N.pout",3373211596.89799
4.33,22,"N.pout",3373220200.84057
4.33,23,"N.pout",3373225714.38162
4.33,24,"N.pout",3373229247.63671
4.33,25,"N.pout",3373231511.92902
4.33,26,"N.pout",3373232963.02713
4.33,27,"N.pout",3373233892.98408
4.33,28,"N.pout",3373234488.95973
4.33,29,"N.pout",3373234870.89823
4.33,30,"N.pout",3373235115.66803
4.33,31,"N.pout",3373235272.53157
4.33,32,"N.pout",3373235373.05935
4.33,33,"N.pout",3373235437.48373
4.33,34,"N.pout",3373235478.77083
4.33,35,"N.pout",3373235505.23013
4.33,36,"N.pout",3373235522.18688
4.33,37,"N.pout",3373235533.05381
4.33,38,"N.pout",3373235540.01799
4.33,39,"N.pout",3373235544.48108
4.33,40,"N.pout",3373235547.34129
4.86,0,"N.pout",17421.0538837588
4.86,1,"N.pout",557071623.551163
4.86,2,"N.pout",1395297695.23914
4.86,3,"N.pout",1537005315.13376
4.86,4,"N.pout",2464551542.54495
4.86,5,"N.pout",2611871348.11152
4.86,6,"N.pout",2643471058.24338
4.86,7,"N.pout",2640654825.67939
4.86,8,"N.pout",2635351831.67438
4.86,9,"N.pout",2633623401.68945
4.86,10,"N.pout",2634026337.71848
4.86,11,"N.pout",2634855308.84928
4.86,12,"N.pout",2635504025.3815
4.86,13,"N.pout",2635918754.77326
4.86,14,"N.pout",2636172578.17646
4.86,15,"N.pout",2636329675.06316
4.86,16,"N.pout",2636428873.36471
4.86,17,"N.pout",2636492284.74122
4.86,18,"N.pout",2636532989.94406
4.86,19,"N.pout",2636559124.04799
4.86,20,"N.pout",2636575888.61075
4.86,21,"N.pout",2636586635.50518
4.86,22,"N.pout",2636593522.71626
4.86,23,"N.pout",2636597936.1432
4.86,24,"N.pout",2636600764.39561
4.86,25,"N.pout",2636602576.87828
4.86,26,"N.pout",2636603738.42611
4.86,27,"N.pout",2636604482.81979
4.86,28,"N.pout",2636604959.87444
4.86,29,"N.pout",2636605265.60086
4.86,30,"N.pout",2636605461.52922
4.86,31,"N.pout",2636605587.09214
4.86,32,"N.pout",2636605667.56057
4.86,33,"N.pout",2636605719.12967
4.86,34,"N.pout",2636605752.17832
4.86,35,"N.pout",2636605773.35792
4.86,36,"N.pout",2636605786.93111
4.86,37,"N.pout",2636605795.62964
4.86,38,"N.pout",2636605801.20419
4.86,39,"N.pout",2636605804.77671
4.86,40,"N.pout",2636605807.06619
5.46,0,"N.pout",15478.4554915165
5.46,1,"N.pout",435762658.087064
5.46,2,"N.pout",1268449396.40608
5.46,3,"N.pout",1129410486.06509
5.46,4,"N.pout",1902134040.05677
5.46,5,"N.pout",2035153278.04137
5.46,6,"N.pout",2066590499.36353
5.46,7,"N.pout",2066320489.97772
5.46,8,"N.pout",2062357658.20539
5.46,9,"N.pout",2060854837.81411
5.46,10,"N.pout",2061078775.0624
5.46,11,"N.pout",2061703652.96791
5.46,12,"N.pout",2062212078.93975
5.46,13,"N.pout",2062541222.20675
5.46,14,"N.pout",2062743149.4514
5.46,15,"N.pout",2062867958.38233
5.46,16,"N.pout",2062946634.31054
5.46,17,"N.pout",2062996878.46841
5.46,18,"N.pout",2063029120.93616
5.46,19,"N.pout",2063049821.20975
5.46,20,"N.pout",2063063100.74147
5.46,21,"N.pout",2063071613.88443
5.46,22,"N.pout",2063077069.65248
5.46,23,"N.pout",2063080565.78441
5.46,24,"N.pout",2063082806.19541
5.46,25,"N.pout",2063084241.95407
5.46,26,"N.pout",2063085162.07215
5.46,27,"N.pout",2063085751.74158
5.46,28,"N.pout",2063086129.63894
5.46,29,"N.pout",2063086371.81911
5.46,30,"N.pout",2063086527.0231
5.46,31,"N.pout",2063086626.48733
5.46,32,"N.pout",2063086690.2301
5.46,33,"N.pout",2063086731.08038
5.46,34,"N.pout",2063086757.25975
5.46,35,"N.pout",2063086774.03709
5.46,36,"N.pout",2063086784.78904
5.46,37,"N.pout",2063086791.67955
5.46,38,"N.pout",2063086796.09541
5.46,39,"N.pout",2063086798.92537
5.46,40,"N.pout",2063086800.73897
6.14,0,"N.pout",13752.4736449047
6.14,1,"N.pout",339426022.105803
6.14,2,"N.pout",1166729767.93894
6.14,3,"N.pout",829561061.887004
6.14,4,"N.pout",1469423877.3888
6.14,5,"N.pout",1588059206.74233
6.14,6,"N.pout",1618202645.65804
6.14,7,"N.pout",1619669432.07794
6.14,8,"N.pout",1616759651.57929
6.14,9,"N.pout",1615462673.75198
6.14,10,"N.pout",1615555209.5065
6.14,11,"N.pout",1616017742.59507
6.14,12,"N.pout",1616411821.26356
6.14,13,"N.pout",1616670518.96796
6.14,14,"N.pout",1616829636.14872
6.14,15,"N.pout",1616927835.24882
6.14,16,"N.pout",1616989620.25003
6.14,17,"N.pout",1617029035.52698
6.14,18,"N.pout",1617054320.032
6.14,19,"N.pout",1617070552.8062
6.14,20,"N.pout",1617080966.97124
6.14,21,"N.pout",1617087643.48822
6.14,22,"N.pout",1617091922.28926
6.14,23,"N.pout",1617094664.19987
6.14,24,"N.pout",1617096421.27602
6.14,25,"N.pout",1617097547.28586
6.14,26,"N.pout",1617098268.89674
6.14,27,"N.pout",1617098731.3497
6.14,28,"N.pout",1617099027.71856
6.14,29,"N.pout",1617099217.65014
6.14,30,"N.pout",1617099339.36999
6.14,31,"N.pout",1617099417.37552
6.14,32,"N.pout",1617099467.36625
6.14,33,"N.pout",1617099499.40336
6.14,34,"N.pout",1617099519.93471
6.14,35,"N.pout",1617099533.09246
6.14,36,"N.pout",1617099541.52475
6.14,37,"N.pout",1617099546.92869
6.14,38,"N.pout",1617099550.39185
6.14,39,"N.pout",1617099552.61127
6.14,40,"N.pout",1617099554.0336
6.89,0,"N.pout",12218.953722964
6.89,1,"N.pout",263224215.312413
6.89,2,"N.pout",1082673280.76019
6.89,3,"N.pout",609513336.272187
6.89,4,"N.pout",1136893341.46039
6.89,5,"N.pout",1241764233.49832
6.89,6,"N.pout",1269935838.69947
6.89,7,"N.pout",1272531647.43123
6.89,8,"N.pout",1270440098.55116
6.89,9,"N.pout",1269327281.47803
6.89,10,"N.pout",1269325826.77927
6.89,11,"N.pout",1269660858.53797
6.89,12,"N.pout",1269962851.05791
6.89,13,"N.pout",1270164270.33782
6.89,14,"N.pout",1270288507.36774
6.89,15,"N.pout",1270365046.86763
6.89,16,"N.pout",1270413101.22016
6.89,17,"N.pout",1270443720.36224
6.89,18,"N.pout",1270463354.5012
6.89,19,"N.pout",1270475959.43837
6.89,20,"N.pout",1270484046.69703
6.89,21,"N.pout",1270489231.68535
6.89,22,"N.pout",1270492554.65923
6.89,23,"N.pout",1270494684.05958
6.89,24,"N.pout",1270496048.61659
6.89,25,"N.pout",1270496923.07846
6.89,26,"N.pout",1270497483.48138
6.89,27,"N.pout",1270497842.62177
6.89,28,"N.pout",1270498072.78132
6.89,29,"N.pout",1270498220.28181
6.89,30,"N.pout",1270498314.80919
6.89,31,"N.pout",1270498375.38812
6.89,32,"N.pout",1270498414.21081
6.89,33,"N.pout",1270498439.09076
6.89,34,"N.pout",1270498455.03536
6.89,35,"N.pout",1270498465.25363
6.89,36,"N.pout",1270498471.80213
6.89,37,"N.pout",1270498475.99881
6.89,38,"N.pout",1270498478.6883
6.89,39,"N.pout",1270498480.41189
6.89,40,"N.pout",1270498481.51647
7.74,0,"N.pout",10856.4345541759
7.74,1,"N.pout",203191249.782181
7.74,2,"N.pout",1010749009.93272
7.74,3,"N.pout",448322657.565435
7.74,4,"N.pout",881473227.417669
7.74,5,"N.pout",973615037.994089
7.74,6,"N.pout",999464538.316845
7.74,7,"N.pout",1002743156.0545
7.74,8,"N.pout",1001280807.53697
7.74,9,"N.pout",1000330292.51553
7.74,10,"N.pout",1000263724.48399
7.74,11,"N.pout",1000499828.22577
7.74,12,"N.pout",1000728460.65371
7.74,13,"N.pout",1000883808.90017
7.74,14,"N.pout",1000979935.88001
7.74,15,"N.pout",1001039037.90774
7.74,16,"N.pout",1001076052.86706
7.74,17,"N.pout",1001099605.30886
7.74,18,"N.pout",1001114701.18533
7.74,19,"N.pout",1001124392.3799
7.74,20,"N.pout",1001130610.68521
7.74,21,"N.pout",1001134597.65517
7.74,22,"N.pout",1001137152.88694
7.74,23,"N.pout",1001138790.30579
7.74,24,"N.pout",1001139839.5843
7.74,25,"N.pout",1001140511.999
7.74,26,"N.pout",1001140942.9175
7.74,27,"N.pout",1001141219.0759
7.74,28,"N.pout",1001141396.05531
7.74,29,"N.pout",1001141509.47464
7.74,30,"N.pout",1001141582.1607
7.74,31,"N.pout",1001141628.74237
7.74,32,"N.pout",1001141658.59475
7.74,33,"N.pout",1001141677.72598
7.74,34,"N.pout",1001141689.98645
7.74,35,"N.pout",1001141697.8437
7.74,36,"N.pout",1001141702.87911
7.74,37,"N.pout",1001141706.10612
7.74,38,"N.pout",1001141708.17417
7.74,39,"N.pout",1001141709.49951
7.74,40,"N.pout",1001141710.34887
8.7,0,"N.pout",9645.84807352173
8.7,1,"N.pout",156091195.407623
8.7,2,"N.pout",946852859.367496
8.7,3,"N.pout",330403908.422852
8.7,4,"N.pout",685248121.517843
8.7,5,"N.pout",765905802.601165
8.7,6,"N.pout",789311398.308412
8.7,7,"N.pout",792953171.667142
8.7,8,"N.pout",791969979.588918
8.7,9,"N.pout",791160851.657642
8.7,10,"N.pout",791051060.829282
8.7,11,"N.pout",791211306.49192
8.7,12,"N.pout",791382067.445286
8.7,13,"N.pout",791500714.020028
8.7,14,"N.pout",791574405.792854
8.7,15,"N.pout",791619606.225133
8.7,16,"N.pout",791647832.439685
8.7,17,"N.pout",791665763.250868
8.7,18,"N.pout",791677249.822892
8.7,19,"N.pout",791684623.745263
8.7,20,"N.pout",791689355.630437
8.7,21,"N.pout",791692389.761859
8.7,22,"N.pout",791694334.36752
8.7,23,"N.pout",791695580.487952
8.7,24,"N.pout",791696379.010262
8.7,25,"N.pout",791696890.727692
8.7,26,"N.pout",791697218.661577
8.7,27,"N.pout",791697428.820862
8.7,28,"N.pout",791697563.503838
8.7,29,"N.pout",791697649.816979
8.7,30,"N.pout",791697705.13172
8.7,31,"N.pout",791697740.580777
8.7,32,"N.pout",791697763.298696
8.7,33,"N.pout",791697777.857727
8.7,34,"N.pout",791697787.188045
8.7,35,"N.pout",791697793.167484
8.7,36,"N.pout",791697796.999475
8.7,37,"N.pout",791697799.455251
8.7,38,"N.pout",791697801.02906
8.7,39,"N.pout",791697802.037655
8.7,40,"N.pout",791697802.684024
9.77,0,"N.pout",8570.2524703817
9.77,1,"N.pout",119296586.788594
9.77,2,"N.pout",887969980.324403
9.77,3,"N.pout",244234773.766175
9.77,4,"N.pout",534380698.494944
9.77,5,"N.pout",604867607.048847
9.77,6,"N.pout",625859972.373767
9.77,7,"N.pout",629642363.884034
9.77,8,"N.pout",629020725.953631
9.77,9,"N.pout",628333669.022199
9.77,10,"N.pout",628196940.749605
9.77,11,"N.pout",628299697.657796
9.77,12,"N.pout",628425213.908659
9.77,13,"N.pout",628514873.656634
9.77,14,"N.pout",628570814.164405
9.77,15,"N.pout",628605028.905132
9.77,16,"N.pout",628626319.944911
9.77,17,"N.pout",628639818.305677
9.77,18,"N.pout",628648459.816633
9.77,19,"N.pout",628654007.158795
9.77,20,"N.pout",628657567.328788
9.77,21,"N.pout",628659850.333505
9.77,22,"N.pout",628661313.57528
9.77,23,"N.pout",628662251.231041
9.77,24,"N.pout",628662852.080544
9.77,25,"N.pout",628663237.119726
9.77,26,"N.pout",628663483.870644
9.77,27,"N.pout",628663642.002751
9.77,28,"N.pout",628663743.343423
9.77,29,"N.pout",628663808.288735
9.77,30,"N.pout",628663849.909655
9.77,31,"N.pout",628663876.582871
9.77,32,"N.pout",628663893.676693
9.77,33,"N.pout",628663904.631457
9.77,34,"N.pout",628663911.65194
9.77,35,"N.pout",628663916.151094
9.77,36,"N.pout",628663919.034429
9.77,37,"N.pout",628663920.882247
9.77,38,"N.pout",628663922.066441
9.77,39,"N.pout",628663922.825346
9.77,40,"N.pout",628663923.311698
11,0,"N.pout",7614.5950927534
11,1,"N.pout",90685263.9304975
11,2,"N.pout",831973303.082009
11,3,"N.pout",181348036.848108
11,4,"N.pout",418241262.555672
11,5,"N.pout",479849548.477892
11,6,"N.pout",498555988.447309
11,7,"N.pout",502329675.09182
11,8,"N.pout",501978477.270181
11,9,"N.pout",501396082.821586
11,10,"N.pout",501244280.264184
11,11,"N.pout",501303990.843667
11,12,"N.pout",501394429.110006
11,13,"N.pout",501461374.106132
11,14,"N.pout",501503379.832118
11,15,"N.pout",501528982.656912
11,16,"N.pout",501544845.532672
11,17,"N.pout",501554877.549485
11,18,"N.pout",501561294.713352
11,19,"N.pout",501565413.999725
11,20,"N.pout",501568058.056279
11,21,"N.pout",501569753.768101
11,22,"N.pout",501570840.636004
11,23,"N.pout",501571537.106676
11,24,"N.pout",501571983.398818
11,25,"N.pout",501572269.390615
11,26,"N.pout",501572452.666217
11,27,"N.pout",501572570.119373
11,28,"N.pout",501572645.390413
11,29,"N.pout",501572693.628683
11,30,"N.pout",501572724.542701
11,31,"N.pout",501572744.354278
11,32,"N.pout",501572757.050742
11,33,"N.pout",501572765.187409
11,34,"N.pout",501572770.401883
11,35,"N.pout",501572773.743636
11,36,"N.pout",501572775.885237
11,37,"N.pout",501572777.257706
11,38,"N.pout",501572778.137267
11,39,"N.pout",501572778.700945
11,40,"N.pout",501572779.062184
12.3,0,"N.pout",6765.50178970421
12.3,1,"N.pout",68690453.8933049
12.3,2,"N.pout",779627524.701332
12.3,3,"N.pout",135722089.951102
12.3,4,"N.pout",329115253.753981
12.3,5,"N.pout",383148221.222336
12.3,6,"N.pout",399783057.982545
12.3,7,"N.pout",403461965.330184
12.3,8,"N.pout",403312333.601132
12.3,9,"N.pout",402818510.448051
12.3,10,"N.pout",402659629.834364
12.3,11,"N.pout",402687393.684671
12.3,12,"N.pout",402750847.920933
12.3,13,"N.pout",402800139.181824
12.3,14,"N.pout",402831298.624892
12.3,15,"N.pout",402850207.927179
12.3,16,"N.pout",402861858.323183
12.3,17,"N.pout",402869202.517388
12.3,18,"N.pout",402873895.343449
12.3,19,"N.pout",402876907.589285
12.3,20,"N.pout",402878841.432263
12.3,21,"N.pout",402880081.83262
12.3,22,"N.pout",402880876.905779
12.3,23,"N.pout",402881386.391178
12.3,24,"N.pout",402881712.859168
12.3,25,"N.pout",402881922.062509
12.3,26,"N.pout",402882056.127722
12.3,27,"N.pout",402882142.043815
12.3,28,"N.pout",402882197.103929
12.3,29,"N.pout",402882232.389784
12.3,30,"N.pout",402882255.003098
12.3,31,"N.pout",402882269.495076
12.3,32,"N.pout",402882278.782415
12.3,33,"N.pout",402882284.734306
12.3,34,"N.pout",402882288.548641
12.3,35,"N.pout",402882290.9931
12.3,36,"N.pout",402882292.559659
12.3,37,"N.pout",402882293.563606
12.3,38,"N.pout",402882294.206996
12.3,39,"N.pout",402882294.619321
12.3,40,"N.pout",402882294.883563
13.8,0,"N.pout",6011.08974396431
13.8,1,"N.pout",51753645.6955487
13.8,2,"N.pout",728585549.618083
13.8,3,"N.pout",102662665.090684
13.8,4,"N.pout",260361783.207966
13.8,5,"N.pout",307957294.170761
13.8,6,"N.pout",322739305.831394
13.8,7,"N.pout",326270358.740899
13.8,8,"N.pout",326269927.512505
13.8,9,"N.pout",325851110.507984
13.8,10,"N.pout",325690805.132702
13.8,11,"N.pout",325695159.919437
13.8,12,"N.pout",325737981.887493
13.8,13,"N.pout",325773620.900512
13.8,14,"N.pout",325796380.044355
13.8,15,"N.pout",325810114.091476
13.8,16,"N.pout",325818513.192257
13.8,17,"N.pout",325823784.74938
13.8,18,"N.pout",325827148.263098
13.8,19,"N.pout",325829307.076328
13.8,20,"N.pout",325830693.374614
13.8,21,"N.pout",325831582.736179
13.8,22,"N.pout",325832152.83732
13.8,23,"N.pout",325832518.158616
13.8,24,"N.pout",325832752.243725
13.8,25,"N.pout",325832902.244425
13.8,26,"N.pout",325832998.36933
13.8,27,"N.pout",325833059.970954
13.8,28,"N.pout",325833099.44884
13.8,29,"N.pout",325833124.748639
13.8,30,"N.pout",325833140.962274
13.8,31,"N.pout",325833151.352947
13.8,32,"N.pout",325833158.011918
13.8,33,"N.pout",325833162.279391
13.8,34,"N.pout",325833165.014247
13.8,35,"N.pout",325833166.76691
13.8,36,"N.pout",325833167.890124
13.8,37,"N.pout",325833168.609948
13.8,38,"N.pout",325833169.071255
13.8,39,"N.pout",325833169.366889
13.8,40,"N.pout",325833169.55635
15.6,0,"N.pout",5340.80117530684
15.6,1,"N.pout",38862351.9450766
15.6,2,"N.pout",680322744.814358
15.6,3,"N.pout",79088103.9290861
15.6,4,"N.pout",207687495.392953
15.6,5,"N.pout",249982693.753355
15.6,6,"N.pout",263175715.15857
15.6,7,"N.pout",266544132.659179
15.6,8,"N.pout",266654749.662143
15.6,9,"N.pout",266298365.996153
15.6,10,"N.pout",266139815.06754
15.6,11,"N.pout",266127104.029249
15.6,12,"N.pout",266154267.42863
15.6,13,"N.pout",266179445.270464
15.6,14,"N.pout",266195762.010197
15.6,15,"N.pout",266205533.868995
15.6,16,"N.pout",266211447.77265
15.6,17,"N.pout",266215136.331204
15.6,18,"N.pout",266217484.791311
15.6,19,"N.pout",266218991.919231
15.6,20,"N.pout",266219960.086504
15.6,21,"N.pout",266220581.369498
15.6,22,"N.pout",266220979.664364
15.6,23,"N.pout",266221234.891038
15.6,24,"N.pout",266221398.425992
15.6,25,"N.pout",266221503.215525
15.6,26,"N.pout",266221570.366692
15.6,27,"N.pout",266221613.400191
15.6,28,"N.pout",266221640.978471
