"time","species","weight","N"
13,"Sprat",0.0409,686199196861.863
13.1,"Sprat",0.0409,688053856610.154
13.2,"Sprat",0.0409,690113452839.236
13.3,"Sprat",0.0409,692351098637.05
13.4,"Sprat",0.0409,694738060896.21
13.5,"Sprat",0.0409,697243634212.018
13.6,"Sprat",0.0409,699835009516.077
13.7,"Sprat",0.0409,702477190682.842
13.8,"Sprat",0.0409,705133009783.839
13.9,"Sprat",0.0409,707763285010.151
14,"Sprat",0.0409,710327154497.53
14.1,"Sprat",0.0409,712782604538.611
14.2,"Sprat",0.0409,715087192668.912
14.3,"Sprat",0.0409,717198946353.75
14.4,"Sprat",0.0409,719077398708.538
14.5,"Sprat",0.0409,720684706484.601
14.6,"Sprat",0.0409,721986784911.952
14.7,"Sprat",0.0409,722954390597.07
14.8,"Sprat",0.0409,723564087995.083
14.9,"Sprat",0.0409,723799046137.953
15,"Sprat",0.0409,723649628317.882
15.1,"Sprat",0.0409,723113755672.783
15.2,"Sprat",0.0409,722197043375.93
15.3,"Sprat",0.0409,720912723032.323
15.4,"Sprat",0.0409,719281375224.279
15.5,"Sprat",0.0409,717330501027.171
15.6,"Sprat",0.0409,715093960692.375
15.7,"Sprat",0.0409,712611302397.173
15.8,"Sprat",0.0409,709926995647.685
15.9,"Sprat",0.0409,707089574934.526
16,"Sprat",0.0409,704150692304.488
16.1,"Sprat",0.0409,701164075223.679
16.2,"Sprat",0.0409,698184390291.128
16.3,"Sprat",0.0409,695266024421.995
16.4,"Sprat",0.0409,692461811631.959
16.5,"Sprat",0.0409,689821752307.216
16.6,"Sprat",0.0409,687391788426.097
16.7,"Sprat",0.0409,685212708036.967
16.8,"Sprat",0.0409,683319251873.898
16.9,"Sprat",0.0409,681739482857.343
17,"Sprat",0.0409,680494456497.739
17.1,"Sprat",0.0409,679598200391.045
17.2,"Sprat",0.0409,679057979125.054
17.3,"Sprat",0.0409,678874792434.556
17.4,"Sprat",0.0409,679044033932.406
17.5,"Sprat",0.0409,679556228014.262
17.6,"Sprat",0.0409,680397764218.52
17.7,"Sprat",0.0409,681551560008.946
17.8,"Sprat",0.0409,682997601756.844
17.9,"Sprat",0.0409,684713336089.654
18,"Sprat",0.0409,686673906339.452
18.1,"Sprat",0.0409,688852248911.569
18.2,"Sprat",0.0409,691219080390.738
18.3,"Sprat",0.0409,693742817518.629
18.4,"Sprat",0.0409,696389478947.712
18.5,"Sprat",0.0409,699122620343.215
18.6,"Sprat",0.0409,701903353323.379
18.7,"Sprat",0.0409,704690493952.117
18.8,"Sprat",0.0409,707440877818.086
18.9,"Sprat",0.0409,710109865961.677
19,"Sprat",0.0409,712652049292.778
19.1,"Sprat",0.0409,715022139722.588
19.2,"Sprat",0.0409,717176015980.731
19.3,"Sprat",0.0409,719071873672.919
19.4,"Sprat",0.0409,720671415380.391
19.5,"Sprat",0.0409,721941009796.011
19.6,"Sprat",0.0409,722852750174.134
19.7,"Sprat",0.0409,723385351438.562
19.8,"Sprat",0.0409,723524840494.509
19.9,"Sprat",0.0409,723265013055.985
20,"Sprat",0.0409,722607649719.309
20.1,"Sprat",0.0409,721562501374.225
20.2,"Sprat",0.0409,720147067212.66
20.3,"Sprat",0.0409,718386196217.811
20.4,"Sprat",0.0409,716311544610.477
20.5,"Sprat",0.0409,713960917720.911
20.6,"Sprat",0.0409,711377516487.907
20.7,"Sprat",0.0409,708609098459.25
20.8,"Sprat",0.0409,705707053608.107
20.9,"Sprat",0.0409,702725389506.187
21,"Sprat",0.0409,699719620952.365
21.1,"Sprat",0.0409,696745567359.349
21.2,"Sprat",0.0409,693858076504.487
21.3,"Sprat",0.0409,691109713021.231
21.4,"Sprat",0.0409,688549469892.685
21.5,"Sprat",0.0409,686221576092.685
21.6,"Sprat",0.0409,684164478836.699
21.7,"Sprat",0.0409,682410071918.27
21.8,"Sprat",0.0409,680983222251.845
21.9,"Sprat",0.0409,679901617755.871
22,"Sprat",0.0409,679175926002.134
22.1,"Sprat",0.0409,678810220530.073
22.2,"Sprat",0.0409,678802605886.372
22.3,"Sprat",0.0409,679145957227.681
22.4,"Sprat",0.0409,679828687366.641
22.5,"Sprat",0.0409,680835462735.706
22.6,"Sprat",0.0409,682147807282.014
22.7,"Sprat",0.0409,683744556104.296
22.8,"Sprat",0.0409,685602144853.632
22.9,"Sprat",0.0409,687694743310.091
23,"Sprat",0.0409,689994259969.262
23.1,"Sprat",0.0409,692470257966.251
23.2,"Sprat",0.0409,695089831229.396
23.3,"Sprat",0.0409,697817493911.556
23.4,"Sprat",0.0409,700615136451.202
23.5,"Sprat",0.0409,703442098314.799
23.6,"Sprat",0.0409,706255400408.767
23.7,"Sprat",0.0409,709010168967.782
23.8,"Sprat",0.0409,711660267298.837
23.9,"Sprat",0.0409,714159132662.427
24,"Sprat",0.0409,716460794383.197
24.1,"Sprat",0.0409,718521028542.997
24.2,"Sprat",0.0409,720298587379.956
24.3,"Sprat",0.0409,721756430656.949
24.4,"Sprat",0.0409,722862883673.69
24.5,"Sprat",0.0409,723592652705.61
24.6,"Sprat",0.0409,723927642309.952
24.7,"Sprat",0.0409,723857537742.178
24.8,"Sprat",0.0409,723380136609.085
24.9,"Sprat",0.0409,722501433761.985
25,"Sprat",0.0409,721235479694.647
25.1,"Sprat",0.0409,719604043518.819
25.2,"Sprat",0.0409,717636116006.496
25.3,"Sprat",0.0409,715367286218.981
25.4,"Sprat",0.0409,712839017861.561
25.5,"Sprat",0.0409,710097840633.876
25.6,"Sprat",0.0409,707194460234.901
25.7,"Sprat",0.0409,704182781557.675
25.8,"Sprat",0.0409,701118836095.883
25.9,"Sprat",0.0409,698059608909.685
26,"Sprat",0.0409,695061773197.561
26.1,"Sprat",0.0409,692180359921.945
26.2,"Sprat",0.0409,689467412203.141
26.3,"Sprat",0.0409,686970694049.517
26.4,"Sprat",0.0409,684732534984.155
26.5,"Sprat",0.0409,682788892109.013
26.6,"Sprat",0.0409,681168697473.596
26.7,"Sprat",0.0409,679893532705.399
26.8,"Sprat",0.0409,678977638921.089
26.9,"Sprat",0.0409,678428233947.005
27,"Sprat",0.0409,678246077138.298
27.1,"Sprat",0.0409,678426199790.384
27.2,"Sprat",0.0409,678958709321.962
27.3,"Sprat",0.0409,679829578539.433
27.4,"Sprat",0.0409,681021345489.237
27.5,"Sprat",0.0409,682513671173.807
27.6,"Sprat",0.0409,684283727610.235
27.7,"Sprat",0.0409,686306413501.396
27.8,"Sprat",0.0409,688554416295.822
27.9,"Sprat",0.0409,690998156045.013
28,"Sprat",0.0409,693605657833.307
28.1,"Sprat",0.0409,696342406073.796
28.2,"Sprat",0.0409,699171236332.156
28.3,"Sprat",0.0409,702052319053.849
28.4,"Sprat",0.0409,704943284657.541
28.5,"Sprat",0.0409,707799530534.51
28.6,"Sprat",0.0409,710574737121.751
28.7,"Sprat",0.0409,713221602431.563
28.8,"Sprat",0.0409,715692783210.118
28.9,"Sprat",0.0409,717942008394.612
29,"Sprat",0.0409,719925309786.248
29.1,"Sprat",0.0409,721602299170.499
29.2,"Sprat",0.0409,722937413241.009
29.3,"Sprat",0.0409,723901049041.2
29.4,"Sprat",0.0409,724470522943.363
29.5,"Sprat",0.0409,724630803547.366
29.6,"Sprat",0.0409,724374990313.161
29.7,"Sprat",0.0409,723704531858.45
29.8,"Sprat",0.0409,722629197520.853
29.9,"Sprat",0.0409,721166830557.4
30,"Sprat",0.0409,719342919696.521
30.1,"Sprat",0.0409,717190027116.706
30.2,"Sprat",0.0409,714747105759.9
30.3,"Sprat",0.0409,712058728677.662
30.4,"Sprat",0.0409,709174240305.3
30.5,"Sprat",0.0409,706146827375.663
30.6,"Sprat",0.0409,703032499129.383
30.7,"Sprat",0.0409,699888965630.892
30.8,"Sprat",0.0409,696774411125.364
30.9,"Sprat",0.0409,693746176146.883
31,"Sprat",0.0409,690859384753.215
31.1,"Sprat",0.0409,688165576958.829
31.2,"Sprat",0.0409,685711425252.541
31.3,"Sprat",0.0409,683537622559.222
31.4,"Sprat",0.0409,681678023647.701
31.5,"Sprat",0.0409,680159102329.123
31.6,"Sprat",0.0409,678999755616.319
31.7,"Sprat",0.0409,678211448713.777
31.8,"Sprat",0.0409,677798657946.497
31.9,"Sprat",0.0409,677759538867.467
32,"Sprat",0.0409,678086728451.432
32.1,"Sprat",0.0409,678768185574.451
32.2,"Sprat",0.0409,679787982283.07
32.3,"Sprat",0.0409,681126976862.13
32.4,"Sprat",0.0409,682763324322.544
32.5,"Sprat",0.0409,684672806320.687
32.6,"Sprat",0.0409,686828987027.228
32.7,"Sprat",0.0409,689203221652.794
32.8,"Sprat",0.0409,691764559152.425
32.9,"Sprat",0.0409,694479590139.691
33,"Sprat",0.0409,697312295939.093
33.1,"Sprat",0.0409,700223955734.724
33.2,"Sprat",0.0409,703173166280.988
33.3,"Sprat",0.0409,706116022419.518
33.4,"Sprat",0.0409,709006496128.09
33.5,"Sprat",0.0409,711797036568.368
33.6,"Sprat",0.0409,714439393867.821
33.7,"Sprat",0.0409,716885646583.666
33.8,"Sprat",0.0409,719089389579.99
33.9,"Sprat",0.0409,721007018822.771
34,"Sprat",0.0409,722599035780.873
34.1,"Sprat",0.0409,723831289220.782
34.2,"Sprat",0.0409,724676077099.76
34.3,"Sprat",0.0409,725113045057.588
34.4,"Sprat",0.0409,725129838187.235
34.5,"Sprat",0.0409,724722485931.222
34.6,"Sprat",0.0409,723895522553.234
34.7,"Sprat",0.0409,722661864592.499
34.8,"Sprat",0.0409,721042479781.18
34.9,"Sprat",0.0409,719065887850.072
35,"Sprat",0.0409,716767532265.531
35.1,"Sprat",0.0409,714189054093.163
35.2,"Sprat",0.0409,711377486795.597
35.3,"Sprat",0.0409,708384376736.292
35.4,"Sprat",0.0409,705264822044.314
35.5,"Sprat",0.0409,702076415953.771
35.6,"Sprat",0.0409,698878082671.694
35.7,"Sprat",0.0409,695728805470.714
35.8,"Sprat",0.0409,692686266872.624
35.9,"Sprat",0.0409,689805445764.984
36,"Sprat",0.0409,687137240426.548
36.1,"Sprat",0.0409,684727203460.925
36.2,"Sprat",0.0409,682614479323.116
36.3,"Sprat",0.0409,680831024765.82
36.4,"Sprat",0.0409,679401167794.463
36.5,"Sprat",0.0409,678341525551.604
36.6,"Sprat",0.0409,677661262222.85
36.7,"Sprat",0.0409,677362631611.934
36.8,"Sprat",0.0409,677441721637.541
36.9,"Sprat",0.0409,677889303648.924
37,"Sprat",0.0409,678691689321.708
37.1,"Sprat",0.0409,679831510455.251
37.2,"Sprat",0.0409,681288358729.871
37.3,"Sprat",0.0409,683039248928.048
37.4,"Sprat",0.0409,685058895932.538
37.5,"Sprat",0.0409,687319819598.549
37.6,"Sprat",0.0409,689792310365.672
37.7,"Sprat",0.0409,692444301628.572
37.8,"Sprat",0.0409,695241202843.596
37.9,"Sprat",0.0409,698145750965.333
38,"Sprat",0.0409,701117937786.664
38.1,"Sprat",0.0409,704115067262.939
38.2,"Sprat",0.0409,707091989515.179
38.3,"Sprat",0.0409,710001546240.717
38.4,"Sprat",0.0409,712795245334.469
38.5,"Sprat",0.0409,715424161182.145
38.6,"Sprat",0.0409,717840033159.943
38.7,"Sprat",0.0409,719996511407.024
38.8,"Sprat",0.0409,721850479605.128
38.9,"Sprat",0.0409,723363372706.743
39,"Sprat",0.0409,724502405494.936
39.1,"Sprat",0.0409,725241635914.783
39.2,"Sprat",0.0409,725562803773.526
39.3,"Sprat",0.0409,725455907694.166
39.4,"Sprat",0.0409,724919507448.875
39.5,"Sprat",0.0409,723960761383.919
39.6,"Sprat",0.0409,722595226606.502
39.7,"Sprat",0.0409,720846460915.241
39.8,"Sprat",0.0409,718745469156.756
39.9,"Sprat",0.0409,716330032903.419
40,"Sprat",0.0409,713643952294.565
0,"Sandeel",0.0409,489001464185.176
0.1,"Sandeel",0.0409,488947434486.712
0.2,"Sandeel",0.0409,488841037088.07
0.3,"Sandeel",0.0409,488477304017.182
0.4,"Sandeel",0.0409,487861068983.406
0.5,"Sandeel",0.0409,487155617707.159
0.6,"Sandeel",0.0409,486549987546.146
0.7,"Sandeel",0.0409,486162347662.774
0.8,"Sandeel",0.0409,486015744915.007
0.9,"Sandeel",0.0409,486062859623.592
1,"Sandeel",0.0409,486225051510.897
1.1,"Sandeel",0.0409,486424136829.201
1.2,"Sandeel",0.0409,486599977513.098
1.3,"Sandeel",0.0409,486715498925.043
1.4,"Sandeel",0.0409,486753817707.354
1.5,"Sandeel",0.0409,486712109421.803
1.6,"Sandeel",0.0409,486595480756.451
1.7,"Sandeel",0.0409,486412492714.002
1.8,"Sandeel",0.0409,486172670619.793
1.9,"Sandeel",0.0409,485885560255.221
2,"Sandeel",0.0409,485560629240.794
2.1,"Sandeel",0.0409,485207406265.806
2.2,"Sandeel",0.0409,484835499211.768
2.3,"Sandeel",0.0409,484454382056.063
2.4,"Sandeel",0.0409,484073009149.843
2.5,"Sandeel",0.0409,483699387584.817
2.6,"Sandeel",0.0409,483340234845.319
2.7,"Sandeel",0.0409,483000803166.405
2.8,"Sandeel",0.0409,482684894130.058
2.9,"Sandeel",0.0409,482395037400.013
3,"Sandeel",0.0409,482132776133.887
3.1,"Sandeel",0.0409,481898990408.177
3.2,"Sandeel",0.0409,481694195695.925
3.3,"Sandeel",0.0409,481518770337.924
3.4,"Sandeel",0.0409,481373087869.916
3.5,"Sandeel",0.0409,481257551643.084
3.6,"Sandeel",0.0409,481172546530.51
3.7,"Sandeel",0.0409,481118333511.717
3.8,"Sandeel",0.0409,481094917097.784
3.9,"Sandeel",0.0409,481101913792.942
4,"Sandeel",0.0409,481138443899.707
4.1,"Sandeel",0.0409,481203061174.856
4.2,"Sandeel",0.0409,481293727190.267
4.3,"Sandeel",0.0409,481407831164.766
4.4,"Sandeel",0.0409,481542251999.065
4.5,"Sandeel",0.0409,481693456853.634
4.6,"Sandeel",0.0409,481857628928.2
4.7,"Sandeel",0.0409,482030815285.098
4.8,"Sandeel",0.0409,482209083386.543
4.9,"Sandeel",0.0409,482388673078.327
5,"Sandeel",0.0409,482566130150.494
5.1,"Sandeel",0.0409,482738409314.848
5.2,"Sandeel",0.0409,482902938696.752
5.3,"Sandeel",0.0409,483057643999.811
5.4,"Sandeel",0.0409,483200936892.837
5.5,"Sandeel",0.0409,483331677272.318
5.6,"Sandeel",0.0409,483449121712.088
5.7,"Sandeel",0.0409,483552870265.085
5.8,"Sandeel",0.0409,483642821250.8
5.9,"Sandeel",0.0409,483719139663.496
6,"Sandeel",0.0409,483782240415.919
6.1,"Sandeel",0.0409,483832783674.433
6.2,"Sandeel",0.0409,483871676631.996
6.3,"Sandeel",0.0409,483900074503.533
6.4,"Sandeel",0.0409,483919373397.945
6.5,"Sandeel",0.0409,483931188962.195
6.6,"Sandeel",0.0409,483937317120.498
6.7,"Sandeel",0.0409,483939676511.771
6.8,"Sandeel",0.0409,483940235854.145
6.9,"Sandeel",0.0409,483940932782.38
7,"Sandeel",0.0409,483943593015.526
7.1,"Sandeel",0.0409,483949859444.525
7.2,"Sandeel",0.0409,483961139607.524
7.3,"Sandeel",0.0409,483978577182.431
7.4,"Sandeel",0.0409,484003049125.689
7.5,"Sandeel",0.0409,484035185769.562
7.6,"Sandeel",0.0409,484075407480.19
7.7,"Sandeel",0.0409,484123969134.276
7.8,"Sandeel",0.0409,484181003103.106
7.9,"Sandeel",0.0409,484246552618.409
8,"Sandeel",0.0409,484320589931.442
8.1,"Sandeel",0.0409,484403016917.981
8.2,"Sandeel",0.0409,484493649025.466
8.3,"Sandeel",0.0409,484592186120.215
8.4,"Sandeel",0.0409,484698175520.533
8.5,"Sandeel",0.0409,484810973210.994
8.6,"Sandeel",0.0409,484929709064.077
8.7,"Sandeel",0.0409,485053261117.481
8.8,"Sandeel",0.0409,485180242855.505
8.9,"Sandeel",0.0409,485309006232.268
9,"Sandeel",0.0409,485437661944.737
9.1,"Sandeel",0.0409,485564117201.542
9.2,"Sandeel",0.0409,485686129887.111
9.3,"Sandeel",0.0409,485801376581.743
9.4,"Sandeel",0.0409,485907530466.045
9.5,"Sandeel",0.0409,486002343928.942
9.6,"Sandeel",0.0409,486083729988.842
9.7,"Sandeel",0.0409,486149836666.013
9.8,"Sandeel",0.0409,486199109307.104
9.9,"Sandeel",0.0409,486230337457.34
10,"Sandeel",0.0409,486242684913.44
10.1,"Sandeel",0.0409,486235703676.869
10.2,"Sandeel",0.0409,486209334276.306
10.3,"Sandeel",0.0409,486163896059.857
10.4,"Sandeel",0.0409,486100071446.451
10.5,"Sandeel",0.0409,486018887795.068
10.6,"Sandeel",0.0409,485921699624.359
10.7,"Sandeel",0.0409,485810172567.456
10.8,"Sandeel",0.0409,485686268867.026
10.9,"Sandeel",0.0409,485552232605.767
11,"Sandeel",0.0409,485410571456.748
11.1,"Sandeel",0.0409,485264030791.234
11.2,"Sandeel",0.0409,485115555779.791
11.3,"Sandeel",0.0409,484968237898.068
11.4,"Sandeel",0.0409,484825244090.691
11.5,"Sandeel",0.0409,484689729606.87
11.6,"Sandeel",0.0409,484564738770.708
11.7,"Sandeel",0.0409,484453101026.449
11.8,"Sandeel",0.0409,484357331753.489
11.9,"Sandeel",0.0409,484279547945.352
12,"Sandeel",0.0409,484221407577.715
12.1,"Sandeel",0.0409,484184078482.45
12.2,"Sandeel",0.0409,484168238365.463
12.3,"Sandeel",0.0409,484174103124.254
12.4,"Sandeel",0.0409,484201476774.969
12.5,"Sandeel",0.0409,484249813850.079
12.6,"Sandeel",0.0409,484318284474.313
12.7,"Sandeel",0.0409,484405833429.606
12.8,"Sandeel",0.0409,484511226957.089
12.9,"Sandeel",0.0409,484633084159.167
13,"Sandeel",0.0409,484769892958.382
13.1,"Sandeel",0.0409,484920013074.636
13.2,"Sandeel",0.0409,485081670076.282
13.3,"Sandeel",0.0409,485252945195.664
13.4,"Sandeel",0.0409,485431765454.63
13.5,"Sandeel",0.0409,485615898021.784
13.6,"Sandeel",0.0409,485802951923.907
13.7,"Sandeel",0.0409,485990389461.755
13.8,"Sandeel",0.0409,486175548986.544
13.9,"Sandeel",0.0409,486355679991.9
14,"Sandeel",0.0409,486527990617.26
14.1,"Sandeel",0.0409,486689706532.42
14.2,"Sandeel",0.0409,486838138800.311
14.3,"Sandeel",0.0409,486970756885.127
14.4,"Sandeel",0.0409,487085261805.246
14.5,"Sandeel",0.0409,487179653869.877
14.6,"Sandeel",0.0409,487252289726.369
14.7,"Sandeel",0.0409,487301924618.713
14.8,"Sandeel",0.0409,487327737622.76
14.9,"Sandeel",0.0409,487329339810.762
15,"Sandeel",0.0409,487306767375.543
15.1,"Sandeel",0.0409,487260463339.497
15.2,"Sandeel",0.0409,487191252350.223
15.3,"Sandeel",0.0409,487100313145.167
15.4,"Sandeel",0.0409,486989152601.164
15.5,"Sandeel",0.0409,486859583998.207
15.6,"Sandeel",0.0409,486713710389.67
15.7,"Sandeel",0.0409,486553911989.733
15.8,"Sandeel",0.0409,486382834522.931
15.9,"Sandeel",0.0409,486203373857.931
16,"Sandeel",0.0409,486018651346.252
16.1,"Sandeel",0.0409,485831974465.843
16.2,"Sandeel",0.0409,485646778854.238
16.3,"Sandeel",0.0409,485466550568.859
16.4,"Sandeel",0.0409,485294731052.005
16.5,"Sandeel",0.0409,485134611100.559
16.6,"Sandeel",0.0409,484989223259.009
16.7,"Sandeel",0.0409,484861243635.337
16.8,"Sandeel",0.0409,484752913655.966
16.9,"Sandeel",0.0409,484665989691.729
17,"Sandeel",0.0409,484601724298.677
17.1,"Sandeel",0.0409,484560877935.19
17.2,"Sandeel",0.0409,484543755516.137
17.3,"Sandeel",0.0409,484550258994.042
17.4,"Sandeel",0.0409,484579945893.777
17.5,"Sandeel",0.0409,484632084455.673
17.6,"Sandeel",0.0409,484705698380.122
17.7,"Sandeel",0.0409,484799597417.259
17.8,"Sandeel",0.0409,484912393410.373
17.9,"Sandeel",0.0409,485042504195.076
18,"Sandeel",0.0409,485188149552.527
18.1,"Sandeel",0.0409,485347344107.094
18.2,"Sandeel",0.0409,485517891821.645
18.3,"Sandeel",0.0409,485697385926.016
18.4,"Sandeel",0.0409,485883217099.245
18.5,"Sandeel",0.0409,486072591801.805
18.6,"Sandeel",0.0409,486262561933.415
18.7,"Sandeel",0.0409,486450066406.09
18.8,"Sandeel",0.0409,486631984585.018
18.9,"Sandeel",0.0409,486805200673.437
19,"Sandeel",0.0409,486966676929.03
19.1,"Sandeel",0.0409,487113532213.399
19.2,"Sandeel",0.0409,487243121087.241
19.3,"Sandeel",0.0409,487353107853.204
19.4,"Sandeel",0.0409,487441529942.282
19.5,"Sandeel",0.0409,487506845976.973
19.6,"Sandeel",0.0409,487547965611.305
19.7,"Sandeel",0.0409,487564260506.417
19.8,"Sandeel",0.0409,487555558097.25
19.9,"Sandeel",0.0409,487522121708.389
20,"Sandeel",0.0409,487464621781.719
20.1,"Sandeel",0.0409,487384103353.112
20.2,"Sandeel",0.0409,487281954477.462
20.3,"Sandeel",0.0409,487159879162.592
20.4,"Sandeel",0.0409,487019876688.716
20.5,"Sandeel",0.0409,486864227145.84
20.6,"Sandeel",0.0409,486695480846.673
20.7,"Sandeel",0.0409,486516447273.393
20.8,"Sandeel",0.0409,486330177780.114
20.9,"Sandeel",0.0409,486139935821.645
21,"Sandeel",0.0409,485949149359.977
21.1,"Sandeel",0.0409,485761342436.846
21.2,"Sandeel",0.0409,485580046465.582
21.3,"Sandeel",0.0409,485408695970.395
21.4,"Sandeel",0.0409,485250517373.794
21.5,"Sandeel",0.0409,485108422021.196
21.6,"Sandeel",0.0409,484984915170.75
21.7,"Sandeel",0.0409,484882030869.885
21.8,"Sandeel",0.0409,484801298783.446
21.9,"Sandeel",0.0409,484743743961.313
22,"Sandeel",0.0409,484709915377.428
22.1,"Sandeel",0.0409,484699934972.603
22.2,"Sandeel",0.0409,484713556714.95
22.3,"Sandeel",0.0409,484750225170.914
22.4,"Sandeel",0.0409,484809125028.23
22.5,"Sandeel",0.0409,484889216273.644
22.6,"Sandeel",0.0409,484989253439.5
22.7,"Sandeel",0.0409,485107790666.848
22.8,"Sandeel",0.0409,485243176696.277
22.9,"Sandeel",0.0409,485393545039.461
23,"Sandeel",0.0409,485556804592.885
23.1,"Sandeel",0.0409,485730635166.807
23.2,"Sandeel",0.0409,485912491255.449
23.3,"Sandeel",0.0409,486099616254.447
23.4,"Sandeel",0.0409,486289068455.267
23.5,"Sandeel",0.0409,486477759516.224
23.6,"Sandeel",0.0409,486662505552.869
23.7,"Sandeel",0.0409,486840090267.255
23.8,"Sandeel",0.0409,487007338476.664
23.9,"Sandeel",0.0409,487161197021.479
24,"Sandeel",0.0409,487298818562.397
24.1,"Sandeel",0.0409,487417642611.155
24.2,"Sandeel",0.0409,487515467688.453
24.3,"Sandeel",0.0409,487590509037.207
24.4,"Sandeel",0.0409,487641437849.934
24.5,"Sandeel",0.0409,487667400231.259
24.6,"Sandeel",0.0409,487668016652.85
24.7,"Sandeel",0.0409,487643364966.033
24.8,"Sandeel",0.0409,487593951710.55
24.9,"Sandeel",0.0409,487520677270.567
25,"Sandeel",0.0409,487424800339.324
25.1,"Sandeel",0.0409,487307906251.007
25.2,"Sandeel",0.0409,487171882176.714
25.3,"Sandeel",0.0409,487018900140.508
25.4,"Sandeel",0.0409,486851406501.045
25.5,"Sandeel",0.0409,486672114237.302
25.6,"Sandeel",0.0409,486483992439.423
25.7,"Sandeel",0.0409,486290246282.332
25.8,"Sandeel",0.0409,486094280890.876
25.9,"Sandeel",0.0409,485899644180.252
26,"Sandeel",0.0409,485709946949.427
26.1,"Sandeel",0.0409,485528762772.924
26.2,"Sandeel",0.0409,485359514735.457
26.3,"Sandeel",0.0409,485205359721.211
26.4,"Sandeel",0.0409,485069082811.413
26.5,"Sandeel",0.0409,484953013744.88
26.6,"Sandeel",0.0409,484858974337.399
26.7,"Sandeel",0.0409,484788260855.714
26.8,"Sandeel",0.0409,484741659700.158
26.9,"Sandeel",0.0409,484719489641.082
27,"Sandeel",0.0409,484721660374.798
27.1,"Sandeel",0.0409,484747735949.295
27.2,"Sandeel",0.0409,484796992700.452
27.3,"Sandeel",0.0409,484868464233.766
27.4,"Sandeel",0.0409,484960969831.52
27.5,"Sandeel",0.0409,485073126518.117
27.6,"Sandeel",0.0409,485203348092.651
27.7,"Sandeel",0.0409,485349836279.912
27.8,"Sandeel",0.0409,485510569683.657
27.9,"Sandeel",0.0409,485683295702.438
28,"Sandeel",0.0409,485865529435.776
28.1,"Sandeel",0.0409,486054562338.209
28.2,"Sandeel",0.0409,486247482313.883
28.3,"Sandeel",0.0409,486441206205.492
28.4,"Sandeel",0.0409,486632525112.376
28.5,"Sandeel",0.0409,486818162420.386
28.6,"Sandeel",0.0409,486994843582.558
28.7,"Sandeel",0.0409,487159375436.646
28.8,"Sandeel",0.0409,487308731298.483
28.9,"Sandeel",0.0409,487440136571.572
29,"Sandeel",0.0409,487551148624.553
29.1,"Sandeel",0.0409,487639724615.496
29.2,"Sandeel",0.0409,487704271972.365
29.3,"Sandeel",0.0409,487743678254.455
29.4,"Sandeel",0.0409,487757319728.128
29.5,"Sandeel",0.0409,487745050655.543
29.6,"Sandeel",0.0409,487707177504.235
29.7,"Sandeel",0.0409,487644423681.567
29.8,"Sandeel",0.0409,487557890832.93
29.9,"Sandeel",0.0409,487449022246.507
30,"Sandeel",0.0409,487319572617.113
30.1,"Sandeel",0.0409,487171586514.872
30.2,"Sandeel",0.0409,487007385577.537
30.3,"Sandeel",0.0409,486829561935.809
30.4,"Sandeel",0.0409,486640973010.859
30.5,"Sandeel",0.0409,486444731018.63
30.6,"Sandeel",0.0409,486244179766.186
30.7,"Sandeel",0.0409,486042852065.118
30.8,"Sandeel",0.0409,485844403519.456
30.9,"Sandeel",0.0409,485652522379.652
31,"Sandeel",0.0409,485470819936.772
31.1,"Sandeel",0.0409,485302710536.517
31.2,"Sandeel",0.0409,485151293571.179
31.3,"Sandeel",0.0409,485019250818.966
31.4,"Sandeel",0.0409,484908770820.847
31.5,"Sandeel",0.0409,484821507872.924
31.6,"Sandeel",0.0409,484758577563.184
31.7,"Sandeel",0.0409,484720584886.258
31.8,"Sandeel",0.0409,484707676150.864
31.9,"Sandeel",0.0409,484719603145.199
32,"Sandeel",0.0409,484755787766.196
32.1,"Sandeel",0.0409,484815377338.102
32.2,"Sandeel",0.0409,484897284424.885
32.3,"Sandeel",0.0409,485000209099.946
32.4,"Sandeel",0.0409,485122645417.523
32.5,"Sandeel",0.0409,485262876532.546
32.6,"Sandeel",0.0409,485418964226.408
32.7,"Sandeel",0.0409,485588738598.817
32.8,"Sandeel",0.0409,485769792761.655
32.9,"Sandeel",0.0409,485959486034.007
33,"Sandeel",0.0409,486154957855.051
33.1,"Sandeel",0.0409,486353153681.295
33.2,"Sandeel",0.0409,486550863540.242
33.3,"Sandeel",0.0409,486744773475.419
33.4,"Sandeel",0.0409,486931529533.815
33.5,"Sandeel",0.0409,487107812967.533
33.6,"Sandeel",0.0409,487270423897.073
33.7,"Sandeel",0.0409,487416369028.381
33.8,"Sandeel",0.0409,487542947559.933
33.9,"Sandeel",0.0409,487647828657.076
34,"Sandeel",0.0409,487729114180.527
34.1,"Sandeel",0.0409,487785381826.279
34.2,"Sandeel",0.0409,487815706228.411
34.3,"Sandeel",0.0409,487819658404.7
34.4,"Sandeel",0.0409,487797286607.908
34.5,"Sandeel",0.0409,487749083687.664
34.6,"Sandeel",0.0409,487675947172.079
34.7,"Sandeel",0.0409,487579138366.746
34.8,"Sandeel",0.0409,487460245926.901
34.9,"Sandeel",0.0409,487321157752.67
35,"Sandeel",0.0409,487164042877.924
35.1,"Sandeel",0.0409,486991342480.69
35.2,"Sandeel",0.0409,486805766504.339
35.3,"Sandeel",0.0409,486610290014.041
