time,species,weight,N
1,Dab,0.168,2182123890.4905605
0,Whiting,0.168,81182824091.25659
1,Whiting,0.168,81359781252.99825
0,Sole,0.168,11805819474.24408
1,Sole,0.168,11803271083.626757
0,Gurnard,0.168,114872019661.5382
1,Gurnard,0.168,125727360788.2968
0,Plaice,0.168,2866296784259.816
1,Plaice,0.168,3339265098173.8887
0,Haddock,0.168,207742337365.22546
1,Haddock,0.168,211196202886.3188
0,Cod,0.168,1254873083.2274787
1,Cod,0.168,1252967114.4015625
0,Saithe,0.168,25829794467.791786
1,Saithe,0.168,25819504081.637493
0,Sprat,0.201,151741012575.76147
1,Sprat,0.201,152063869338.2132
0,Sandeel,0.201,147936094005.20743
1,Sandeel,0.201,148092846836.05563
0,N.pout,0.201,730073786376.2335
1,N.pout,0.201,727353077954.3365
0,Herring,0.201,149121646086.8125
1,Herring,0.201,148408273447.70947
0,Dab,0.201,1795586535.69407
1,Dab,0.201,1805095735.103051
0,Whiting,0.201,64564099979.78725
1,Whiting,0.201,64766011338.272194
0,Sole,0.201,9862254110.377785
1,Sole,0.201,9858664109.987116
0,Gurnard,0.201,89735900280.73457
1,Gurnard,0.201,97907865729.6184
0,Plaice,0.201,2140988045477.099
1,Plaice,0.201,2471560890957.295
0,Haddock,0.201,166205134568.86777
1,Haddock,0.201,169103139109.64047
0,Cod,0.201,1061682049.7632691
1,Cod,0.201,1060386865.3706223
0,Saithe,0.201,21975370600.05349
1,Saithe,0.201,21974586755.05431
0,Sprat,0.24,123805562413.9458
1,Sprat,0.24,124119263446.19057
0,Sandeel,0.24,128904319102.8043
1,Sandeel,0.24,129054899182.67842
0,N.pout,0.24,557821844847.3485
1,N.pout,0.24,556792097622.3275
0,Herring,0.24,122935225949.24332
1,Herring,0.24,122436054262.43146
0,Dab,0.24,1478527819.3571465
1,Dab,0.24,1487378752.5411968
0,Whiting,0.24,51015494942.72605
1,Whiting,0.24,51223720130.42635
0,Sole,0.24,8213861543.805932
1,Sole,0.24,8206287294.263483
0,Gurnard,0.24,69650706205.74081
1,Gurnard,0.24,75719922878.76234
0,Plaice,0.24,1587393615742.4297
1,Plaice,0.24,1813476756691.582
0,Haddock,0.24,132242526618.11835
1,Haddock,0.24,134659137130.25122
0,Cod,0.24,895480638.208424
1,Cod,0.24,894628987.1642809
0,Saithe,0.24,18626001714.952206
1,Saithe,0.24,18636110451.85917
0,Sprat,0.286,100661776449.28038
1,Sprat,0.286,100919693322.5439
0,Sandeel,0.286,112205569427.94334
1,Sandeel,0.286,112342351832.3593
0,N.pout,0.286,422508436478.91364
1,N.pout,0.286,422685678854.1616
0,Herring,0.286,101021026697.96452
1,Herring,0.286,100682679676.1601
0,Dab,0.286,1213050898.401444
1,Dab,0.286,1220714044.7437706
0,Whiting,0.286,40043894287.48767
1,Whiting,0.286,40245487342.92758
0,Sole,0.286,6820752870.0943575
1,Sole,0.286,6807520033.484672
0,Gurnard,0.286,53711589426.49703
1,Gurnard,0.286,58153238465.837105
0,Plaice,0.286,1168342821380.3735
1,Plaice,0.286,1319263085815.3247
0,Haddock,0.286,104637361193.77907
1,Haddock,0.286,106639448096.37761
0,Cod,0.286,752894347.4728252
1,Cod,0.286,752357089.7008722
0,Saithe,0.286,15724414441.927195
1,Saithe,0.286,15746296103.591112
0,Sprat,0.342,81562386109.56293
1,Sprat,0.342,81739017503.60866
0,Sandeel,0.342,97569961900.18065
1,Sandeel,0.342,97687222136.73328
0,N.pout,0.342,317190375338.40106
1,N.pout,0.342,318173984130.4176
0,Herring,0.342,82748087090.37852
1,Herring,0.342,82527214140.03888
0,Dab,0.342,991668629.9010966
1,Dab,0.342,997842937.8051842
0,Whiting,0.342,31221775148.300316
1,Whiting,0.342,31408289311.885452
0,Sole,0.342,5647651086.959536
1,Sole,0.342,5628127742.801629
0,Gurnard,0.342,41151280074.39599
1,Gurnard,0.342,44350154504.36421
0,Plaice,0.342,853776684407.9467
1,Plaice,0.342,951807096311.8473
0,Haddock,0.342,82335488254.11923
1,Haddock,0.342,83982614072.69386
0,Cod,0.342,630926459.1470854
1,Cod,0.342,630606163.2046071
0,Saithe,0.342,13219216333.09811
1,Saithe,0.342,13253147690.150705
0,Sprat,0.408,65863091587.736
1,Sprat,0.408,65949131976.30503
0,Sandeel,0.408,84757299699.11105
1,Sandeel,0.408,84851079445.19579
0,N.pout,0.408,236006260366.28787
1,N.pout,0.408,237473179589.76755
0,Herring,0.408,67567529967.496025
1,Herring,0.408,67429527466.43508
0,Dab,0.408,807827893.4601808
1,Dab,0.408,812396915.731202
0,Whiting,0.408,24180298396.77985
1,Whiting,0.408,24346746661.618458
0,Sole,0.408,4663432720.7793865
1,Sole,0.408,4637798221.267751
0,Gurnard,0.408,31324084212.466835
1,Gurnard,0.408,33588057950.463856
0,Plaice,0.408,619610945980.3284
1,Plaice,0.408,681317091239.3615
0,Haddock,0.408,64429537940.13852
1,Haddock,0.408,65774362675.67765
0,Cod,0.408,526920558.7517312
1,Cod,0.408,526745436.08750397
0,Saithe,0.408,11064272210.055895
1,Saithe,0.408,11109882094.625713
0,Sprat,0.486,53010306539.22153
1,Sprat,0.486,53008165237.237976
0,Sandeel,0.486,73553854081.30014
1,Sandeel,0.486,73621806235.13803
0,N.pout,0.486,174049290001.4318
1,N.pout,0.486,175748289991.76398
0,Herring,0.486,55003355173.43442
1,Herring,0.486,54921151764.460556
0,Dab,0.486,655811259.1224661
1,Dab,0.486,658800588.4271291
0,Whiting,0.486,18602998009.111828
1,Whiting,0.486,18746986791.623837
0,Sole,0.486,3840719190.6376104
1,Sole,0.486,3809740118.4943542
0,Gurnard,0.486,23690839805.136047
1,Gurnard,0.486,25262921791.35487
0,Plaice,0.486,446735218308.1333
1,Plaice,0.486,484154804422.9822
0,Haddock,0.486,50143461782.50352
1,Haddock,0.486,51232256688.45738
0,Cod,0.486,438525533.9993017
1,Cod,0.486,438444013.8879929
0,Saithe,0.486,9218132562.535114
1,Saithe,0.486,9274414576.693346
0,Sprat,0.58,42530198972.42487
1,Sprat,0.58,42450080492.51664
0,Sandeel,0.58,63769501130.67869
1,Sandeel,0.58,63810716663.86218
0,N.pout,0.58,127249460095.51389
1,N.pout,0.58,128994565861.51021
0,Herring,0.58,44644114957.08565
1,Herring,0.58,44597038075.340935
0,Dab,0.58,530648547.1602138
1,Dab,0.58,532186065.0538773
0,Whiting,0.58,14220044487.911024
1,Whiting,0.58,14341069597.88352
0,Sole,0.58,3155510515.7926364
1,Sole,0.58,3120333432.437882
0,Gurnard,0.58,17804951537.609135
1,Gurnard,0.58,18874049037.72641
0,Plaice,0.58,320139295935.5622
1,Plaice,0.58,341799480222.6803
0,Haddock,0.58,38817946948.592224
1,Haddock,0.58,39691172095.200485
0,Cod,0.58,363663310.1325669
1,Cod,0.58,363639318.05412376
0,Saithe,0.58,7643521567.953154
1,Saithe,0.58,7708901051.354829
0,Sprat,0.693,34018889112.192623
1,Sprat,0.693,33875502989.70671
0,Sandeel,0.693,55235174688.946396
1,Sandeel,0.693,55249993318.14439
0,N.pout,0.693,92265159685.42007
1,N.pout,0.693,93927848419.10196
0,Herring,0.693,36135409840.22958
1,Herring,0.693,36108141048.52758
0,Dab,0.693,428036993.21228117
1,Dab,0.693,428317156.40761566
0,Whiting,0.693,10803025448.702156
1,Whiting,0.693,10901909855.193846
0,Sole,0.693,2586853800.903905
1,Sole,0.693,2548822537.763212
0,Gurnard,0.693,13299569636.051756
1,Gurnard,0.693,14010054788.93617
0,Plaice,0.693,228157265406.9531
1,Plaice,0.693,239932768015.14774
0,Haddock,0.693,29896767862.786697
1,Haddock,0.693,30589665485.70639
0,Cod,0.693,300499412.0345186
1,Cod,0.693,300508352.64874136
0,Saithe,0.693,6306888608.565727
1,Saithe,0.693,6379335990.320883
0,Sprat,0.827,27133700048.65976
1,Sprat,0.827,26943603992.057533
0,Sandeel,0.827,47800610285.17697
1,Sandeel,0.827,47790407775.89117
0,N.pout,0.827,66383751083.32797
1,N.pout,0.827,67883963792.98161
0,Herring,0.827,29173153757.373672
1,Herring,0.827,29154760612.51208
0,Dab,0.827,344269094.3731937
1,Dab,0.827,343521920.8291799
0,Whiting,0.827,8160180885.294485
1,Whiting,0.827,8238623906.62048
0,Sole,0.827,2116541436.4423273
1,Sole,0.827,2077043124.2513444
0,Gurnard,0.827,9875950517.158916
1,Gurnard,0.827,10336090091.300491
0,Plaice,0.827,161820364826.1322
1,Plaice,0.827,167637544543.91022
0,Haddock,0.827,22914122693.442554
1,Haddock,0.827,23457274768.74009
0,Cod,0.827,247416565.11342663
1,Cod,0.827,247441802.17474574
0,Saithe,0.827,5178024546.6540365
1,Saithe,0.827,5255202286.232081
0,Sprat,0.987,21585261004.680027
1,Sprat,0.987,21364890460.849403
0,Sandeel,0.987,41332322086.014595
1,Sandeel,0.987,41299299840.49505
0,N.pout,0.987,47430383261.18795
1,N.pout,0.987,48726930092.12289
0,Herring,0.987,23497480262.483566
1,Herring,0.987,23480570876.896423
0,Dab,0.987,276166194.7791353
1,Dab,0.987,274632201.59782594
0,Whiting,0.987,6131996613.106331
1,Whiting,0.987,6192233090.063814
0,Sole,0.987,1728829283.9047835
1,Sole,0.987,1689175584.302312
0,Gurnard,0.987,7292961885.175447
1,Gurnard,0.987,7582288332.556885
0,Plaice,0.987,114308611755.6147
1,Plaice,0.987,116705892799.66055
0,Haddock,0.987,17482915698.590866
1,Haddock,0.987,17902779695.472847
0,Cod,0.987,202990612.66805854
1,Cod,0.987,203020913.12694797
0,Saithe,0.987,4229731884.035834
1,Saithe,0.987,4309167282.953137
0,Sprat,1.18,17130457250.087963
1,Sprat,1.18,16894770343.78887
0,Sandeel,1.18,35711827020.65267
1,Sandeel,1.18,35658799855.585915
0,N.pout,1.18,33684834163.982746
1,N.pout,1.18,34765698023.595856
0,Herring,1.18,18887298949.599182
1,Herring,1.18,18867269167.417126
0,Dab,1.18,221017955.43244603
1,Dab,1.18,218928977.09425387
0,Whiting,1.18,4587136633.894114
1,Whiting,1.18,4631670544.707442
0,Sole,1.18,1410175825.9657314
1,Sole,1.18,1371518759.1555161
0,Gurnard,1.18,5357761556.844943
1,Gurnard,1.18,5533401125.279696
0,Plaice,1.18,80492873865.94612
1,Plaice,1.18,81051673357.16002
0,Haddock,1.18,13284065278.738554
1,Haddock,1.18,13603433228.823174
0,Cod,1.18,165969424.11565498
1,Cod,1.18,165997044.91826534
0,Saithe,1.18,3437566983.2850566
1,Saithe,1.18,3516817706.5160546
0,Sprat,1.4,13566128257.753935
1,Sprat,1.4,13327786061.461174
0,Sandeel,1.4,30834151156.17573
1,Sandeel,1.4,30764338772.02067
0,N.pout,1.4,23805910676.041767
1,N.pout,1.4,24679204359.734776
0,Herring,1.4,15155408452.737074
1,Herring,1.4,15129782398.154644
0,Dab,1.4,176526872.31173643
1,Dab,1.4,174092548.72588152
0,Whiting,1.4,3418657986.5575614
1,Whiting,1.4,3450058280.109443
0,Sole,1.4,1148999191.5075326
1,Sole,1.4,1112279436.0594444
0,Gurnard,1.4,3917581870.956093
1,Gurnard,1.4,4019583907.221865
0,Plaice,1.4,56557552604.83949
1,Plaice,1.4,56221889201.50969
0,Haddock,1.4,10056771785.679121
1,Haddock,1.4,10295162129.625425
0,Cod,1.4,135254367.15716878
1,Cod,1.4,135273702.68541667
0,Saithe,1.4,2779617223.9756966
1,Saithe,1.4,2856425602.4972196
0,Sprat,1.68,10723446196.408932
1,Sprat,1.68,10492431501.249186
0,Sandeel,1.68,26606956708.51551
1,Sandeel,1.68,26523781440.34687
0,N.pout,1.68,16763456900.328047
1,N.pout,1.68,17449613598.73545
0,Herring,1.68,12144113677.194458
1,Herring,1.68,12111973758.093899
0,Dab,1.68,140757398.3442309
1,Dab,1.68,138156810.82159162
0,Whiting,1.68,2540495209.1084285
1,Whiting,1.68,2561242893.8527875
0,Sole,1.68,935450802.1899446
1,Sole,1.68,901374466.243436
0,Gurnard,1.68,2852567994.8570147
1,Gurnard,1.68,2908288135.9384413
0,Plaice,1.68,39694271445.145134
1,Plaice,1.68,38999092473.50574
0,Haddock,1.68,7589732923.340922
1,Haddock,1.68,7763724940.465508
0,Cod,1.68,109884120.22925873
1,Cod,1.68,109890795.98016103
0,Saithe,1.68,2236327958.5976553
1,Saithe,1.68,2308737602.659487
0,Sprat,2,8462914131.334226
1,Sprat,2,8246488656.253594
0,Sandeel,2,22952185638.04175
1,Sandeel,2,22859070506.99585
0,N.pout,2,11778111639.728495
1,N.pout,2,12303679489.959639
0,Herring,2,9721287268.33269
1,Herring,2,9682799446.093283
0,Dab,2,112089312.41538167
1,Dab,2,109467063.53304632
0,Whiting,2,1884217765.4823003
1,Whiting,2,1896596293.0766141
0,Sole,2,761204941.162177
1,Sole,2,730243727.2438602
0,Gurnard,2,2069600310.2279701
1,Gurnard,2,2097213261.3156128
0,Plaice,2,27856998821.095478
1,Plaice,2,27085149487.935665
0,Haddock,2,5713269288.023807
1,Haddock,2,5836806897.827445
0,Cod,2,89020409.7082003
1,Cod,2,89010814.24812932
0,Saithe,2,1790335003.6015937
1,Saithe,2,1856780767.181372
0,Sprat,2.39,6669937962.903258
1,Sprat,2.39,6472837479.540003
0,Sandeel,2.39,19820373509.786804
1,Sandeel,2.39,19720451144.7674
0,N.pout,2.39,8268978472.504193
1,N.pout,2.39,8662127857.299303
0,Herring,2.39,7776847113.267752
1,Herring,2.39,7732872265.680746
0,Dab,2.39,89175187.94622098
1,Dab,2.39,86641025.95371412
0,Whiting,2.39,1396063811.1169
1,Whiting,2.39,1402098671.3499887
0,Sole,2.39,619264391.6951345
1,Sole,2.39,591673279.1835982
0,Gurnard,2.39,1497035690.0611994
1,Gurnard,2.39,1508265180.6878865
0,Plaice,2.39,19569387841.93291
1,Plaice,2.39,18855322378.484043
0,Haddock,2.39,4292353292.0707364
1,Haddock,2.39,4377023175.324428
0,Cod,2.39,71935481.56920007
1,Cod,2.39,71906581.44082247
0,Saithe,2.39,1426320673.1789076
1,Saithe,2.39,1485679638.5417309
0,Sprat,2.85,5250927636.016298
1,Sprat,2.85,5075705017.178723
0,Sandeel,2.85,17269006006.73082
1,Sandeel,2.85,17164192015.077297
0,N.pout,2.85,5809316260.177931
1,N.pout,2.85,6096838972.381796
0,Herring,2.85,6219610778.141827
1,Herring,2.85,6171395599.571037
0,Dab,2.85,70901809.82701765
1,Dab,2.85,68532864.92113937
0,Whiting,2.85,1034305515.8894439
1,Whiting,2.85,1035723259.7402617
0,Sole,2.85,503782267.18027943
1,Sole,2.85,479628887.4181362
0,Gurnard,2.85,1080285706.028552
1,Gurnard,2.85,1082458100.5175862
0,Plaice,2.85,13775578004.669525
1,Plaice,2.85,13171114494.319693
0,Haddock,2.85,3220500200.2507887
1,Haddock,2.85,3275793528.638026
0,Cod,2.85,58000928.15117158
1,Cod,2.85,57950253.00241613
0,Saithe,2.85,1130878355.8656642
1,Saithe,2.85,1182480714.4549434
0,Sprat,3.4,4129887331.498907
1,Sprat,3.4,3977329286.1082726
0,Sandeel,3.4,15801198161.945002
1,Sandeel,3.4,15687969846.549429
0,N.pout,3.4,4089793555.521557
1,N.pout,3.4,4295418665.415674
0,Herring,3.4,4974495685.394788
1,Herring,3.4,4923437036.018542
0,Dab,3.4,56355411.632646464
1,Dab,3.4,54200153.37501618
0,Whiting,3.4,766914731.2573105
1,Whiting,3.4,765136022.8223861
0,Sole,3.4,409900134.4748996
1,Sole,3.4,389100551.3821727
0,Gurnard,3.4,778147443.4125831
1,Gurnard,3.4,775684907.4388283
0,Plaice,3.4,9726445904.017784
1,Plaice,3.4,9240664800.877287
0,Haddock,3.4,2414477205.9786496
1,Haddock,3.4,2448042514.5733304
0,Cod,3.4,46677617.65094797
1,Cod,3.4,46603243.589411594
0,Saithe,3.4,892377400.448834
1,Saithe,3.4,935982011.9349791
0,Sprat,4.06,3245458239.923407
1,Sprat,4.06,3115017595.969681
0,Sandeel,4.06,16735559437.868408
1,Sandeel,4.06,16594281391.459257
0,N.pout,4.06,2888855226.3604865
1,N.pout,4.06,3032532781.407876
0,Herring,4.06,3980039824.2630982
1,Herring,4.06,3927515300.9372563
0,Dab,4.06,44790519.24171299
1,Dab,4.06,42873657.51726145
0,Whiting,4.06,569554166.1705726
1,Whiting,4.06,565708350.9404925
0,Sole,4.06,333602224.429949
1,Sole,4.06,315958708.123889
0,Gurnard,4.06,559800910.3067151
1,Gurnard,4.06,555269538.001749
0,Plaice,4.06,6894181183.019352
1,Plaice,4.06,6516478661.908285
0,Haddock,4.06,1809779486.282091
1,Haddock,4.06,1827669616.68262
0,Cod,4.06,37505898.61199475
1,Cod,4.06,37406793.37237487
0,Saithe,4.06,700823677.8934957
1,Saithe,4.06,736566438.6401695
0,Sprat,4.84,2548387363.5524974
1,Sprat,4.84,2438589412.9565225
0,Sandeel,4.84,18647466283.74692
1,Sandeel,4.84,18463269658.648388
0,N.pout,4.84,2049405072.7338293
1,N.pout,4.84,2147243762.4124336
0,Herring,4.84,3186220838.0352407
1,Herring,4.84,3133477062.9925284
0,Dab,4.84,35602155.01096341
1,Dab,4.84,33929869.934429154
0,Whiting,4.84,423878674.7602351
1,Whiting,4.84,418834259.2933463
0,Sole,4.84,271585164.01843566
1,Sole,4.84,256822604.64940682
0,Gurnard,4.84,402386865.75941783
1,Gurnard,4.84,397206446.8019517
0,Plaice,4.84,4909050129.008497
1,Plaice,4.84,4621699241.597026
0,Haddock,4.84,1356814230.894782
1,Haddock,4.84,1363726180.8179617
0,Cod,4.84,30096982.489446666
1,Cod,4.84,29972950.289226204
0,Saithe,4.84,547713888.8518381
1,Saithe,4.84,576038528.244476
0,Sprat,5.78,1999441235.0035934
1,Sprat,5.78,1908234702.4573338
0,Sandeel,5.78,18028976891.270107
1,Sandeel,5.78,17826750115.256668
0,N.pout,5.78,1461249984.7965298
1,N.pout,5.78,1525847359.1654124
0,Herring,5.78,2552553477.0499196
1,Herring,5.78,2500642658.901189
0,Dab,5.78,28302889.713316817
1,Dab,5.78,26867774.944744214
0,Whiting,5.78,316235459.8477607
1,Whiting,5.78,310634495.1944412
0,Sole,5.78,221145516.74165714
1,Sole,5.78,208943932.7031889
0,Gurnard,5.78,289085367.1207089
1,Gurnard,5.78,283992734.2339742
0,Plaice,5.78,3513319162.0845985
1,Plaice,5.78,3297781669.1501093
0,Haddock,5.78,1017751511.1194566
1,Haddock,5.78,1017254890.2322887
0,Cod,5.78,24124841.40285693
1,Cod,5.78,23976587.222130947
0,Saithe,5.78,425887644.09131837
1,Saithe,5.78,447468520.896462
0,Sprat,6.9,1568001369.945789
1,Sprat,6.9,1493022723.5127108
0,Sandeel,6.9,16151761105.134722
1,Sandeel,6.9,15952039492.732603
0,N.pout,6.9,1047861339.9081439
1,N.pout,6.9,1088816684.1626754
0,Herring,6.9,2046444950.1541686
1,Herring,6.9,1996199888.9077299
0,Dab,6.9,22503579.087057035
1,Dab,6.9,21288903.010680273
0,Whiting,6.9,236609223.8618181
1,Whiting,6.9,230900370.89974663
0,Sole,6.9,180083378.81436342
1,Sole,6.9,170104988.64497218
0,Gurnard,6.9,207610734.80685496
1,Gurnard,6.9,202951249.25558102
0,Plaice,6.9,2528019435.4287095
1,Plaice,6.9,2367727915.8058376
0,Haddock,6.9,763951634.3640711
1,Haddock,6.9,758699855.9447175
0,Cod,6.9,19318977.3653901
1,Cod,6.9,19148074.751816113
0,Saithe,6.9,329378367.9720547
1,Saithe,6.9,345043346.4179675
0,Sprat,8.23,1232610760.710402
1,Sprat,8.23,1171269536.3626373
0,Sandeel,8.23,14210154758.539577
1,Sandeel,8.23,14020216196.71925
0,N.pout,8.23,756037541.4248874
1,N.pout,8.23,780504370.979538
0,Herring,8.23,1641784976.8604984
1,Herring,8.23,1593822991.3517733
0,Dab,8.23,17893864.38095588
1,Dab,8.23,16877324.46201755
0,Whiting,8.23,177596494.2961412
1,Whiting,8.23,172076326.016152
0,Sole,8.23,146613786.4752651
1,Sole,8.23,138524609.74572277
0,Gurnard,8.23,149040768.41909164
1,Gurnard,8.23,144945381.10578096
0,Plaice,8.23,1829051762.950085
1,Plaice,8.23,1710343453.4636998
0,Haddock,8.23,573843931.3113863
1,Haddock,8.23,565764456.110007
0,Cod,8.23,15456220.450879576
1,Cod,8.23,15265081.677082438
0,Saithe,8.23,253258631.50039926
1,Saithe,8.23,263917740.6460327
0,Sprat,9.82,989199203.5042294
1,Sprat,9.82,938174918.8059944
0,Sandeel,9.82,12461218827.413898
1,Sandeel,9.82,12282952722.323019
0,N.pout,9.82,548901133.1696551
1,N.pout,9.82,562111480.3953097
0,Herring,9.82,1317749295.9323344
1,Herring,9.82,1272496187.3052819
0,Dab,9.82,14227654.73496821
1,Dab,9.82,13384382.123539839
0,Whiting,9.82,133736073.22247395
1,Whiting,9.82,128587078.05978967
0,Sole,9.82,119293039.00086008
1,Sole,9.82,112778870.74838866
0,Gurnard,9.82,106928627.34953214
1,Gurnard,9.82,103417522.09943715
0,Plaice,9.82,1330427494.0523345
1,Plaice,9.82,1242568386.3017323
0,Haddock,9.82,431261902.14324266
1,Haddock,9.82,421722113.23513955
0,Cod,9.82,12353717.250682281
1,Cod,9.82,12145536.596009845
0,Saithe,9.82,193492676.13964742
1,Saithe,9.82,200076155.29544166
0,Sprat,11.7,882733480.0333711
1,Sprat,11.7,835512339.7637085
0,Sandeel,11.7,10922187748.91028
1,Sandeel,11.7,10755365780.480244
0,N.pout,11.7,401039401.2479867
1,N.pout,11.7,406759092.1987812
0,Herring,11.7,1057794223.793236
1,Herring,11.7,1015520149.3883783
0,Dab,11.7,11314111.334362244
1,Dab,11.7,10618705.093344226
0,Whiting,11.7,101024087.06966293
1,Whiting,11.7,96345887.65494047
0,Sole,11.7,96957216.91414449
1,Sole,11.7,91734325.74021952
0,Gurnard,11.7,76635383.00991562
1,Gurnard,11.7,73676273.97635011
0,Plaice,11.7,972552739.1250044
1,Plaice,11.7,907375368.393019
0,Haddock,11.7,324142784.4616649
1,Haddock,11.7,314089293.075843
0,Cod,11.7,9862745.986451188
1,Cod,11.7,9641404.467781309
0,Saithe,11.7,146798337.95525363
1,Saithe,11.7,150205635.61608964
0,Sprat,14,991305559.8136806
1,Sprat,14,935950963.4596524
0,Sandeel,14,9569162557.207172
1,Sandeel,14,9412757671.681105
0,N.pout,14,295672076.1921573
1,N.pout,14,296545185.4718593
0,Herring,14,848822859.9824766
1,Herring,14,809682288.8625134
0,Dab,14,9024375.559874078
1,Dab,14,8450960.641332636
0,Whiting,14,76623868.61648303
1,Whiting,14,72449303.43452536
0,Sole,14,78678067.09502907
1,Sole,14,74498447.98919505
0,Gurnard,14,54838864.05604667
1,Gurnard,14,52377701.81014118
0,Plaice,14,714156708.4901943
1,Plaice,14,665570648.1377276
0,Haddock,14,243543239.35114855
1,Haddock,14,233611745.02683038
0,Cod,14,7863892.442993139
1,Cod,14,7633742.082327631
0,Saithe,14,110543414.31495942
1,Saithe,14,111602197.11944264
0,Sprat,16.7,1025186285.1174096
1,Sprat,16.7,965181669.3480264
0,Sandeel,16.7,8373293205.252462
1,Sandeel,16.7,8226241641.576082
0,N.pout,16.7,221778250.80645344
1,N.pout,16.7,219605203.7512306
0,Herring,16.7,680493059.8815463
1,Herring,16.7,644562187.361382
0,Dab,16.7,7339318.148207794
1,Dab,16.7,6857414.3149589505
0,Whiting,16.7,58235626.6894641
1,Whiting,16.7,54574421.78851373
0,Sole,16.7,63692340.87911231
1,Sole,16.7,60348074.66631528
0,Gurnard,16.7,39146801.85878089
1,Gurnard,16.7,37124747.02669878
0,Plaice,16.7,526285259.2231547
1,Plaice,16.7,489854535.1047082
0,Haddock,16.7,182765041.09068468
1,Haddock,16.7,173372399.96056107
0,Cod,16.7,6259263.468553733
1,Cod,16.7,6025149.120200924
0,Saithe,16.7,82559193.35307923
1,Saithe,16.7,81997823.94749916
0,Sprat,19.9,719915470.6897963
1,Sprat,19.9,675749649.1055967
0,Sandeel,19.9,7305978681.0920315
1,Sandeel,19.9,7167662288.727557
0,N.pout,19.9,178249044.0222996
1,N.pout,19.9,173848228.33291408
0,Herring,19.9,544674393.355019
1,Herring,19.9,511977421.4895146
0,Dab,19.9,6467162.416438841
1,Dab,19.9,6026217.368165051
0,Whiting,19.9,44335716.124135934
1,Whiting,19.9,41169969.349125475
0,Sole,19.9,51398598.51142415
1,Sole,19.9,48719261.89080255
0,Gurnard,19.9,27859718.765766155
1,Gurnard,19.9,26218646.334415063
0,Plaice,19.9,388877281.2669973
1,Plaice,19.9,361384238.1296709
0,Haddock,19.9,136883706.72290912
1,Haddock,19.9,128287357.21706212
0,Cod,19.9,4971629.461792768
1,Cod,19.9,4738512.851485978
0,Saithe,19.9,61123331.283630945
1,Saithe,19.9,59551649.0928654
0,Sprat,23.8,379278967.90951234
1,Sprat,23.8,354875355.5669871
0,Sandeel,23.8,6337970580.543884
1,Sandeel,23.8,6208474133.165265
0,N.pout,23.8,171570026.55149388
1,N.pout,23.8,163961594.11352375
0,Herring,23.8,435019610.27506715
1,Herring,23.8,405538062.0261675
0,Dab,23.8,5729646.44112916
1,Dab,23.8,5729439.280714393
0,Whiting,23.8,33835378.15427579
1,Whiting,23.8,31126612.267337352
0,Sole,23.8,41319875.227615155
1,Sole,23.8,39168440.708476454
0,Gurnard,23.8,19777912.746399313
1,Gurnard,23.8,18461137.52588588
0,Plaice,23.8,287909332.9696372
1,Plaice,23.8,267024429.7693974
0,Haddock,23.8,102267368.70172207
1,Haddock,23.8,94605914.38184026
0,Cod,23.8,3939919.1161075844
1,Cod,23.8,3712503.5652994504
0,Saithe,23.8,44852186.19006204
1,Saithe,23.8,42752407.68668393
0,Sprat,28.4,152241664.71170685
1,Sprat,28.4,141964594.175679
0,Sandeel,28.4,5431174417.490835
1,Sandeel,28.4,5311606685.298491
0,N.pout,28.4,167832909.35305193
1,N.pout,28.4,156246726.23740962
0,Herring,28.4,346499915.152722
1,Herring,28.4,320181694.9784286
0,Dab,28.4,4525364.200723707
1,Dab,28.4,4901595.072192507
0,Whiting,28.4,25895629.47740506
1,Whiting,28.4,23597242.558073763
0,Sole,28.4,33070206.671720453
1,Sole,28.4,31338711.06718284
0,Gurnard,28.4,14087689.64333213
1,Gurnard,28.4,13036746.372364264
0,Plaice,28.4,213420668.1320536
1,Plaice,28.4,197463885.43434554
0,Haddock,28.4,76187915.48987989
1,Haddock,28.4,69514403.92120978
0,Cod,28.4,3114831.6027708207
1,Cod,28.4,2897337.962055916
0,Saithe,28.4,32624019.678529438
1,Saithe,28.4,30352738.907003503
0,Sprat,33.8,34368523.91232058
1,Sprat,33.8,31938836.837902803
0,Sandeel,33.8,4501058036.200815
1,Sandeel,33.8,4394819639.204538
0,N.pout,33.8,130224358.09885941
1,N.pout,33.8,118018818.2024906
0,Herring,33.8,275009861.3524203
1,Herring,33.8,251789275.0240591
0,Dab,33.8,3225105.530322747
1,Dab,33.8,3781664.3679884616
0,Whiting,33.8,19874648.610961072
1,Whiting,33.8,17939543.16957033
0,Sole,33.8,26334719.61085993
1,Sole,33.8,24939386.392259948
0,Gurnard,33.8,10358830.79796439
1,Gurnard,33.8,9499477.077462014
0,Plaice,33.8,158261395.79176053
1,Plaice,33.8,146023265.79107103
0,Haddock,33.8,56548759.32583961
1,Haddock,33.8,50861941.5648237
0,Cod,33.8,2456065.889857175
1,Cod,33.8,2252118.5557143837
0,Saithe,33.8,23524570.336243846
1,Saithe,33.8,21325183.2650474
0,Sprat,40.4,0
1,Sprat,40.4,0
0,Sandeel,40.4,1240922625.8810127
1,Sandeel,40.4,1209871536.2138674
0,N.pout,40.4,88533131.58357176
1,N.pout,40.4,78283351.0827603
0,Herring,40.4,217277477.76752934
1,Herring,40.4,197073454.7542354
0,Dab,40.4,2209853.4583927775
