step,loss,loss_pde,loss_ic,loss_bc,grad_norm,residual_log_mean,residual_log_abs_mean,residual_log_abs_max,g_eval_min,g_eval_max,mu_eval_min,mu_eval_max,N_eval_min,N_eval_max,seconds_elapsed,w_pde,w_ic,w_bc,weighted_loss_pde,weighted_loss_ic,weighted_loss_bc,grad_pde_max_for_weighting,grad_ic_mean_for_weighting,grad_bc_mean_for_weighting,target_w_ic,target_w_bc,loss_weighted,loss_unweighted,boundary_loss_form,bc_eps,frac_flux_left_clamped,frac_recruitment_flux_clamped,flux_left_min,recruitment_flux_min,boundary_residual_abs_p95,boundary_residual_abs_max,weight_update_hard_set,causal_fraction,t_max_current
1,10.347456595247744,0.737008413012895,9.61044818223485,0.0,3.0511319733602624,0.7897845641584273,0.7985310357334452,1.1954258984831325,5.872415896536476e-06,3.7031471521155006,0.187059572329123,0.190808631887198,1136842.2089446725,1201615.696161808,2.2275024999980815,1.0,1.0,0.001,0.737008413012895,9.61044818223485,0.0,,,,,,10.347456595247744,10.347456595247744,log,1e-30,,,,,,,0.0,0.05,2.0
2,10.08198959441107,0.6167610429367949,9.465228551474276,0.0,2.992970664456959,0.6914852919084302,0.6997964509988079,1.1615909645017757,0.00021135962074068926,3.7167712669032418,0.187059572329123,0.18971029462331698,1117436.5496526987,1149297.272655381,2.725134300009813,1.0,1.0,0.001,0.6167610429367949,9.465228551474276,0.0,,,,,,10.08198959441107,10.08198959441107,log,1e-30,,,,,,,0.0,0.050633333333333336,2.025333333333333
3,10.20525759412055,0.8841084161719086,9.32114917794864,0.0,3.0816184747393045,0.8839965345325089,0.8839965345325089,1.1861181075679537,0.0005619245777471749,2.4251937135991395,0.187059572329123,0.18866178343800769,1043420.7405914442,1157842.4495733285,3.0020337000023574,1.0,1.0,0.001,0.8841084161719086,9.32114917794864,0.0,,,,,,10.20525759412055,10.20525759412055,log,1e-30,,,,,,,0.0,0.05126666666666667,2.050666666666667
4,9.774749291143838,0.5989021645263871,9.17584712661745,0.0,3.097193840012077,0.693705042066107,0.7176564631615194,1.1787168131571673,1.4959954391675218e-05,3.7314116040803733,0.187059572329123,0.19009594781478495,979666.2105038103,1182854.1677407539,3.2860275999992155,1.0,1.0,0.001,0.5989021645263871,9.17584712661745,0.0,,,,,,9.774749291143838,9.774749291143838,log,1e-30,,,,,,,0.0,0.0519,2.076
5,9.764369247514404,0.7371615439025391,9.027207703611865,0.0,3.293381029608599,0.7947540705962834,0.7995539124729961,1.1647951890250903,0.002244136708490732,3.29804779683481,0.187059572329123,0.18732962651525442,918590.9017208074,1169267.350716485,3.580759599979501,1.0,1.0,0.001,0.7371615439025391,9.027207703611865,0.0,,,,,,9.764369247514404,9.764369247514404,log,1e-30,,,,,,,0.0,0.052533333333333335,2.1013333333333333
6,9.571637265842194,0.6985788973093634,8.87305836853283,0.0,3.42580752167415,0.7173310375883705,0.7756072926327442,1.163192248580377,0.00021461047382691223,3.4654080871240174,0.187059572329123,0.18909846653382167,860925.1656147892,1223506.808447955,3.8945203999755904,1.0,1.0,0.001,0.6985788973093634,8.87305836853283,0.0,,,,,,9.571637265842194,9.571637265842194,log,1e-30,,,,,,,0.0,0.05316666666666667,2.126666666666667
7,9.434186455679752,0.7224929763395184,8.711693479340234,0.0,3.6610374779099555,0.7930786270943319,0.7994315637776517,1.1556067690942569,0.00010427168154079902,1.9983094188218165,0.187059572329123,0.18928005241418813,801626.4159039487,1264823.2985644848,4.189136000000872,1.0,1.0,0.001,0.7224929763395184,8.711693479340234,0.0,,,,,,9.434186455679752,9.434186455679752,log,1e-30,,,,,,,0.0,0.0538,2.152
8,9.235905100425796,0.6944120717438905,8.541493028681906,0.0,3.9196112238342873,0.7481703686450095,0.7723925960470225,1.1480710183333955,0.00047814203262130234,3.377745353136001,0.187059572329123,0.18834516814612234,764238.0548386311,1282755.020388504,4.506635099998675,1.0,1.0,0.001,0.6944120717438905,8.541493028681906,0.0,,,,,,9.235905100425796,9.235905100425796,log,1e-30,,,,,,,0.0,0.054433333333333334,2.1773333333333333
9,8.954166338143482,0.5932553670812687,8.360910971062212,0.0,4.17066414949222,0.652621924389503,0.6686896079620571,1.138987197478903,0.00040808748802786954,3.7209009152940067,0.187059572329123,0.18836733817654555,709039.9115453488,1328546.3622655852,4.8288669000030495,1.0,1.0,0.001,0.5932553670812687,8.360910971062212,0.0,,,,,,8.954166338143482,8.954166338143482,log,1e-30,,,,,,,0.0,0.05506666666666667,2.2026666666666666
10,22.532000079229135,0.8038437845197827,8.168484663427632,0.0,11.524848356701995,0.8427694369649477,0.8620787215588062,1.1295419583808823,5.85718510546715e-05,3.0955198940822752,0.187059572329123,0.18899007970039092,684337.6334126476,1418000.881054571,5.144117399991956,1.0,2.659998419534506,0.001,0.8038437845197827,21.728156294709354,0.0,0.0643966400855621,0.024209277574244337,,2.659998419534506,,22.532000079229135,8.972328447947415,log,1e-30,,,,,,,1.0,0.0557,2.2279999999999998
