step,loss,loss_pde,loss_ic,loss_bc,grad_norm,residual_log_mean,residual_log_abs_mean,residual_log_abs_max,g_eval_min,g_eval_max,mu_eval_min,mu_eval_max,N_eval_min,N_eval_max,seconds_elapsed,w_pde,w_ic,w_bc,weighted_loss_pde,weighted_loss_ic,weighted_loss_bc,grad_pde_max_for_weighting,grad_ic_mean_for_weighting,grad_bc_mean_for_weighting,target_w_ic,target_w_bc
1,6636.530326631747,0.6853959322038615,203.7984154371557,6432.046515262387,353.0830863940202,0.7273689364509037,0.772732718874533,1.2003608565577282,8.095859105616138e-06,3.6921889475911462,0.187059572329123,0.18705957563816306,0.9927820415199755,1.0607633529162805,2.3453952001873404,1.0,1.0,1.0,0.6853959322038615,203.7984154371557,6432.046515262387,,,,,
2,6618.582361065441,0.7275580905876986,205.70805899170824,6412.146743983145,347.676590172491,0.759929583710407,0.759929583710407,1.1941981607760632,0.00016332912252595838,1.756571970982418,0.187059572329123,0.18705957466384918,0.918716354291021,0.9461414868555464,2.404302400071174,1.0,1.0,1.0,0.7275580905876986,205.70805899170824,6412.146743983145,,,,,
3,6601.081051308429,0.7980132384141994,207.6017450550518,6392.681293014963,351.3856442160293,0.8442396042262097,0.8496346768750548,1.180171582055427,0.0,3.035778361084698,0.187059572329123,0.18705957513624577,0.805872023052398,0.9094452031195096,2.439170400146395,1.0,1.0,1.0,0.7980132384141994,207.6017450550518,6392.681293014963,,,,,
4,6583.888159139922,0.6937603449383212,209.5248608896654,6373.669537905318,355.7729811843173,0.7486448211247773,0.7486448211247773,1.185116609561806,0.0004623827226674093,3.1967449199363394,0.187059572329123,0.18705957362119147,0.7020301714128006,0.8482535362211929,2.475165800191462,1.0,1.0,1.0,0.6937603449383212,209.5248608896654,6373.669537905318,,,,,
5,6571.2936554496955,0.7945088627281343,211.5146813866195,6358.984465200348,348.686715701518,0.8285137969959097,0.8285137969959097,1.1755681865547598,0.0002482936363864263,2.3462954233386983,0.187059572329123,0.18705957388836214,0.6216914042332967,0.8287792575114635,2.512113500153646,1.0,1.0,1.0,0.7945088627281343,211.5146813866195,6358.984465200348,,,,,
6,6549.993402283443,0.7195447398905298,213.63273253813932,6335.641125005413,377.17711878650977,0.7761833138143127,0.7902548129175255,1.1725072232135219,0.002045289101564471,3.722651372553599,0.187059572329123,0.1870595725403911,0.5450607843310945,0.7452092928396606,2.5502437001559883,1.0,1.0,1.0,0.7195447398905298,213.63273253813932,6335.641125005413,,,,,
7,6529.584532762846,0.6039104186880762,215.86945945657433,6313.111162887583,401.80091442754684,0.7020744370839125,0.7020744370839125,1.1711983917433555,0.0,3.0213152873887275,0.187059572329123,0.18705957406510776,0.4656430804498289,0.7221451691969327,2.5857324001844972,1.0,1.0,1.0,0.6039104186880762,215.86945945657433,6313.111162887583,,,,,
8,6516.801773162236,0.7517663041204871,218.23097353559734,6297.819033322518,404.9241711127581,0.7811441987604572,0.8058263025096887,1.1555363845456474,0.0004552694856942499,2.844295416903096,0.187059572329123,0.187059573193052,0.4072684275657033,0.6857356966190136,2.6226060001645237,1.0,1.0,1.0,0.7517663041204871,218.23097353559734,6297.819033322518,,,,,
9,6499.346397403907,0.7147685408320517,220.77637288784433,6277.855255975231,421.34906130514855,0.7806364302599498,0.7891537023031001,1.161902339248642,3.663225437530379e-05,3.7323972051687067,0.187059572329123,0.18705957367722328,0.35134541032058697,0.6672834142976943,2.659914900083095,1.0,1.0,1.0,0.7147685408320517,220.77637288784433,6277.855255975231,,,,,
10,6151.95309543639,0.7729840513153122,223.52162916872436,6244.664482529673,444.67099325591886,0.8101715458561133,0.8101715458561133,1.153876222571006,0.0,2.288806669582906,0.187059572329123,0.1870595734143073,0.30590615946972477,0.5045222242927382,2.7107193002011627,1.0,0.9555344134084257,0.9508273053235297,0.7729840513153122,213.5826088118327,5937.597502573242,0.048021059404420155,0.4338405523818572,2.9022573673006127,0.11068826816851607,0.01654610647059344
11,6133.53886195245,0.7812266962694431,226.4317380900742,6222.364759718497,461.6885096359881,0.7896349393693979,0.8094073050478114,1.1510697006471673,0.0007094497687553936,2.521304210145514,0.187059572329123,0.18705957272726004,0.26137302615094715,0.47550535011292905,2.7498674001544714,1.0,0.9555344134084257,0.9508273053235297,0.7812266962694431,216.36331803294934,5916.394317223231,,,,,
12,6129.260721308349,0.7627328209687618,229.52926557193663,6214.771960443826,452.32436716050364,0.8277209916272912,0.8277209916272912,1.1402944971733437,0.00048627228354791024,3.7336553094358815,0.187059572329123,0.18705957284013638,0.23272675739716422,0.5218305980337201,2.787034000037238,1.0,0.9555344134084257,0.9508273053235297,0.7627328209687618,219.32311213834723,5909.174876349033,,,,,
13,6102.539433797455,0.7069404899140824,232.88799280862176,6183.352085906695,483.72353605881733,0.7950720229454146,0.7950720229454146,1.1427655504015983,0.0005262554926077148,3.727513891035773,0.187059572329123,0.187059572744115,0.19036661498429383,0.46775332128446107,2.8222122001461685,1.0,0.9555344134084257,0.9508273053235297,0.7069404899140824,222.53249159825205,5879.300001709289,,,,,
14,6079.6639141729665,0.6277131945802914,236.49019157516975,6155.7568358885,507.3844071745838,0.6765197789845014,0.6977878835220815,1.1372222600631132,0.0001274335520412076,2.816222251791897,0.187059572329123,0.18705957290685604,0.15729117931133263,0.42442108464885575,2.8567668001633137,1.0,0.9555344134084257,0.9508273053235297,0.6277131945802914,225.97451648362605,5853.06168449476,,,,,
15,6047.787745151138,0.6948924340418526,240.3319161707664,6118.300771974662,545.8218003003509,0.7918176761850259,0.7918176761850259,1.1361413804190237,0.0011608076807091278,3.7179680403777375,0.187059572329123,0.18705957245674845,0.12868798859957656,0.2903901320896239,2.8914866000413895,1.0,0.9555344134084257,0.9508273053235297,0.6948924340418526,229.64541654155622,5817.447436175539,,,,,
16,6030.514108274209,0.7930667742853766,244.37568918841987,6095.966773595928,557.728836769482,0.864803828976092,0.864803828976092,1.1315028884525995,0.00010735553075581772,3.47262708028641,0.187059572329123,0.18705957275542318,0.11119196555367486,0.3450533664661809,2.9299671000335366,1.0,0.9555344134084257,0.9508273053235297,0.7930667742853766,233.50938081993655,5796.211660679987,,,,,
17,6019.886123778832,0.5535308042591418,248.64064951780063,6080.755005054032,560.2429727643126,0.6428746670194884,0.6681174618936636,1.122233775987778,4.101372872333808e-05,3.7260787686607584,0.187059572329123,0.18705957272369358,0.09118303577041266,0.3138242737852117,2.965345500037074,1.0,0.9555344134084257,0.9508273053235297,0.5535308042591418,237.58469718648158,5781.747895788091,,,,,
18,5976.898571448621,0.6803214013646135,253.1690790156217,6030.860126262099,610.571989826222,0.7555270735653956,0.7699185821758932,1.1151321444746092,0.00022207037014184555,3.1700354450663477,0.187059572329123,0.18705957254357664,0.07707976149025784,0.19701809299659792,3.0020169999916106,1.0,0.9555344134084257,0.9508273053235297,0.6803214013646135,241.91176741034346,5734.306482636913,,,,,
19,5963.600792293354,0.6280603493532776,257.8720896894964,6012.203313874139,615.4791420812065,0.7063895936963112,0.7299667613263197,1.1069527890273514,9.563011305571689e-05,3.110403015200511,0.187059572329123,0.18705957257484473,0.06549890029669214,0.22988971618484005,3.0482617001980543,1.0,0.9555344134084257,0.9508273053235297,0.6280603493532776,246.4056559558579,5716.567075988143,,,,,
20,5645.13762463642,0.5262775352900966,262.7804898497387,5980.169544241426,606.423886288506,0.6189112376899251,0.623708499808246,1.1182713989479156,0.0,3.633183681103564,0.187059572329123,0.18705957258335745,0.049830862623695966,0.2299092294278759,3.1000596000812948,1.0,0.9106285483087682,0.9038733586258297,0.5262775352900966,239.29541599573452,5405.315931105395,0.04011789613359687,0.6987097599431559,3.4147623420928253,0.05741711141527592,0.011748371369531264
21,5627.006398286989,0.8231207751696784,267.84670313336625,5954.677579225184,619.7285234203417,0.8650787905574558,0.8650787905574558,1.115180767622498,0.0004032902316044376,2.6230265546211173,0.187059572329123,0.18705957244826935,0.0417016807656595,0.18505489707574307,3.139897500164807,1.0,0.9106285483087682,0.9038733586258297,0.8231207751696784,243.9088544436269,5382.274423068192,,,,,
22,5606.384536254396,0.6299780497262285,273.06776404898955,5926.816191134642,635.0322758580628,0.7169555548062497,0.7169555548062497,1.1172662993751932,0.0,3.1703774238806592,0.187059572329123,0.18705957250309055,0.034018802507600567,0.18216644049436367,3.1754379000049084,1.0,0.9106285483087682,0.9038733586258297,0.6299780497262285,248.66330156585258,5357.091256638817,,,,,
23,5582.2563265604185,0.7374205991848516,278.4219849884285,5894.608848803965,655.442066437735,0.8231657763264347,0.8231657763264347,1.108617337698104,2.5343002696603945e-05,3.6538107374244637,0.187059572329123,0.18705957246714686,0.029093446103686034,0.15778958711519242,3.2105018000584096,1.0,0.9106285483087682,0.9038733586258297,0.7374205991848516,253.5390080072583,5327.9798979539755,,,,,
24,5567.441934516572,0.5044458664042585,283.86783593710584,5872.990151374412,662.9442593668615,0.5729052689293784,0.6299278676660749,1.097175430718384,5.331665965087329e-05,3.4952887389008263,0.187059572329123,0.18705957243903407,0.024087627221753675,0.13594990151859737,3.2465157001279294,1.0,0.9106285483087682,0.9038733586258297,0.5044458664042585,258.49815535095826,5308.4393332992095,,,,,
25,5548.537747318984,0.6450731586494705,289.40856124416905,5846.337792498156,676.3262287679404,0.7459322528457183,0.7540217515696935,1.1037100648837757,7.991797389778066e-05,3.6483706204980173,0.187059572329123,0.18705957241562549,0.020182753935564627,0.11256480041901144,3.283918300177902,1.0,0.9106285483087682,0.9038733586258297,0.6450731586494705,263.5436979939069,5284.348976166428,,,,,
26,5519.230069954489,0.7621016973547007,295.0192662567137,5808.131141384703,702.4562968169065,0.8316323741484464,0.8336646841501532,1.1130448139702664,0.0004556316295480575,1.5073958607843023,0.187059572329123,0.18705957236791637,0.016948852534985813,0.0644740672853143,3.3212157001253217,1.0,0.9106285483087682,0.9038733586258297,0.7621016973547007,268.65296615446914,5249.815002102666,,,,,
27,5507.567604411675,0.5301292852835957,300.61097097669483,5789.851524085671,705.4885446357292,0.66058720079149,0.6858773262004211,1.0968236172362922,0.0007190559544691527,3.7021491174166767,0.187059572329123,0.18705957235611215,0.015072787417258834,0.07360624852671947,3.358724200166762,1.0,0.9106285483087682,0.9038733586258297,0.5301292852835957,273.74493210619687,5233.292543020195,,,,,
28,5491.993100153171,0.5827764975145758,306.19981692311734,5766.931815319011,713.7984554254582,0.7050773493304664,0.7050773493304664,1.1184934623181866,0.0002838958595481472,3.6506526478064627,0.187059572329123,0.18705957237047902,0.012152263276501044,0.08354724404119941,3.3946742999833077,1.0,0.9106285483087682,0.9038733586258297,0.5827764975145758,278.83429477710894,5212.576028878548,,,,,
29,5473.725738241318,0.6267568360779852,311.7688501293107,5741.06241375815,725.4977914154425,0.714193455009805,0.732534068156515,1.1087110607370882,0.001176356888316403,3.0648439184698693,0.187059572329123,0.18705957234116616,0.010574694118387757,0.055681291698756165,3.4277343000285327,1.0,0.9106285483087682,0.9038733586258297,0.6267568360779852,283.9056154011481,5189.193366004092,,,,,
30,5179.61014568887,0.6219496226865594,317.28363607994487,5707.030566844995,709.3212978960081,0.7026992578580463,0.7379106954299713,1.102510454588121,5.5447758021277826e-05,3.5161041372597057,0.187059572329123,0.18705957236129947,0.009085906359469764,0.03239634720706421,3.469168500043452,1.0,0.8669674064957202,0.8592758646606375,0.6219496226865594,275.0745710957617,4903.913624970422,0.03190759655707785,0.8530140133756711,2.676030686633359,0.03740571204781088,0.011923479321987868
31,5171.070751002858,0.5995196603135958,322.6473662764445,5691.70703161869,708.9740975673153,0.6942344759725511,0.7137142712313882,1.1176368932351006,0.00029652251546232605,3.7264784840769605,0.187059572329123,0.18705957235246715,0.0078351779801158,0.04540964460867092,3.5083125000819564,1.0,0.8669674064957202,0.8592758646606375,0.5995196603135958,279.7247503533638,4890.746480989181,,,,,
32,5158.3048391112825,0.5051796058446356,327.8884729153271,5671.672207908397,713.8687000247912,0.633312984517938,0.6441906832843133,1.1122135284686092,5.33811848211288e-05,3.7231974819377855,0.187059572329123,0.18705957235833656,0.007004900228491514,0.05159351007622142,3.552753700176254,1.0,0.8669674064957202,0.8592758646606375,0.5051796058446356,284.26861898324336,4873.531040522194,,,,,
33,5144.50508835892,0.7834309974230383,333.0017712424549,5650.129574285653,720.6126846403752,0.8348857469235801,0.8348857469235801,1.123885508024996,8.038011879651918e-05,3.050162477634412,0.187059572329123,0.18705957235281806,0.0059960699469508265,0.04111871966464328,3.5995734999887645,1.0,0.8669674064957202,0.8592758646606375,0.7834309974230383,288.7016819725522,4855.019975388945,,,,,
34,5141.803138722685,0.5367412797999772,337.9689051793289,5642.260619246108,713.2059063006183,0.6762996949563419,0.6774379576148012,1.10903489800526,0.0012593391727738906,3.717897985880639,0.187059572329123,0.1870595723344087,0.005364666151792405,0.030096738870386622,3.6395572000183165,1.0,0.8669674064957202,0.8592758646606375,0.5367412797999772,293.0080251995208,4848.258372243364,,,,,
35,5118.757027624194,0.5757566770865158,342.85678174079493,5610.4631985512615,730.450174455249,0.6025998271174818,0.6865789871236344,1.1235303459911437,0.0005300005493052359,3.7314515700370894,0.187059572329123,0.18705957233851306,0.004689700466413581,0.020828663295579062,3.6768300000112504,1.0,0.8669674064957202,0.8592758646606375,0.5757566770865158,297.2456548652862,4820.9356160818215,,,,,
36,5106.127452146604,0.6464485432725636,347.5697448264826,5590.927850920248,735.2583169096656,0.744000833275888,0.744000833275888,1.1194534048190588,1.9379992527619044e-05,2.428340694948054,0.187059572329123,0.18705957234571768,0.004202359846235152,0.02568856996167875,3.7080655000172555,1.0,0.8669674064957202,0.8592758646606375,0.6464485432725636,301.33164024859485,4804.149363354736,,,,,
37,5094.658947712617,0.6973560777974032,352.09624186809907,5572.954883210639,738.6140360899902,0.7641054200690737,0.7644110159195012,1.1334578209687898,0.0,3.7195521407871057,0.187059572329123,0.18705957234511522,0.003694480652883551,0.03175905930508827,3.7429718000348657,1.0,0.8669674064957202,0.8592758646606375,0.6973560777974032,305.25596564927565,4788.705625985544,,,,,
38,5082.377912246619,0.6623558785140885,356.43227377845614,5554.328462680556,742.8255385856494,0.7517313779027653,0.7598916990669236,1.1307037822614148,5.8961062260436126e-05,3.5226900422255536,0.187059572329123,0.1870595723409346,0.0033189873479542277,0.016439431634492758,3.777348800096661,1.0,0.8669674064957202,0.8592758646606375,0.6623558785140885,309.01516398908063,4772.700392379024,,,,,
39,5075.749730904112,0.6912879840456725,360.5660128777365,5542.410368695551,740.2269409525799,0.7907822899664132,0.7907822899664132,1.1335740497952997,0.0001803007471981241,3.715758697418936,0.187059572329123,0.1870595723385658,0.002977761617738875,0.019920779089208012,3.824190800078213,1.0,0.8669674064957202,0.8592758646606375,0.6912879840456725,312.5989810551137,4762.459461864953,,,,,
40,4816.872045547567,0.6302530217935854,364.52883769127925,5524.348157837184,707.6023198811242,0.7271573890906922,0.7271573890906922,1.131797511180153,7.483928008163165e-05,2.9468500362396775,0.187059572329123,0.1870595723383355,0.0026842604004398782,0.013515414929676173,3.870963800000027,1.0,0.8259184526880872,0.8173218939023789,0.6302530217935854,301.0710935861682,4515.170698939605,0.04084070180415365,0.8880666355898302,2.022172353280548,0.04598833034305848,0.02019644949546374
41,4801.7603272725755,0.7392481734022831,368.29690924182455,5501.917786904976,716.1208938674314,0.8147371293578839,0.8147371293578839,1.1379670021859032,0.00012273839631361805,2.853862699850131,0.187059572329123,0.1870595723366328,0.002421598934458282,0.009792298044350866,3.9092329000122845,1.0,0.8259184526880872,0.8173218939023789,0.7392481734022831,304.1832134108126,4496.837865688361,,,,,
42,4798.503816157768,0.6833659835522106,371.82224919408344,5494.439371987761,709.8451058976472,0.7762413016773703,0.8000110477118196,1.1190389113518415,1.0988520868268625e-05,3.5547420946370707,0.187059572329123,0.187059572337244,0.0022581153977140477,0.011665203330709147,3.962535300059244,1.0,0.8259184526880872,0.8173218939023789,0.6833659835522106,307.0948567293818,4490.725593444834,,,,,
