t_eval,w_eval,residual_log,residual,log_N_eval,N_eval,g_eval,dg_dw,mu_eval
7.581189428677528,0.03978084848628277,1.1005505541290441,6.019530713684195e-37,-83.49644969738286,5.469563111935319e-37,0.036617300882173964,0.8821747194213074,0.187059572329123
7.581189428677528,0.025799914958477634,1.147945773442948,6.245045771580801e-37,-83.50183402901749,5.440192312264457e-37,0.023987972473000885,0.9267889001304424,0.187059572329123
7.581189428677528,1.3790392225854053,0.6672079856874711,3.810664764310035e-37,-83.45319132898602,5.711359645049273e-37,0.8026529655902905,0.47344366302393537,0.187059572329123
7.581189428677528,0.0983585978648443,0.9892874458644921,5.47031926099928e-37,-83.48554111358452,5.529554917397161e-37,0.08480463515633174,0.7770015788638975,0.187059572329123
7.581189428677528,0.005669740237440095,1.2386720319555227,6.603884715772625e-37,-83.522030235379,5.331423125253669e-37,0.0044613026564988695,1.0099495444775783,0.187059572329123
7.581189428677528,0.0028335821189666905,1.207320426100552,6.371921222257671e-37,-83.53215079195984,5.277738274368419e-37,0.0016228820217216236,0.9775796334989231,0.187059572329123
7.581189428677528,2.753004635725068,0.5953124550069303,3.4332311563159758e-37,-83.44347771814545,5.767107890050793e-37,1.401437981063679,0.4069126192287087,0.187059572329123
7.581189428677528,0.006399423125123295,1.2380399144363006,6.611782342101009e-37,-83.52032459478617,5.340524376478976e-37,0.00519824739154906,1.0097101956540797,0.187059572329123
7.581189428677528,0.03022936046943658,1.1312591780746515,6.1665028318535125e-37,-83.49984789473824,5.451008001852063e-37,0.028057782399244446,0.9111038627770496,0.187059572329123
7.581189428677528,11.002208840139767,0.07208448774719495,4.255147639874196e-38,-83.42018766740107,5.903000455239801e-37,3.7131160407787456,-0.10276230396406161,0.187059572329123
7.581189428677528,0.0037111656670678122,1.2273836197312593,6.503828848288056e-37,-83.52814214910143,5.298937303491223e-37,0.0024908237371575326,0.9977564755190311,0.187059572329123
7.581189428677528,7.215218117442332,0.4979924151483949,2.916845827845654e-37,-83.4279751715757,5.857209345199513e-37,2.9975598065933506,0.3180831225647127,0.187059572329123
7.581189428677528,1.8958189340597877,0.6333107774387182,3.6328594663698944e-37,-83.44883435311806,5.736298190064237e-37,1.0386920200964598,0.4419619352920394,0.187059572329123
7.581189428677528,25.08788781188884,0.08098987138472724,4.865973580830426e-38,-83.40253554200595,6.0081260750687315e-37,0.697708401885393,-0.07806948701787642,0.187059572329123
7.581189428677528,0.0012205277351776062,1.0582283406350612,5.512276194562079e-37,-83.54526693351302,5.208966706801734e-37,0.00012876007540491702,0.831371074884256,0.187059572329123
7.581189428677528,0.02412250957189529,1.154758482237724,6.276778603761871e-37,-83.5026827689139,5.4355769628975145e-37,0.02242804575850116,0.9331834789360887,0.187059572329123
7.581189428677528,0.0029200492400571426,1.2101177248057586,6.389566982167549e-37,-83.53169958770927,5.280120149626903e-37,0.0017075327424638312,0.9803690025977225,0.187059572329123
7.581189428677528,0.019963662602505924,1.1729683119379626,6.360415052898564e-37,-83.50509236042808,5.42249520994303e-37,0.018512221381648486,0.950241897081467,0.187059572329123
7.581189428677528,11.124648131671318,0.03919932112876978,2.3144320718757742e-38,-83.41997335117705,5.904265699584093e-37,3.6985409735033175,-0.13544835445839298,0.187059572329123
7.581189428677528,28.789979315863608,0.06944079493196004,4.1860105125656273e-38,-83.39920463744737,6.028171936492365e-37,0.39204411970898967,-0.08738193561633922,0.187059572329123
7.581189428677528,0.008280757335690975,1.2318666333765291,6.602365311881694e-37,-83.51675108248436,5.359642945912662e-37,0.007093714873073587,1.004535358791106,0.187059572329123
7.581189428677528,17.204051069642134,-0.0067531275289941795,-4.0228977069913285e-39,-83.41106661739339,5.9570883116293e-37,1.4219809184748007,-0.17177072625445794,0.187059572329123
7.581189428677528,3.3185457008460633,0.5769824564728285,3.336853703120891e-37,-83.44067666514756,5.783284510103699e-37,1.6266431869494142,0.3901181868225192,0.187059572329123
7.581189428677528,0.06470640679704351,1.0420885295088436,5.733539185495452e-37,-83.49054234268917,5.501969384691126e-37,0.057870687070529336,0.8269574301043976,0.187059572329123
7.581189428677528,0.9238852096632961,0.7117645507406761,4.043828047560858e-37,-83.45844855148984,5.6814125448545745e-37,0.5784050475832658,0.5150594203249099,0.187059572329123
7.581189428677528,0.04408701362135016,1.0885688439304597,5.961497592615086e-37,-83.49519056363606,5.4764543610214885e-37,0.040391417339103564,0.8708704581239264,0.187059572329123
7.581189428677528,6.991463795750403,0.5028291626866046,2.9435458458765678e-37,-83.42852871274326,5.85396803588175e-37,2.9258710900489255,0.3226138087921795,0.187059572329123
