t_eval,flux_left,recruitment_flux,flux_mismatch
0.0,0.0,534929064.7981054,-534929064.7981054
0.6666666666666666,0.0,496315564.72657907,-496315564.72657907
1.3333333333333333,0.0,461934189.85183024,-461934189.85183024
2.0,0.0,431046609.0369038,-431046609.0369038
2.6666666666666665,0.0,403012100.69402885,-403012100.69402885
3.333333333333333,0.0,377283254.76431125,-377283254.76431125
4.0,0.0,353402832.40285575,-353402832.40285575
4.666666666666666,0.0,331000578.6104276,-331000578.6104276
5.333333333333333,0.0,309788904.23076504,-309788904.23076504
6.0,0.0,289556675.2663716,-289556675.2663716
6.666666666666666,0.0,270160813.65655494,-270160813.65655494
7.333333333333333,0.0,251515919.67570102,-251515919.67570102
8.0,0.0,233582553.4377762,-233582553.4377762
8.666666666666666,0.0,216355070.20219225,-216355070.20219225
9.333333333333332,0.0,199849954.52014998,-199849954.52014998
10.0,0.0,184095463.79767588,-184095463.79767588
10.666666666666666,0.0,169123136.26071933,-169123136.26071933
11.333333333333332,0.0,154961419.62152147,-154961419.62152147
12.0,0.0,141631402.6401247,-141631402.6401247
12.666666666666666,0.0,129144425.28704876,-129144425.28704876
13.333333333333332,0.0,117501220.15904287,-117501220.15904287
14.0,0.0,106692192.48078066,-106692192.48078066
14.666666666666666,0.0,96698460.31464331,-96698460.31464331
15.333333333333332,0.0,87493328.46115369,-87493328.46115369
16.0,0.0,79043938.92314622,-79043938.92314622
16.666666666666664,0.0,71312912.62961206,-71312912.62961206
17.333333333333332,0.0,64259861.83866411,-64259861.83866411
18.0,0.0,57842705.53674533,-57842705.53674533
18.666666666666664,0.0,52018759.98026053,-52018759.98026053
19.333333333333332,0.0,46745604.19009992,-46745604.19009992
20.0,0.0,41981737.67948134,-41981737.67948134
20.666666666666668,0.0,37687057.26334796,-37687057.26334796
21.333333333333336,0.0,33823183.636629805,-33823183.636629805
22.0,0.0,30353668.362588543,-30353668.362588543
22.666666666666668,0.0,27244109.43402502,-27244109.43402502
23.333333333333336,0.0,24462199.744417217,-24462199.744417217
24.0,0.0,21977728.410581987,-21977728.410581987
24.666666666666668,0.0,19762550.46085074,-19762550.46085074
25.333333333333336,0.0,17790536.3004275,-17790536.3004275
26.0,0.0,16037508.811400974,-16037508.811400974
26.666666666666668,0.0,14481173.059002077,-14481173.059002077
27.333333333333336,0.0,13101041.39735226,-13101041.39735226
28.0,0.0,11878355.271401217,-11878355.271401217
28.666666666666668,0.0,10796004.120651048,-10796004.120651048
29.333333333333336,0.0,9838441.392706988,-9838441.392706988
30.0,0.0,8991597.639568485,-8991597.639568485
30.666666666666668,0.0,8242790.863093761,-8242790.863093761
31.333333333333336,0.0,7580634.576581581,-7580634.576581581
32.0,0.0,6994944.358493804,-6994944.358493804
32.666666666666664,0.0,6476643.922939328,-6476643.922939328
33.333333333333336,0.0,6017671.88090904,-6017671.88090904
34.0,0.0,5610890.404524178,-5610890.404524178
34.666666666666664,0.0,5249996.942416029,-5249996.942416029
35.333333333333336,0.0,4929439.989529852,-4929439.989529852
36.0,0.0,4644339.716779383,-4644339.716779383
36.666666666666664,0.0,4390414.042837216,-4390414.042837216
37.333333333333336,0.0,4163910.5059093675,-4163910.5059093675
38.0,0.0,3961544.0857375367,-3961544.0857375367
38.666666666666664,0.0,3780440.94706179,-3780440.94706179
39.333333333333336,0.0,3618087.931294384,-3618087.931294384
40.0,0.0,3472287.514457123,-3472287.514457123
