step,loss,loss_pde,loss_ic,loss_bc,grad_norm,residual_log_mean,residual_log_abs_mean,residual_log_abs_max,g_eval_min,g_eval_max,mu_eval_min,mu_eval_max,N_eval_min,N_eval_max,seconds_elapsed,w_pde,w_ic,w_bc,weighted_loss_pde,weighted_loss_ic,weighted_loss_bc,grad_pde_max_for_weighting,grad_ic_mean_for_weighting,grad_bc_mean_for_weighting,target_w_ic,target_w_bc,loss_weighted,loss_unweighted,boundary_loss_form,bc_eps,frac_flux_left_clamped,frac_recruitment_flux_clamped,flux_left_min,recruitment_flux_min,boundary_residual_abs_p95,boundary_residual_abs_max,weight_update_hard_set,causal_fraction,t_max_current
1,10.284203905073088,0.8040263672848809,9.480177537788208,0.0,3.0248997725124753,0.8081522507057357,0.8081522507057357,1.1963126779975823,0.001478710092641139,3.724122185118343,0.187059572329123,0.187757733325626,1199927.7491658407,1227380.5456059729,2.1505284000304528,1.0,1.0,0.001,0.8040263672848809,9.480177537788208,0.0,,,,,,10.284203905073088,10.284203905073088,log,1e-30,,,,,,,0.0,0.05,2.0
2,10.185437600619428,0.8678618668716992,9.317575733747729,0.0,2.9675339785671255,0.8417016034513077,0.8553447042884774,1.1900567424382507,0.000291461109218627,3.440544987144369,0.187059572329123,0.1894118986155659,1099784.0132269764,1223400.4864437655,2.605659300053958,1.0,1.0,0.001,0.8678618668716992,9.317575733747729,0.0,,,,,,10.185437600619428,10.185437600619428,log,1e-30,,,,,,,0.0,0.050633333333333336,2.025333333333333
3,9.969713205771582,0.8111099064529553,9.158603299318626,0.0,2.9957706670568163,0.7626272762547311,0.815714396804516,1.1829185562944513,1.3567533975085422e-06,3.131313389497255,0.187059572329123,0.190253026139259,1013866.9637760221,1233498.8197033824,2.8801657000440173,1.0,1.0,0.001,0.8111099064529553,9.158603299318626,0.0,,,,,,9.969713205771582,9.969713205771582,log,1e-30,,,,,,,0.0,0.05126666666666667,2.050666666666667
4,9.682449986919819,0.6813711286708658,9.001078858248952,0.0,3.050198063496166,0.7137952384307247,0.7724850258738037,1.1728156708506345,0.0,3.455419261748397,0.187059572329123,0.19014147971830464,952012.7747026408,1249934.3046948353,3.1744313000235707,1.0,1.0,0.001,0.6813711286708658,9.001078858248952,0.0,,,,,,9.682449986919819,9.682449986919819,log,1e-30,,,,,,,0.0,0.0519,2.076
5,9.469802174487679,0.6266490065937329,8.843153167893947,0.0,3.1860582015568983,0.6510566342537467,0.6814884903537265,1.1608349535979428,0.0006847171085426484,3.733372938599013,0.187059572329123,0.18821879013538192,870323.1992107894,1242013.8763248713,3.4965015000198036,1.0,1.0,0.001,0.6266490065937329,8.843153167893947,0.0,,,,,,9.469802174487679,9.469802174487679,log,1e-30,,,,,,,0.0,0.052533333333333335,2.1013333333333333
6,9.535277696925114,0.8521926027531852,8.683085094171929,0.0,3.4263731850462644,0.8695960253851976,0.8764402490816974,1.1600847940268026,0.0006552559577054362,3.5301156278388914,0.187059572329123,0.1881769065274682,818786.713682031,1263768.577206059,3.7843652000301518,1.0,1.0,0.001,0.8521926027531852,8.683085094171929,0.0,,,,,,9.535277696925114,9.535277696925114,log,1e-30,,,,,,,0.0,0.05316666666666667,2.126666666666667
7,9.13610181281555,0.6170373350583029,8.519064477757247,0.0,3.5513566932379996,0.7114613089859396,0.7114613089859396,1.15259383446022,0.0001586813464528325,3.2351058987338535,0.187059572329123,0.18899570927922066,752698.5614644887,1322624.9743398626,4.056343200034462,1.0,1.0,0.001,0.6170373350583029,8.519064477757247,0.0,,,,,,9.13610181281555,9.13610181281555,log,1e-30,,,,,,,0.0,0.0538,2.152
8,8.958117206932627,0.6087259755747764,8.34939123135785,0.0,3.780975071132046,0.6886094656387804,0.6996709235653217,1.1442172514648197,0.0013335034676395865,3.2823174596089486,0.187059572329123,0.18753363318586325,703558.5523349809,1297736.3729200126,4.364895800012164,1.0,1.0,0.001,0.6087259755747764,8.34939123135785,0.0,,,,,,8.958117206932627,8.958117206932627,log,1e-30,,,,,,,0.0,0.054433333333333334,2.1773333333333333
9,8.824466581824526,0.65223067031802,8.172235911506506,0.0,4.028167922503767,0.7082202981802507,0.7329006166704096,1.1358847745665264,0.000320412205188976,3.698543545131304,0.187059572329123,0.18842742260958315,670172.2612144382,1395428.919501995,4.639706800051499,1.0,1.0,0.001,0.65223067031802,8.172235911506506,0.0,,,,,,8.824466581824526,8.824466581824526,log,1e-30,,,,,,,0.0,0.05506666666666667,2.2026666666666666
10,21.012638938745557,0.6687933766819754,7.985908731666394,0.0,10.60374286323584,0.7315686170732772,0.7513704591047108,1.1254407104090607,0.00020399622450593957,2.286358011319014,0.187059572329123,0.18854912984029099,618478.4157477155,1468291.458789577,4.925363600021228,1.0,2.5474678268478654,0.001,0.6687933766819754,20.34384556206358,0.0,0.059684428464716936,0.02342892335506669,,2.5474678268478654,,21.012638938745557,8.65470210834837,log,1e-30,,,,,,,1.0,0.0557,2.2279999999999998
11,20.518131942479975,0.6537697883235641,7.797689118898815,0.0,11.256095105075197,0.7375597314402838,0.7454030374971096,1.117390279929182,0.00021214503316158845,2.117076393868295,0.187059572329123,0.18843639982248944,576013.1556177281,1531923.9222556294,5.205572900013067,1.0,2.5474678268478654,0.001,0.6537697883235641,19.86436215415641,0.0,,,,,,20.518131942479975,8.45145890722238,log,1e-30,,,,,,,0.0,0.05633333333333333,2.2533333333333334
12,20.11099469641929,0.7605317722654064,7.59595968993939,0.0,11.977220638530993,0.8272148698458578,0.8272148698458578,1.1085869685477179,8.485043242058288e-05,2.636261987280185,0.187059572329123,0.18858425614095511,550784.9999972348,1634426.6466840736,5.561610400036443,1.0,2.5474678268478654,0.001,0.7605317722654064,19.350462924153884,0.0,,,,,,20.11099469641929,8.356491462204795,log,1e-30,,,,,,,0.0,0.056966666666666665,2.2786666666666666
