step,loss,loss_pde,loss_ic,loss_bc,grad_norm,residual_log_mean,residual_log_abs_mean,residual_log_abs_max,g_eval_min,g_eval_max,mu_eval_min,mu_eval_max,N_eval_min,N_eval_max,seconds_elapsed,w_pde,w_ic,w_bc,weighted_loss_pde,weighted_loss_ic,weighted_loss_bc,grad_pde_max_for_weighting,grad_ic_mean_for_weighting,grad_bc_mean_for_weighting,target_w_ic,target_w_bc,loss_weighted,loss_unweighted,boundary_loss_form,bc_eps,frac_flux_left_clamped,frac_recruitment_flux_clamped,flux_left_min,recruitment_flux_min,boundary_residual_abs_p95,boundary_residual_abs_max,weight_update_hard_set,causal_fraction,t_max_current
1,10.414340758399511,0.8244042899587495,9.589936468440762,0.0,2.4269529670315015,0.8299449014492247,0.8565423932421804,1.198196427372244,0.00019385515473245574,3.6859851995270896,0.187059572329123,0.18965231288346432,1031671.8399550187,1069724.0933323721,2.1805692999987514,1.0,1.0,0.001,0.8244042899587495,9.589936468440762,0.0,,,,,,10.414340758399511,10.414340758399511,log,1e-30,,,,,,,0.0,0.01,0.4
2,10.199352804030445,0.61349354863824,9.585859255392204,0.0,2.3858720005334226,0.7281140782416066,0.7281140782416066,1.1977859354036293,0.0,2.7892600166291053,0.187059572329123,0.19049966111175662,1031214.8717766836,1070164.469926469,2.7111131999990903,1.0,1.0,0.001,0.61349354863824,9.585859255392204,0.0,,,,,,10.199352804030445,10.199352804030445,log,1e-30,,,,,,,0.0,0.010396,0.41584000000000004
3,10.301044009943572,0.719256924890214,9.581787085053358,0.0,2.3978868129527715,0.7571478599041827,0.7571478599041827,1.199625147510484,6.123601713985127e-05,3.677181656046785,0.187059572329123,0.19014671635846095,1031992.7207636953,1068012.6530204248,2.789615900001081,1.0,1.0,0.001,0.719256924890214,9.581787085053358,0.0,,,,,,10.301044009943572,10.301044009943572,log,1e-30,,,,,,,0.0,0.010792,0.43167999999999995
4,10.386998604680166,0.8092808810315704,9.577717723648595,0.0,2.4001784449907113,0.7848096073210827,0.8218071370958784,1.1979679210001473,0.00031770162516246703,3.3454447422889353,0.187059572329123,0.1892564888102023,1033233.8761581854,1066226.7380743087,2.8663043000015023,1.0,1.0,0.001,0.8092808810315704,9.577717723648595,0.0,,,,,,10.386998604680166,10.386998604680166,log,1e-30,,,,,,,0.0,0.011188,0.44752000000000003
5,10.46154066754973,0.8878896217203973,9.573651045829333,0.0,2.4305360123487967,0.8743930968415456,0.8967115422550358,1.1994098781677642,0.0001325616388827902,3.0888180067301025,0.187059572329123,0.18985225870185504,1033115.6896194565,1062981.636808701,2.93961009999839,1.0,1.0,0.001,0.8878896217203973,9.573651045829333,0.0,,,,,,10.46154066754973,10.46154066754973,log,1e-30,,,,,,,0.0,0.011584,0.46336
6,10.334893826674964,0.7653089504174211,9.569584876257544,0.0,2.393955313221469,0.7832609385443358,0.8057817366031186,1.1992164692119105,0.0,3.7142144418966603,0.187059572329123,0.19051308283240775,1033057.7536259302,1062716.577713251,3.014587000001484,1.0,1.0,0.001,0.7653089504174211,9.569584876257544,0.0,,,,,,10.334893826674964,10.334893826674964,log,1e-30,,,,,,,0.0,0.011980000000000001,0.47920000000000007
7,10.534375447199075,0.9688527448959363,9.565522702303138,0.0,2.4306704117960316,0.9070766748985235,0.9464518844971127,1.1989484507088186,0.00020470892273570518,3.3946144947186716,0.187059572329123,0.18958820967242968,1034186.098685035,1058497.9122361275,3.086050300000352,1.0,1.0,0.001,0.9688527448959363,9.565522702303138,0.0,,,,,,10.534375447199075,10.534375447199075,log,1e-30,,,,,,,0.0,0.012376,0.49504
8,10.356802941038339,0.7953419147706688,9.56146102626767,0.0,2.404039932155543,0.8007169284017629,0.8206874205080431,1.1940198930995636,0.00034808269415689125,3.374837913673169,0.187059572329123,0.18915872039557854,1034913.7454116525,1058435.8442848974,3.157123799999681,1.0,1.0,0.001,0.7953419147706688,9.56146102626767,0.0,,,,,,10.356802941038339,10.356802941038339,log,1e-30,,,,,,,0.0,0.012772,0.51088
9,10.262381673491893,0.7049791504684257,9.557402523023468,0.0,2.3705132640705417,0.7861072865797057,0.7861072865797057,1.1986018483471002,0.00011897798636817392,3.567481460792948,0.187059572329123,0.18988374403129823,1034904.0305859585,1056254.9000315468,3.2282043999985035,1.0,1.0,0.001,0.7049791504684257,9.557402523023468,0.0,,,,,,10.262381673491893,10.262381673491893,log,1e-30,,,,,,,0.0,0.013168000000000001,0.5267200000000001
10,10.34389602420576,0.7905461391130604,9.5533498850927,0.0,2.396512178269078,0.8076901302684546,0.8171146967998822,1.1983252606851935,0.0004673081790024791,3.7112075156773194,0.187059572329123,0.18886451338578167,1035944.4064132452,1054588.0914149513,3.299885799999174,1.0,1.0,0.001,0.7905461391130604,9.5533498850927,0.0,,,,,,10.34389602420576,10.34389602420576,log,1e-30,,,,,,,0.0,0.013564,0.5425599999999999
