step,fixed_loss,fixed_loss_pde,fixed_loss_ic,fixed_loss_bc,fixed_residual_log_rms,fixed_residual_log_abs_mean,fixed_residual_log_abs_p95,fixed_residual_log_abs_max,rms_dlogN_dt,rms_advective,rms_mu,rms_dg_dw,log_N_eval_min,log_N_eval_max,N_eval_min,N_eval_max,g_eval_min,g_eval_max,mu_eval_min,mu_eval_max,dg_dw_min,dg_dw_max,fixed_loss_unweighted,fixed_w_pde,fixed_w_ic,fixed_w_bc,fixed_weighted_loss_pde,fixed_weighted_loss_ic,fixed_weighted_loss_bc,fixed_loss_weighted,bc_eps,flux_left_min,flux_left_max,recruitment_flux_min,recruitment_flux_max,frac_flux_left_clamped,frac_recruitment_flux_clamped,boundary_residual_abs_p95,boundary_residual_abs_max,flux_left_mean,recruitment_flux_mean,flux_mismatch_rms,flux_mismatch_abs_mean,flux_mismatch_abs_p95,flux_mismatch_rel_abs_mean,boundary_residual_rms,grad_norm_pde,grad_norm_ic,grad_norm_bc,grad_abs_max_pde,grad_abs_mean_pde,grad_abs_max_ic,grad_abs_mean_ic,grad_abs_max_bc,grad_abs_mean_bc,grad_norm_max_min_ratio
1,8835.142563182773,0.7724617392936024,9.585859255392204,8824.784242188087,0.8788980255374353,0.8109781331352041,1.1950604125430149,1.1999859174913468,0.0002466950579714978,0.0016732141713581962,0.18727530631458472,0.7124256853969272,13.84609422516832,13.883705826114879,1031056.1520255359,1070574.3371406882,0.0,3.729367361721553,0.187059572329123,0.1906613858839189,-0.5187189075944774,1.0100309392419646,8835.142563182773,,,,,,,,1e-30,0.0,0.0,62479785097.92691,63254290263.90133,1.0,0.0,93.94693232337823,93.94798158233435,0.0,62772124003.08538,62772565279.07842,62772124003.08538,63187958672.1149,1.0,93.94032277029969,0.1460927971840723,2.269245760714057,468.517201439431,0.022663993160312514,0.0010515520034265872,0.3506332384198883,0.01584434590731898,171.9000641827943,2.888020415785862,3206.983578041251
50,8820.8582226515,0.759998122040644,9.387397230569366,8810.71082729889,0.8717787116239097,0.8044101497657009,1.1862516459996995,1.1906088183173922,0.00041739549263647945,0.005560582343324548,0.1872581261922534,0.7124256853969275,13.783325422420075,13.878403217398596,968327.2936829039,1064912.5247833182,0.0,3.729367361721633,0.187059572329123,0.19039256855064132,-0.5187189075944696,1.0100309392419646,8820.8582226515,,,,,,,,1e-30,0.0,0.0,57869051295.119965,58942692371.60265,1.0,0.0,93.87565625521019,93.87738428290513,0.0,58240672899.12302,58241607992.66867,58240672899.12302,58840935095.84748,1.0,93.86538673706559,0.14719176175456555,2.2654883590029917,471.9686298521608,0.021995159279231166,0.0010590090875420121,0.35035879296570016,0.015795867105123165,172.91563724838917,2.9093772298191922,3206.48808211932
100,8807.825977761271,0.7465032049720538,9.171462438496155,8797.908012117803,0.8640041695339519,0.7972275626301679,1.1767009804542936,1.180494947388756,0.0007144709607854803,0.0133497814849577,0.18724373748324064,0.7124256853969281,13.703671262951843,13.928836880306637,894187.9464170987,1119997.3534827295,0.0,3.729367361721839,0.187059572329123,0.19016994793640077,-0.5187189075944584,1.0100309392419646,8807.825977761271,,,,,,,,1e-30,0.0,0.0,53915119192.25912,55334095210.44193,1.0,0.0,93.81174784002914,93.81420789522483,0.0,54400721067.887505,54402477461.98495,54400721067.887505,55198155409.83561,1.0,93.7971642008318,0.1593715756570271,2.4374415664083577,482.79353404614056,0.025414291688168014,0.001130515590107187,0.4013826287767522,0.01683921855835598,173.7660435679127,3.0267788365737203,3029.357851648077
150,8793.31176705906,0.7307663292219859,8.919184133180474,8783.661816596657,0.8548487171552555,0.7887695832582697,1.165448630548414,1.1695325287822556,0.0010523076057803852,0.022584126957120393,0.18722901387990543,0.7124256853969287,13.615788459828828,13.992837728825299,818958.3114988197,1194021.6783301872,0.0,3.7293673617221246,0.187059572329123,0.18993944123239115,-0.5187189075944424,1.0100309392419646,8793.31176705906,,,,,,,,1e-30,0.0,0.0,49852809698.10437,51555944937.60507,1.0,0.0,93.74023760278705,93.74348615429835,0.0,50421969542.19975,50424717883.71715,50421969542.19975,51388763459.9323,1.0,93.72119192902242,0.18056455589374648,2.750659472244944,501.7280318243974,0.029850488579765317,0.0012529070340087118,0.46806108488229997,0.01867692369274666,174.63584467386505,3.2185593156409045,2778.662896164628
200,8775.559696327044,0.7115544628624507,8.612514481409848,8766.235627382772,0.8435368770020969,0.7783156336616954,1.1512934160706636,1.156101085969816,0.0014841444807847353,0.03400740505160441,0.1872126840250309,0.7124256853969297,13.508797148436509,14.07320224071473,735861.4615742529,1293939.813152997,0.0,3.7293673617225,0.187059572329123,0.18968223760579853,-0.518718907594421,1.0100309392419646,8775.559696327044,,,,,,,,1e-30,0.0,0.0,45292553967.41766,47286841660.82025,1.0,0.0,93.65280532903813,93.65705069457493,0.0,45945125254.008026,45949276561.54905,45945125254.008026,47086562487.48722,1.0,93.62817752889764,0.20943183668852186,3.183078769062469,529.41622949857,0.03500609335133587,0.0014251360988129778,0.5448639667373381,0.02121170115580096,175.59844917796795,3.4821065507160553,2527.868913674027
250,8753.727447006042,0.6879166712290673,8.236389159968148,8744.803141174845,0.8294074217349802,0.7652453642843753,1.1335857882491935,1.139499139799908,0.002041024905853245,0.04829195427239745,0.18719484598499192,0.7124256853969312,13.377808723244364,14.17604229164021,645518.2252884894,1434091.7667449734,0.0,3.729367361723021,0.187059572329123,0.18939915626996273,-0.5187189075943923,1.0100309392419646,8753.727447006042,,,,,,,,1e-30,0.0,0.0,40242224378.16556,42521732274.08225,1.0,0.0,93.54532652028662,93.55083391962997,0.0,40975707224.30805,40981795724.46974,40975707224.30805,42288260124.37576,1.0,93.51365216466976,0.2451801484080197,3.7205591886076252,566.9333050750951,0.041992843259362825,0.0016417806264296035,0.6317170173428533,0.02432995842212707,176.6430191511951,3.8274062591953064,2312.313247039992
300,8727.483602447648,0.6592556933825193,7.780795938025658,8719.043550816239,0.8119456221832342,0.7490661393094888,1.1122431130651536,1.1194332721906963,0.002744776022632233,0.06597999173060029,0.1871762443393072,0.7124256853969333,13.221134435621668,14.308032387936699,551906.7807921651,1636437.8387499133,0.0,3.729367361723782,0.187059572329123,0.18910087332374392,-0.5187189075943509,1.0100309392419646,8727.483602447648,,,,,,,,1e-30,0.0,0.0,34901844410.70258,37423520710.24421,1.0,0.0,93.41607368317615,93.42311802951188,0.0,35702997045.32296,35711541952.18259,35702997045.32296,37160920999.050964,1.0,93.3758188762821,0.28670820457514756,4.343331706690209,614.996818989437,0.05034446936198899,0.0018881103767114974,0.7439817485059242,0.027820543653423808,177.71690789687386,4.242706303053059,2145.026926943918
350,8696.345472944136,0.6252294762037055,7.241100714999343,8688.479142752933,0.7907145352171702,0.7293485419544732,1.0876652030561145,1.0957561070719235,0.0036200281180558545,0.0875457705446541,0.1871575731619548,0.7124256853969362,13.03621251531722,14.473559656837132,458727.9057403594,1931021.4253873958,0.0,3.7293673617248677,0.187059572329123,0.18879757393678204,-0.5187189075942945,1.0100309392419646,8696.345472944136,,,,,,,,1e-30,0.0,0.0,29465554446.697186,32154821272.810753,1.0,0.0,93.26250792447617,93.27138102803752,0.0,30312528512.974133,30323947340.172783,30312528512.974133,31870903832.600292,1.0,93.2120117943655,0.3325274046128828,5.02178862309633,673.6459651097853,0.059063599386068824,0.0021518711198329136,0.8677659688249688,0.031463892039869004,178.76679543636595,4.715469984996249,2025.8359334143336
400,8660.089847604138,0.5858231882325344,6.618971334453715,8652.885053081452,0.7653908728437611,0.7057518628349627,1.0598022168467094,1.0686156554540294,0.004712778792556901,0.11334533431260439,0.1871396639546398,0.7124256853969403,12.821568054101396,14.676555854051356,370114.63246186846,2365632.1878286013,0.0,3.7293673617264584,0.187059572329123,0.18850288585469566,-0.5187189075942165,1.0100309392419646,8660.089847604138,,,,,,,,1e-30,0.0,0.0,24171131974.489235,26950154046.31744,1.0,0.0,93.08376394367205,93.09480764011082,0.0,25044100553.95438,25058808353.050945,25044100553.95438,26654335172.278893,1.0,93.02088503707891,0.3806420024202533,5.716427436903336,741.6883715321818,0.06769489769639199,0.0024260713377797873,0.9924935726086448,0.03506978457259328,179.72833413984452,5.245403294689208,1948.5195191709558
450,8618.68220442946,0.5416122814941421,5.926251484810202,8612.214340663157,0.7359431238174198,0.6781894507057432,1.030332042208824,1.039331328234857,0.006030547232851756,0.14349450777932576,0.187123256609914,0.7124256853969463,12.57733037254753,14.91688593097569,289911.32303031744,3008300.7155374116,0.0,3.729367361728787,0.187059572329123,0.18822832172917586,-0.5187189075941123,1.0100309392419646,8618.68220442946,,,,,,,,1e-30,0.0,0.0,19258883158.947372,22020694939.55183,1.0,0.0,92.87927277555096,92.89280131703535,0.0,20127076954.068512,20145072264.087284,20127076954.068512,21725004771.624813,1.0,92.80201689975901,0.4283123391890226,6.375559983032842,816.683627489865,0.07568604892713941,0.0026894647669893626,1.1108265645165252,0.0383118269068024,180.54204049586787,5.8096862673951675,1906.7478397568334
