t_eval,flux_left,recruitment_flux,flux_mismatch
0.0,0.0,772546301.8432525,-772546301.8432525
0.6666666666666666,0.0,741288784.8262256,-741288784.8262256
1.3333333333333333,0.0,711841119.4027189,-711841119.4027189
2.0,0.0,684083958.442969,-684083958.442969
2.6666666666666665,0.0,657906502.1357912,-657906502.1357912
3.333333333333333,0.0,633205856.8550103,-633205856.8550103
4.0,0.0,609886442.8429513,-609886442.8429513
4.666666666666666,0.0,587859447.0702518,-587859447.0702518
5.333333333333333,0.0,567042317.8827842,-567042317.8827842
6.0,0.0,547358298.2838995,-547358298.2838995
6.666666666666666,0.0,528735994.92382365,-528735994.92382365
7.333333333333333,0.0,511108980.0782287,-511108980.0782287
8.0,0.0,494415424.09514934,-494415424.09514934
8.666666666666666,0.0,478597755.97408503,-478597755.97408503
9.333333333333332,0.0,463602349.91375977,-463602349.91375977
10.0,0.0,449379235.82617176,-449379235.82617176
10.666666666666666,0.0,435881831.964864,-435881831.964864
11.333333333333332,0.0,423066697.95523244,-423066697.95523244
12.0,0.0,410893306.64484936,-410893306.64484936
12.666666666666666,0.0,399323833.31266344,-399323833.31266344
13.333333333333332,0.0,388322960.88817114,-388322960.88817114
14.0,0.0,377857699.9356865,-377857699.9356865
14.666666666666666,0.0,367897222.2552722,-367897222.2552722
15.333333333333332,0.0,358412707.0411264,-358412707.0411264
16.0,0.0,349377198.6208069,-349377198.6208069
16.666666666666664,0.0,340765474.87500197,-340765474.87500197
17.333333333333332,0.0,332553925.5081055,-332553925.5081055
18.0,0.0,324720439.4049764,-324720439.4049764
18.666666666666664,0.0,317244300.3693939,-317244300.3693939
19.333333333333332,0.0,310106090.59517574,-310106090.59517574
20.0,0.0,303287601.27208805,-303287601.27208805
20.666666666666668,0.0,296771749.77581537,-296771749.77581537
21.333333333333336,0.0,290542502.93471944,-290542502.93471944
22.0,0.0,284584805.90615386,-284584805.90615386
22.666666666666668,0.0,278884516.2319504,-278884516.2319504
23.333333333333336,0.0,273428342.6766753,-273428342.6766753
24.0,0.0,268203788.483479,-268203788.483479
24.666666666666668,0.0,263199098.7111589,-263199098.7111589
25.333333333333336,0.0,258403211.34251615,-258403211.34251615
26.0,0.0,253805711.87846905,-253805711.87846905
26.666666666666668,0.0,249396791.15479362,-249396791.15479362
27.333333333333336,0.0,245167206.1390082,-245167206.1390082
28.0,0.0,241108243.48388612,-241108243.48388612
28.666666666666668,0.0,237211685.6315522,-237211685.6315522
29.333333333333336,0.0,233469779.27818713,-233469779.27818713
30.0,0.0,229875206.02413929,-229875206.02413929
30.666666666666668,0.0,226421055.0478557,-226421055.0478557
31.333333333333336,0.0,223100797.65455064,-223100797.65455064
32.0,0.0,219908263.56205422,-219908263.56205422
32.666666666666664,0.0,216837618.79687622,-216837618.79687622
33.333333333333336,0.0,213883345.08328322,-213883345.08328322
34.0,0.0,211040220.6171606,-211040220.6171606
34.666666666666664,0.0,208303302.12469998,-208303302.12469998
35.333333333333336,0.0,205667908.11356983,-205667908.11356983
36.0,0.0,203129603.2312261,-203129603.2312261
36.666666666666664,0.0,200684183.6514862,-200684183.6514862
37.333333333333336,0.0,198327663.41643453,-198327663.41643453
38.0,0.0,196056261.66620332,-196056261.66620332
38.666666666666664,0.0,193866390.69423115,-193866390.69423115
39.333333333333336,0.0,191754644.77025086,-191754644.77025086
40.0,0.0,189717789.67755258,-189717789.67755258
