step,loss,loss_pde,loss_ic,loss_bc,grad_norm,residual_log_mean,residual_log_abs_mean,residual_log_abs_max,g_eval_min,g_eval_max,mu_eval_min,mu_eval_max,N_eval_min,N_eval_max,seconds_elapsed,w_pde,w_ic,w_bc,weighted_loss_pde,weighted_loss_ic,weighted_loss_bc,grad_pde_max_for_weighting,grad_ic_mean_for_weighting,grad_bc_mean_for_weighting,target_w_ic,target_w_bc,loss_weighted,loss_unweighted,boundary_loss_form,bc_eps,frac_flux_left_clamped,frac_recruitment_flux_clamped,flux_left_min,recruitment_flux_min,boundary_residual_abs_p95,boundary_residual_abs_max,weight_update_hard_set,causal_fraction,t_max_current
1,10.257525062584659,0.6958933232115114,9.561631739373148,0.0,3.004072241947839,0.7617819319301289,0.7851118008719938,1.1935243481606492,5.3256654398967096e-05,3.499793061395395,0.187059572329123,0.19102870933045893,1344938.4190682287,1357828.6605047362,1.8689978000002156,1.0,1.0,0.001,0.6958933232115114,9.561631739373148,0.0,,,,,,10.257525062584659,10.257525062584659,log,1e-30,,,,,,,0.0,0.01,0.4
2,10.253801417820238,0.7093215566378733,9.544479861182365,0.0,3.0009252142433587,0.7526096583577017,0.7559054819078336,1.1963517926722054,0.00040386571520802106,3.7256081165868316,0.187059572329123,0.1895547316212734,1347801.7601811595,1350317.1181502598,2.426891400000386,1.0,1.0,0.001,0.7093215566378733,9.544479861182365,0.0,,,,,,10.253801417820238,10.253801417820238,log,1e-30,,,,,,,0.0,0.0102475,0.4099
3,10.350727459616015,0.8233916741029014,9.527335785513115,0.0,3.01924596986878,0.8234069814645886,0.8234069814645886,1.1963981861048079,0.0,3.7038116270250545,0.187059572329123,0.19147865181250104,1339571.2183674055,1350336.985927136,2.504348399999799,1.0,1.0,0.001,0.8233916741029014,9.527335785513115,0.0,,,,,,10.350727459616015,10.350727459616015,log,1e-30,,,,,,,0.0,0.010495,0.41980000000000006
4,10.254187726825439,0.7439933522446226,9.510194374580816,0.0,2.993754186162788,0.7994439455778284,0.7994439455778284,1.189811937066423,0.00011690639222979721,3.730837192505619,0.187059572329123,0.19062690917156808,1330087.0812331475,1352830.458675266,2.584997599999042,1.0,1.0,0.001,0.7439933522446226,9.510194374580816,0.0,,,,,,10.254187726825439,10.254187726825439,log,1e-30,,,,,,,0.0,0.0107425,0.4297
5,10.200544201532159,0.7074850255282319,9.493059176003927,0.0,2.9954263721561376,0.7210498854524654,0.7414364493388367,1.1911665914552483,0.0,3.6194988877205603,0.187059572329123,0.1912900050355943,1321150.7501990504,1355751.6381060495,2.665745299998889,1.0,1.0,0.001,0.7074850255282319,9.493059176003927,0.0,,,,,,10.200544201532159,10.200544201532159,log,1e-30,,,,,,,0.0,0.01099,0.4396
6,10.237726138644337,0.761802522142925,9.475923616501412,0.0,2.992453543706887,0.7447988868140908,0.810784018996938,1.1942267552923111,0.00010555965594997302,3.3868013661957312,0.187059572329123,0.19063321879652986,1315358.817677946,1357918.7868835565,2.7458263999997143,1.0,1.0,0.001,0.761802522142925,9.475923616501412,0.0,,,,,,10.237726138644337,10.237726138644337,log,1e-30,,,,,,,0.0,0.011237500000000001,0.4495
7,10.19140295447645,0.7326188212408227,9.458784133235627,0.0,2.987173240559575,0.7483486742266934,0.7941923485049815,1.1572169139380803,0.0003098067203934213,3.6593995663794594,0.187059572329123,0.18977402723690626,1305386.9612728108,1359518.2508571805,2.822521799998867,1.0,1.0,0.001,0.7326188212408227,9.458784133235627,0.0,,,,,,10.19140295447645,10.19140295447645,log,1e-30,,,,,,,0.0,0.011485,0.45940000000000003
8,10.168528978849299,0.7268906901302576,9.44163828871904,0.0,2.998175837839715,0.7553720062803525,0.7696064270455492,1.1921150165872438,0.0008825596496554455,3.620980643764335,0.187059572329123,0.18843402332830322,1293997.8581510358,1359490.3808570441,2.901081799998792,1.0,1.0,0.001,0.7268906901302576,9.44163828871904,0.0,,,,,,10.168528978849299,10.168528978849299,log,1e-30,,,,,,,0.0,0.0117325,0.4693
9,10.036321978508767,0.611842702392269,9.424479276116498,0.0,2.9750332838755535,0.704432990898473,0.704432990898473,1.1880681731711364,0.0,3.690375364772568,0.187059572329123,0.19114886300974776,1285189.253485709,1366432.107348238,2.9775463999994827,1.0,1.0,0.001,0.611842702392269,9.424479276116498,0.0,,,,,,10.036321978508767,10.036321978508767,log,1e-30,,,,,,,0.0,0.011980000000000001,0.47920000000000007
10,10.10342935978701,0.6961182289412491,9.40731113084576,0.0,2.987828626422643,0.7913509305580929,0.7913509305580929,1.1714947336754493,0.0,2.5152829758878115,0.187059572329123,0.19110117866081197,1277828.5198262164,1369068.6213482113,3.053214100000332,1.0,1.0,0.001,0.6961182289412491,9.40731113084576,0.0,,,,,,10.10342935978701,10.10342935978701,log,1e-30,,,,,,,0.0,0.0122275,0.48910000000000003
