step,fixed_loss,fixed_loss_pde,fixed_loss_ic,fixed_loss_bc,fixed_residual_log_rms,fixed_residual_log_abs_mean,fixed_residual_log_abs_p95,fixed_residual_log_abs_max,rms_dlogN_dt,rms_advective,rms_mu,rms_dg_dw,log_N_eval_min,log_N_eval_max,N_eval_min,N_eval_max,g_eval_min,g_eval_max,mu_eval_min,mu_eval_max,dg_dw_min,dg_dw_max,fixed_loss_unweighted,fixed_w_pde,fixed_w_ic,fixed_w_bc,fixed_weighted_loss_pde,fixed_weighted_loss_ic,fixed_weighted_loss_bc,fixed_loss_weighted,bc_eps,flux_left_min,flux_left_max,recruitment_flux_min,recruitment_flux_max,frac_flux_left_clamped,frac_recruitment_flux_clamped,boundary_residual_abs_p95,boundary_residual_abs_max,flux_left_mean,recruitment_flux_mean,flux_mismatch_rms,flux_mismatch_abs_mean,flux_mismatch_abs_p95,flux_mismatch_rel_abs_mean,boundary_residual_rms,grad_norm_pde,grad_norm_ic,grad_norm_bc,grad_abs_max_pde,grad_abs_mean_pde,grad_abs_max_ic,grad_abs_mean_ic,grad_abs_max_bc,grad_abs_mean_bc,grad_norm_max_min_ratio
1,8809.531507546162,0.7586214804107573,9.35044771909624,8799.422438346655,0.8709887946528114,0.8038565337761385,1.184802853681716,1.1889098723910376,0.0009107005812735708,0.007482581313286161,0.18724552174739556,0.712425685396927,13.708313484093765,13.855186307109214,898348.6145055507,1040473.3451176903,0.0,3.72936736172152,0.187059572329123,0.19019678755642871,-0.5187189075944979,1.0100309392419646,8809.531507546162,,,,,,,,1e-30,0.0,0.0,54008827051.09262,55749649908.85382,1.0,0.0,93.81998813109482,93.82168975742647,0.0,54842382066.85004,54844887973.0604,54842382066.85004,55654874433.2022,1.0,93.8052367320005,0.17143282935335005,2.600097093967865,452.65650375924184,0.03825750307549698,0.001111616755751632,0.5539531581261864,0.01709647020900647,173.66871743571804,2.7322438642023825,2640.4306891899073
2,8804.794600652507,0.7498047284736896,9.20368199925208,8794.841113924782,0.8659126563768944,0.7991615693032218,1.1786154967450733,1.1823542931080508,0.0005988736082144289,0.012469553818733646,0.18724053819487163,0.7124256853969275,13.684497008771762,13.893770834930677,877205.8888790633,1081404.0866190093,0.0,3.729367361721676,0.187059572329123,0.19010264548876865,-0.5187189075944751,1.0100309392419646,8804.794600652507,,,,,,,,1e-30,0.0,0.0,52937165555.21921,54218123032.24164,1.0,0.0,93.79238365766935,93.79383385261168,0.0,53518184758.02978,53519587845.01384,53518184758.02978,54139559422.00845,1.0,93.78081421018257,0.1764793697930876,2.668348990128179,457.50494960366586,0.04137156402053444,0.001134792861162508,0.6069898573039916,0.017359587470086587,173.96005135770073,2.7768193759040343,2592.3990443759258
3,8799.812958069877,0.7408334783220968,9.054937168608214,8790.017187422947,0.860716839803949,0.7943551003767851,1.1721531446558993,1.1760561345606022,0.0003215181125679179,0.017593683922270283,0.18723544901854006,0.7124256853969283,13.659123479767665,13.93483158967657,855228.086148264,1126731.576800719,0.0,3.7293673617218555,0.187059572329123,0.190007882230858,-0.5187189075944509,1.0100309392419646,8799.812958069877,,,,,,,,1e-30,0.0,0.0,51812605505.18524,52668650285.93637,1.0,0.0,93.76362263907166,93.7648390340744,0.0,52158409636.39866,52159070853.14475,52158409636.39866,52604627573.38762,1.0,93.75509152799621,0.18393074886951058,2.780392080875168,463.96027274714663,0.04457799799507583,0.0011661331245346543,0.6609672904425267,0.01779654660483889,174.25783107188724,2.8365774802032444,2522.4725914441997
4,8794.455113388647,0.7316195651393639,8.902711139118077,8784.82078268439,0.8553476282420872,0.789387661135832,1.165690651703737,1.1697202723491809,0.00022957011906615923,0.022913962897782476,0.1872301429412835,0.7124256853969289,13.63093188215229,13.985507157216981,831454.5219663891,1185300.8204049547,0.0,3.729367361722075,0.187059572329123,0.18991097416636296,-0.5187189075944308,1.0100309392419646,8794.455113388647,,,,,,,,1e-30,0.0,0.0,50580366903.0822,51075784962.12167,1.0,0.0,93.73311542749643,93.73412913616632,0.0,50732197590.549965,50732434835.49852,50732197590.549965,51024038024.76547,1.0,93.72737477751305,0.19357000182103917,2.9315881085296813,472.1674991435177,0.04784376027709471,0.001205517547995418,0.7153527972097684,0.018402196610535486,174.56858098062395,2.907385451541412,2439.2596719612043
5,8788.58371238559,0.7220577188031916,8.745470400031197,8779.116184266757,0.8497397947626035,0.7841982091972022,1.1585955374300403,1.1630989533484253,0.00043942472302396313,0.028491292399865625,0.1872245202616766,0.7124256853969296,13.597480226435696,14.041178135963495,804101.05168264,1253159.018402538,0.0,3.729367361722347,0.187059572329123,0.18980988603564466,-0.5187189075944135,1.0100309392419646,8788.58371238559,,,,,,,,1e-30,0.0,0.0,49130931456.60908,49404933718.97474,1.0,0.0,93.70003425572776,93.70086891882843,0.0,49211165733.729385,49211225680.94579,49211165733.729385,49363716235.57329,1.0,93.69693796633248,0.20517606019799695,3.116440023685943,482.1468651147736,0.05121010346726107,0.001253249437782119,0.7707498200216338,0.01912777512139416,174.89811530754525,2.988578538081526,2349.9177469803108
6,8782.08256686593,0.7120579775032336,8.581804212305162,8772.788704676123,0.8438352786552797,0.7787327098416789,1.1511346648977654,1.1561221687932612,0.0007231992692457138,0.034385117520519835,0.18721852011747867,0.7124256853969304,13.558775377287779,14.099423719017526,773573.043732908,1328317.576044976,0.0,3.7293673617226357,0.187059572329123,0.1897142209898643,-0.5187189075943942,1.0100309392419646,8782.08256686593,,,,,,,,1e-30,0.0,0.0,47485900453.17924,47827472233.42924,1.0,0.0,93.66719210517536,93.66841883408641,0.0,47577000185.44474,47577090287.22399,47577000185.44474,47768840512.22133,1.0,93.66316621103583,0.21850386188488846,3.32940305218832,493.8986568362001,0.054682764147676366,0.0013122946197512376,0.82723577517597,0.019975296421472662,175.24987532453704,3.0813739131644584,2260.3658012067276
7,8774.829435578034,0.7015363394621926,8.410408226662934,8765.71749101191,0.8375776617497583,0.772938521543959,1.1431110040991503,1.1487218315405352,0.0010227536740746704,0.04065365136778904,0.18721209446562903,0.7124256853969313,13.514861351674742,14.159034020539888,740337.4329155589,1409906.6021350636,0.0,3.7293673617229546,0.187059572329123,0.1896186836185697,-0.518718907594375,1.0100309392419646,8774.829435578034,,,,,,,,1e-30,0.0,0.0,45671648674.478745,46235947327.03336,1.0,0.0,93.63281915742911,93.63457620297936,0.0,45814389210.87563,45814683866.07883,45814389210.87563,46154787344.68686,1.0,93.62541049849614,0.2333259763532048,3.565529488516526,507.4253793379386,0.05824551731193766,0.0013826752602399107,0.884503011343055,0.020946994628943203,175.6264534337592,3.185318019515007,2174.7487668060025
8,8766.643539982666,0.6903989355505995,8.229943552692712,8757.723197494422,0.830902482575783,0.7667555574470546,1.1350696799483937,1.140923002442603,0.0013325156741630733,0.04736180664385936,0.1872051672309435,0.7124256853969322,13.465148012513941,14.219944720264747,704432.6545641065,1498454.3781515427,0.0,3.729367361723297,0.187059572329123,0.18951396257007455,-0.5187189075943541,1.0100309392419646,8766.643539982666,,,,,,,,1e-30,0.0,0.0,43689441366.37247,44480238307.062935,1.0,0.0,93.59354766646095,93.59586363431858,0.0,43899535613.895226,43900184867.09356,43899535613.895226,44377355090.69115,1.0,93.58270779099321,0.24946971312625388,3.820704451339448,522.7893033483167,0.06189050680604104,0.0014630660860889737,0.9423009782703193,0.02208250534450886,176.0319770555564,3.3032508174453383,2095.6022949516873
9,8757.417729351062,0.6785665005997108,8.039198703248484,8748.699964147214,0.8237514798770991,0.760129215147016,1.1267969782296616,1.1327141801666343,0.0016533297696872953,0.05456921077278876,0.1871977523007783,0.7124256853969332,13.409299918929058,14.282481426182049,666169.8312747198,1595154.933033996,0.0,3.7293673617236656,0.187059572329123,0.18940025624926246,-0.5187189075943325,1.0100309392419646,8757.417729351062,,,,,,,,1e-30,0.0,0.0,41552815251.486145,42561009959.605835,1.0,0.0,93.548846424081,93.55175720177351,0.0,41833334804.5683,41834469153.05055,41833334804.5683,42437323247.821045,1.0,93.5344854272862,0.26678951419605584,4.091561571317564,540.0138110049701,0.06561227969244109,0.0015509570523462263,1.0004899806760716,0.02331204486225263,176.46500905309907,3.4340856800904094,2024.119323550811
10,8748.013583062602,0.6667430588749016,7.84936218327832,8739.497477820449,0.8165433600703037,0.7534444996449844,1.1177285978233245,1.1244359696342898,0.001977188226779654,0.0618441078894505,0.18719059978974137,0.7124256853969343,13.352405244560254,14.344911231966947,629326.3525177152,1697914.3993785002,0.0,3.729367361724054,0.187059572329123,0.18929005138007543,-0.5187189075943105,1.0100309392419646,8748.013583062602,,,,,,,,1e-30,0.0,0.0,39476285000.95562,40689196066.71439,1.0,0.0,93.50325347278797,93.50678123107119,0.0,39825357839.491844,39827098053.78481,39825357839.491844,40545933772.76988,1.0,93.48527947126462,0.2838659967319943,4.35610004792134,557.542598798362,0.06910348460661866,0.0016376712188809724,1.054399940600197,0.02454715086482054,176.88088822079183,3.563938984391548,1964.104912941557
