t_eval,w_eval,residual_log,residual,log_N_eval,N_eval,g_eval,dg_dw,mu_eval
32.01153126843863,0.6833235812969249,0.6605010952724326,538825.4261193554,13.611903409452102,815782.7897274107,0.45078610714711465,0.5477813279593291,0.187059572329123
32.01153126843863,22.087847161905625,0.10713756926361373,61109.5315862504,13.254064709032578,570383.7785967442,0.9257459390564735,-0.07565538930813576,0.187059572329123
32.01153126843863,0.27181853793559446,0.7527708768346841,680607.3262430982,13.71473518329688,904136.101950403,0.2071109353414744,0.6539930795149913,0.18705957232912332
32.01153126843863,0.0161628054234598,1.0424556711120156,1307636.9771750465,14.042153080020118,1254381.3741069245,0.014868333676241574,0.9674099662100133,0.18705990612428156
32.01153126843863,3.4413149745987033,0.5225081966271821,358569.28050012497,13.438991779339073,686246.2308050066,1.6743394705011099,0.386911219895768,0.187059572329123
32.01153126843863,0.10386955920289201,0.855836596025066,863694.0237719077,13.824649659467998,1009180.9906042059,0.08906833689512839,0.7704092582047917,0.18705957233067408
32.01153126843863,0.004550138913915453,1.1031144037416774,1606828.2275335465,14.191635293439228,1456628.8157269196,0.0033320046587841934,1.00632664163407,0.18713011070574376
32.01153126843863,0.029907748081404145,0.9869705475440261,1151545.0163594862,13.969730171522235,1166747.0921244677,0.027764585972404332,0.9121881165793226,0.1870595826568664
32.01153126843863,0.1686887008977549,0.8033561644687167,766810.3321547015,13.768951885511925,954508.5555692672,0.1369434528386546,0.7114958942301097,0.18705957232914938
32.01153126843863,1.0065625400629032,0.6244835330186411,488319.2335688103,13.569554956139363,781956.9416159989,0.6206071560569466,0.5059734987494315,0.187059572329123
32.01153126843863,0.4676801072820729,0.6974199334399147,593327.9770009647,13.653870168675674,850747.087302864,0.32837886764148827,0.5904512032512348,0.187059572329123
32.01153126843863,4.037216510905905,0.5106557847878321,344700.54474796465,13.422490859596499,675015.4507525676,1.900637354521988,0.37303007038464747,0.187059572329123
32.01153126843863,0.061620447600246396,0.9123150535011686,978146.0507902603,13.885184169216465,1072158.1837726494,0.055309973976694016,0.8326738228025121,0.187059572412284
32.01153126843863,4.355292291719144,0.5051240274601911,338318.44396742596,13.41469415377367,669773.017269682,2.01824421200142,0.3665521581273686,0.187059572329123
32.01153126843863,5.03523296127725,0.4946367915763372,326413.0334576588,13.399850372345519,659904.477419536,2.263202153046217,0.3542857167323427,0.187059572329123
32.01153126843863,0.0027866098879554616,1.092627630353269,1685927.925618478,14.249241202600508,1543003.1959500997,0.0015770005317435332,0.975966487577983,0.18735381063177675
32.01153126843863,0.09851833829091754,0.8615839541738439,874820.8398280886,13.83075716649529,1015363.4310273771,0.08492873805845291,0.7768055472955471,0.1870595723314895
32.01153126843863,31.91394709523835,0.09102487087475547,50149.9168077444,13.21939463801086,550947.4094914955,0.10616179808516613,-0.0955755915554744,0.187059572329123
32.01153126843863,0.007701924213396518,1.09000837224305,1492237.5250759448,14.129601869019092,1369014.7370200253,0.006511647124202907,1.006591197911714,0.1870698134549187
32.01153126843863,0.03588953542331488,0.9688206916671478,1106446.6760341376,13.948339974681126,1142055.166194028,0.03316321462095689,0.893252959636329,0.18705957562976572
32.01153126843863,0.002682872449202937,1.0906894575426116,1690436.5063466472,14.253687315193824,1549878.8354985125,0.0014759515516128557,0.9721384502010189,0.18738339443538138
32.01153126843863,1.032312341888443,0.6221970345092777,485198.6777726875,13.566812191597608,779815.1563923159,0.6336014725380634,0.5033141765726628,0.187059572329123
32.01153126843863,0.012697110143461013,1.0608179251150849,1369088.7859887462,14.070615718758198,1290597.333977193,0.01148676021457845,0.9841666483516516,0.18706068708371082
32.01153126843863,0.003690742548289917,1.1017379487951746,1644827.521904592,14.21625720033732,1492938.9731045596,0.002470449571737268,0.9974486323831471,0.18719510275701348
32.01153126843863,0.004130312592560074,1.1030071830904573,1625078.4207460287,14.203026378930666,1473316.2627217057,0.0029101847907011397,1.0029210049848452,0.18715575103162954
32.01153126843863,13.77669961472637,-0.3639444984696417,-217235.95377930862,13.299493286099649,596893.0831287982,2.5865063568645237,-0.5322668388537289,0.187059572329123
32.01153126843863,0.11905708031052468,0.8410140759027156,835489.5546110845,13.808920007025169,993431.119109747,0.10064047988485814,0.7538589541819771,0.18705957232963424
32.01153126843863,0.0026968065942362214,1.090964666831004,1689837.0079347128,14.253080316952007,1548938.347236572,0.0014895012158898865,0.9726749447192056,0.1873792253658362
32.01153126843863,1.7270549236016028,0.5773400832319131,425977.8372087326,13.511466385652499,737828.2741501954,0.9633527610991264,0.4510353735132382,0.187059572329123
32.01153126843863,0.03639347529219329,0.9674091130266514,1103030.4872982926,13.946705736711593,1140190.3005103332,0.03361298548406816,0.8917676451870635,0.18705957534770373
28.63409164431191,0.6833235812969249,0.6593638045230976,541210.460251241,13.618043344360931,820807.0514921362,0.45078610714711465,0.5477813279593291,0.187059572329123
28.63409164431191,22.087847161905625,0.10686891380425276,61036.39911959838,13.25537797228289,571133.3347262812,0.9257459390566929,-0.07565538930812987,0.187059572329123
28.63409164431191,0.27181853793559446,0.7514822416102953,684607.4621714255,13.722308605724791,911009.5013082826,0.2071109353414744,0.6539930795149913,0.18705957232912332
28.63409164431191,0.0161628054234598,1.0411087525541345,1321694.5920995502,14.054138999624142,1269506.7531197479,0.014868333676241574,0.9674099662100133,0.18705990644215253
28.63409164431191,3.4413149745987033,0.5216465932176506,359323.43161538773,13.442743130473298,688825.4160714215,1.6743394705011099,0.3869112198957689,0.187059572329123
