t_eval,x_eval,w_eval,log10_N,residual_log,dlogN_dt,advective,mu,dg_dw,g_eval
0.0,-6.907755278982137,0.0010000000000000002,8.247149839456869,0.05770682251032569,-0.12939089401955858,-0.0,0.18709771652988427,0.0,0.0
0.0,-6.842319663633403,0.001067623996501897,8.226587453266582,0.8468773115954359,-0.13088729086442236,-0.0030005378214266873,0.1870947782957122,0.7936703619855727,4.39956963897703e-06
0.0,-6.7768840482846695,0.0011398209979066826,8.205765762215057,0.8270352430594298,-0.13237398491105531,-0.04036084535448018,0.187091883632698,0.8126781896922672,6.240057695692386e-05
0.0,-6.711448432935937,0.0012169002490819115,8.184685532070578,0.8067017372777983,-0.13385012758073048,-0.0771195117903325,0.18708905875063828,0.830582317898223,0.0001257457176160881
0.0,-6.646012817587203,0.001299191907268984,8.163347655013837,0.7859287188094644,-0.1353148759174334,-0.11326167282609724,0.187086326971813,0.8474189405811821,0.00019480322307869474
0.0,-6.580577202238469,0.0013870484562614346,8.141753149371544,0.7647665682565897,-0.13676739393956128,-0.14877301347715757,0.18708370842173516,0.8632232672515734,0.00026996378490699163
0.0,-6.515141586889737,0.0014808462162156177,8.119903159163318,0.743264116949407,-0.13820685396474192,-0.18363979612500156,0.18708121983009746,0.8780295472090529,0.0003516418330425583
0.0,-6.449705971541003,0.0015809869555608298,8.097798953465237,0.7214686429161121,-0.139632437902539,-0.2178488868597234,0.1870788744408411,0.8918710932375333,0.0004402768835645443
0.0,-6.384270356192269,0.00168789961191322,8.075441925594195,0.6994258682454368,-0.14104333851001674,-0.251387780021727,0.18707668202598857,0.904780304751192,0.0005363349595775974
0.0,-6.318834740843536,0.0018020421293647925,8.052833592117896,0.6771799579352811,-0.14243876060539237,-0.2842446208571393,0.18707464899416348,0.9167886904036493,0.0006403100890667451
0.0,-6.253399125494802,0.001923903420017228,8.029975591696044,0.6547735203062552,-0.14381792223527745,-0.31640822621240927,0.18707277858172225,0.9279268901722197,0.0007527258837532608
0.0,-6.187963510146069,0.0020540054581624587,8.006869683758847,0.6322476090457306,-0.14518005579132987,-0.34786810320411254,0.18707107111223897,0.9382246969289341,0.0008741372031902603
0.0,-6.122527894797336,0.0021929055160801137,7.983517747029625,0.6096417269338887,-0.14652440907247302,-0.37861446581207453,0.18706952430875587,0.9477110775096804,0.0010051319085543492
0.0,-6.057092279448602,0.0023411985510285054,7.959921777898809,0.5869938312912094,-0.14785024628920843,-0.4086382493550078,0.18706813364272767,0.956414193292698,0.001146332710815226
0.0,-5.991656664099869,0.0024995197536535007,7.93608388865711,0.5643403411741129,-0.14915684900693094,-0.43793112282022356,0.18706689270388624,0.9643614202973811,0.001298399118204674
0.0,-5.9262210487511355,0.0026685472687309874,7.912006305596107,0.5417161463342643,-0.1504435170255608,-0.4664854990303591,0.18706579357623393,0.9715793688139502,0.001462029488155367
0.0,-5.860785433402402,0.002849005099896798,7.887691366984844,0.5191546179460547,-0.15170956919322176,-0.49429454264213585,0.1870648272069124,0.9780939025744999,0.0016379631891431101
0.0,-5.795349818053668,0.003041666210806105,7.863141520931387,0.49668762109661424,-0.1529543441521213,-0.5213521759838055,0.18706398375664288,0.9839301574758981,0.0018269828781420777
0.0,-5.729914202704935,0.003247355836005595,7.838359323138511,0.47434552902266225,-0.15417720101521615,-0.5476530827488385,0.18706325292264317,0.9891125598640738,0.0020299168996904815
0.0,-5.664478587356202,0.0034669550157000483,7.8133474345629335,0.45215723906954075,-0.155377519972679,-0.5731927095749756,0.18706262422724992,0.9936648443899454,0.0022476418128697245
0.0,-5.599042972007468,0.003701404369553982,7.788108618987592,0.43015019033879187,-0.15655470282760833,-0.597967265547697,0.18706208726777643,0.9976100714463207,0.0024810850528170503
0.0,-5.5336073566587345,0.003951708125692806,7.762645740516619,0.40835038298220216,-0.1577081734608441,-0.6219737196774726,0.18706163192530556,1.0009706441952133,0.0027312277337273594
0.0,-5.468171741310002,0.00421893842216117,7.736961761002595,0.3867823990924756,-0.15883737822516067,-0.6452097964092119,0.1870612485320606,1.0037683251947875,0.002999107600649864
