t_eval,flux_left,recruitment_flux,flux_mismatch
0.0,0.0,758162803.5021627,-758162803.5021627
0.6666666666666666,0.0,713301834.0997896,-713301834.0997896
1.3333333333333333,0.0,672009881.1725211,-672009881.1725211
2.0,0.0,633958173.2742939,-633958173.2742939
2.6666666666666665,0.0,598851513.9691514,-598851513.9691514
3.333333333333333,0.0,566424580.6981635,-566424580.6981635
4.0,0.0,536438655.871507,-536438655.871507
4.666666666666666,0.0,508678737.5051267,-508678737.5051267
5.333333333333333,0.0,482950983.33190936,-482950983.33190936
6.0,0.0,459080448.08609116,-459080448.08609116
6.666666666666666,0.0,436909078.693465,-436909078.693465
7.333333333333333,0.0,416293936.49253273,-416293936.49253273
8.0,0.0,397105619.445014,-397105619.445014
8.666666666666666,0.0,379226860.6398903,-379226860.6398903
9.333333333333332,0.0,362551282.31597906,-362551282.31597906
10.0,0.0,346982287.17866176,-346982287.17866176
10.666666666666666,0.0,332432071.01442,-332432071.01442
11.333333333333332,0.0,318820742.5538245,-318820742.5538245
12.0,0.0,306075538.23573583,-306075538.23573583
12.666666666666666,0.0,294130121.014178,-294130121.014178
13.333333333333332,0.0,282923953.6520559,-282923953.6520559
14.0,0.0,272401738.0864107,-272401738.0864107
14.666666666666666,0.0,262512913.44901326,-262512913.44901326
15.333333333333332,0.0,253211206.20181715,-253211206.20181715
16.0,0.0,244454226.61481667,-244454226.61481667
16.666666666666664,0.0,236203106.4878698,-236203106.4878698
17.333333333333332,0.0,228422173.60991198,-228422173.60991198
18.0,0.0,221078658.96908176,-221078658.96908176
18.666666666666664,0.0,214142433.18460253,-214142433.18460253
19.333333333333332,0.0,207585769.03366718,-207585769.03366718
20.0,0.0,201383127.30091104,-201383127.30091104
20.666666666666668,0.0,195510963.49027976,-195510963.49027976
21.333333333333336,0.0,189947553.21442226,-189947553.21442226
22.0,0.0,184672834.31969234,-184672834.31969234
22.666666666666668,0.0,179668264.01939243,-179668264.01939243
23.333333333333336,0.0,174916689.4975098,-174916689.4975098
24.0,0.0,170402230.6128805,-170402230.6128805
24.666666666666668,0.0,166110173.48215207,-166110173.48215207
25.333333333333336,0.0,162026873.85137114,-162026873.85137114
26.0,0.0,158139669.2825699,-158139669.2825699
26.666666666666668,0.0,154436799.28509596,-154436799.28509596
27.333333333333336,0.0,150907332.61321834,-150907332.61321834
28.0,0.0,147541101.03307924,-147541101.03307924
28.666666666666668,0.0,144328638.93457356,-144328638.93457356
29.333333333333336,0.0,141261128.22824624,-141261128.22824624
30.0,0.0,138330348.02476332,-138330348.02476332
30.666666666666668,0.0,135528628.6457042,-135528628.6457042
31.333333333333336,0.0,132848809.56009981,-132848809.56009981
32.0,0.0,130284200.88189812,-130284200.88189812
32.666666666666664,0.0,127828548.09994966,-127828548.09994966
33.333333333333336,0.0,125475999.74465595,-125475999.74465595
34.0,0.0,123221077.72453898,-123221077.72453898
34.666666666666664,0.0,121058650.09206197,-121058650.09206197
35.333333333333336,0.0,118983906.02138719,-118983906.02138719
36.0,0.0,116992332.8016982,-116992332.8016982
36.666666666666664,0.0,115079694.66850673,-115079694.66850673
37.333333333333336,0.0,113242013.31224065,-113242013.31224065
38.0,0.0,111475549.91856723,-111475549.91856723
38.666666666666664,0.0,109776788.60854997,-109776788.60854997
39.333333333333336,0.0,108142421.159004,-108142421.159004
40.0,0.0,106569332.8944696,-106569332.8944696
