step,loss_pde,grad_norm,residual_log_mean,residual_log_abs_mean,residual_log_abs_max,g_eval_min,g_eval_max,mu_eval_min,mu_eval_max,N_eval_min,N_eval_max,seconds_elapsed
1,0.7098150952824266,0.1444865107802895,0.7293167057757617,0.7635007781531241,1.2005303649865384,7.166830756274306e-05,3.380207564536322,0.187059572329123,0.1870595747682802,0.8076716673838844,0.8541460667214829,1.6230107999872416
2,0.8272165504343354,0.16385859355392562,0.8151604155257466,0.8260399513218306,1.1946985043435443,0.00018515628122610372,3.372471398676336,0.187059572329123,0.18705957426924796,0.7758319271853803,0.8099673771781315,1.655279599945061
3,0.977337306166947,0.2009533831234386,0.9253471917282805,0.9253471917282805,1.1878461572024828,2.5082421904056018e-05,1.3824111579283747,0.187059572329123,0.18705957454480795,0.7072143162833985,0.7977895002333408,1.6854539000196382
4,0.8313692607289319,0.1812114341359007,0.882504478502106,0.882504478502106,1.1834704026390581,0.0001066020872758644,2.6986853099974515,0.187059572329123,0.1870595741969894,0.6541380833917497,0.8081390071686663,1.718128199921921
5,0.6952952399789825,0.16554279329386337,0.7290039370548139,0.7531267847432884,1.1770725831838658,0.00016746184041835366,3.4649665000445116,0.187059572329123,0.1870595739306624,0.5880723588648931,0.8056280539178201,1.7502512999344617
6,0.7442063562533061,0.19760146872618095,0.8023349350699348,0.8023349350699348,1.1650113213491962,0.0010259056593453497,3.066518788455821,0.187059572329123,0.1870595728660221,0.5385522385879662,0.7841617459132415,1.7820139999967068
7,0.7816114760063486,0.20699071225797797,0.8416780151452926,0.8416780151452926,1.1639794194463178,0.00017231290391348658,2.729870516472252,0.187059572329123,0.1870595736881504,0.49150691084797127,0.7967561318204693,1.8097904999740422
8,0.6405723238415426,0.19569935470683544,0.6912299488710586,0.7160737247131622,1.1358581577220315,0.00030294400569922525,3.5970938424905166,0.187059572329123,0.18705957338900975,0.446869026354574,0.7937661750830814,1.8379874000092968
9,0.6060659155360907,0.19829835117519115,0.6574697734636148,0.6815213912352035,1.1488251939587188,0.0,3.6836491754597693,0.187059572329123,0.18705957388664973,0.4012282826293576,0.8109244412531441,1.8671335999388248
10,0.684407903934282,0.22358488619223416,0.7499190421152393,0.7740300261690477,1.1417321049427775,2.4104074793727254e-05,3.7333770255666585,0.187059572329123,0.1870595736213441,0.363839667464507,0.807177599667295,1.8982312999432907
11,0.7638484749086016,0.2737136964557077,0.8230444472934293,0.8230444472934293,1.1365278349550818,3.318309718217463e-05,3.6484177822368093,0.187059572329123,0.1870595735148918,0.3275194173092349,0.8298334449737815,1.9278645999729633
12,0.7318655461858983,0.2626525732414219,0.7819529924282889,0.7969389221998492,1.1215093343134943,1.724801098606024e-05,2.0292248643013693,0.187059572329123,0.18705957342753496,0.2913885345419601,0.8358428948420834,1.9582729999674484
13,0.6619969048325356,0.30006970941065053,0.7145910173460194,0.7562127134025755,1.1187095095840216,0.0006031682436840463,3.4102879206640133,0.187059572329123,0.18705957280477342,0.25986579427382395,0.8173349917855762,1.990418899920769
14,0.6123030978708941,0.2757967767186454,0.6663661448869137,0.7038650694261148,1.1063803533645138,0.0,3.67421735479495,0.187059572329123,0.1870595732509684,0.23442603061034126,0.8654469187013094,2.0209002000046894
15,0.6912294593323554,0.3869417695787175,0.7712451349354742,0.7712451349354742,1.0994243084217163,0.0,1.2264542594967631,0.187059572329123,0.18705957316768962,0.20344701991363145,0.8365447988946711,2.0499604999786243
16,0.6208393894499865,0.35342246861140153,0.7250330330445128,0.741412365530363,1.0794740026125698,0.0,2.6944529741787817,0.187059572329123,0.18705957309017607,0.18707406936498736,0.8927383458331196,2.079305100021884
