t_eval,flux_left,recruitment_flux,flux_mismatch
0.0,0.0,606305417.2956071,-606305417.2956071
0.6666666666666666,0.0,555901182.196598,-555901182.196598
1.3333333333333333,0.0,510219333.992412,-510219333.992412
2.0,0.0,468808099.7760626,-468808099.7760626
2.6666666666666665,0.0,431257783.2375078,-431257783.2375078
3.333333333333333,0.0,397197129.6855386,-397197129.6855386
4.0,0.0,366289964.5711476,-366289964.5711476
4.666666666666666,0.0,338232089.2355204,-338232089.2355204
5.333333333333333,0.0,312748418.2894591,-312748418.2894591
6.0,0.0,289590343.6779759,-289590343.6779759
6.666666666666666,0.0,268533311.1001413,-268533311.1001413
7.333333333333333,0.0,249374595.04617518,-249374595.04617518
8.0,0.0,231931259.28711098,-231931259.28711098
8.666666666666666,0.0,216038290.2123628,-216038290.2123628
9.333333333333332,0.0,201546890.96152592,-201546890.96152592
10.0,0.0,188322924.8421137,-188322924.8421137
10.666666666666666,0.0,176245497.06695274,-176245497.06695274
11.333333333333332,0.0,165205664.38489088,-165205664.38489088
12.0,0.0,155105262.71661744,-155105262.71661744
12.666666666666666,0.0,145855843.4431576,-145855843.4431576
13.333333333333332,0.0,137377709.52677718,-137377709.52677718
14.0,0.0,129599043.17078431,-129599043.17078431
14.666666666666666,0.0,122455117.24393609,-122455117.24393609
15.333333333333332,0.0,115887583.20446706,-115887583.20446706
16.0,0.0,109843828.75578682,-109843828.75578682
16.666666666666664,0.0,104276398.94830392,-104276398.94830392
17.333333333333332,0.0,99142474.9074932,-99142474.9074932
18.0,0.0,94403404.81535283,-94403404.81535283
18.666666666666664,0.0,90024282.19920811,-90024282.19920811
19.333333333333332,0.0,85973566.98720843,-85973566.98720843
20.0,0.0,82222745.17291702,-82222745.17291702
20.666666666666668,0.0,78746023.29161388,-78746023.29161388
21.333333333333336,0.0,75520054.24807678,-75520054.24807678
22.0,0.0,72523691.34979047,-72523691.34979047
22.666666666666668,0.0,69737767.691095,-69737767.691095
23.333333333333336,0.0,67144898.30330133,-67144898.30330133
24.0,0.0,64729302.73403639,-64729302.73403639
24.666666666666668,0.0,62476645.94692942,-62476645.94692942
25.333333333333336,0.0,60373895.641243406,-60373895.641243406
26.0,0.0,58409194.28125922,-58409194.28125922
26.666666666666668,0.0,56571744.29829161,-56571744.29829161
27.333333333333336,0.0,54851705.085296296,-54851705.085296296
28.0,0.0,53240100.54627352,-53240100.54627352
28.666666666666668,0.0,51728736.091223575,-51728736.091223575
29.333333333333336,0.0,50310124.08335745,-50310124.08335745
30.0,0.0,48977416.849675395,-48977416.849675395
30.666666666666668,0.0,47724346.45989353,-47724346.45989353
31.333333333333336,0.0,46545170.56298205,-46545170.56298205
32.0,0.0,45434623.646152675,-45434623.646152675
32.666666666666664,0.0,44387873.14883402,-44387873.14883402
33.333333333333336,0.0,43400479.924757704,-43400479.924757704
34.0,0.0,42468362.5994512,-42468362.5994512
34.666666666666664,0.0,41587765.4188382,-41587765.4188382
35.333333333333336,0.0,40755229.22787395,-40755229.22787395
36.0,0.0,39967565.25672325,-39967565.25672325
36.666666666666664,0.0,39221831.42641039,-39221831.42641039
37.333333333333336,0.0,38515310.916570365,-38515310.916570365
38.0,0.0,37845492.76530648,-37845492.76530648
38.666666666666664,0.0,37210054.29556484,-37210054.29556484
39.333333333333336,0.0,36606845.18419508,-36606845.18419508
40.0,0.0,36033873.00926095,-36033873.00926095
