t_eval,flux_left,recruitment_flux,flux_mismatch
0.0,0.0,2260602.652806432,-2260602.652806432
0.6666666666666666,0.0,1.9316013408261625e-14,-1.9316013408261625e-14
1.3333333333333333,0.0,1.5912285293647922e-13,-1.5912285293647922e-13
2.0,0.0,3.6156426398656146e-13,-3.6156426398656146e-13
2.6666666666666665,0.0,4.860583394529945e-13,-4.860583394529945e-13
3.333333333333333,0.0,5.120801051590548e-13,-5.120801051590548e-13
4.0,0.0,4.998133645871582e-13,-4.998133645871582e-13
4.666666666666666,0.0,4.811349708604807e-13,-4.811349708604807e-13
5.333333333333333,0.0,4.651161933061723e-13,-4.651161933061723e-13
6.0,0.0,4.5302689518384743e-13,-4.5302689518384743e-13
6.666666666666666,0.0,4.4422097169409135e-13,-4.4422097169409135e-13
7.333333333333333,0.0,4.3782928051916185e-13,-4.3782928051916185e-13
8.0,0.0,4.3314660578608414e-13,-4.3314660578608414e-13
8.666666666666666,0.0,4.296665821608852e-13,-4.296665821608852e-13
9.333333333333332,0.0,4.270397498480096e-13,-4.270397498480096e-13
10.0,0.0,4.250271619583969e-13,-4.250271619583969e-13
10.666666666666666,0.0,4.234647116160503e-13,-4.234647116160503e-13
11.333333333333332,0.0,4.2223842838121266e-13,-4.2223842838121266e-13
12.0,0.0,4.212680163676987e-13,-4.212680163676987e-13
12.666666666666666,0.0,4.204960178642841e-13,-4.204960178642841e-13
13.333333333333332,0.0,4.198806773824693e-13,-4.198806773824693e-13
14.0,0.0,4.1939120878546295e-13,-4.1939120878546295e-13
14.666666666666666,0.0,4.1900462117447155e-13,-4.1900462117447155e-13
15.333333333333332,0.0,4.18703560697779e-13,-4.18703560697779e-13
16.0,0.0,4.184748195028037e-13,-4.184748195028037e-13
16.666666666666664,0.0,4.183082864699185e-13,-4.183082864699185e-13
17.333333333333332,0.0,4.181961928602423e-13,-4.181961928602423e-13
18.0,0.0,4.181325563305603e-13,-4.181325563305603e-13
18.666666666666664,0.0,4.1811275947880425e-13,-4.1811275947880425e-13
19.333333333333332,0.0,4.1813322072685417e-13,-4.1813322072685417e-13
20.0,0.0,4.1819112993190537e-13,-4.1819112993190537e-13
20.666666666666668,0.0,4.18284231079896e-13,-4.18284231079896e-13
21.333333333333336,0.0,4.1841064123107474e-13,-4.1841064123107474e-13
22.0,0.0,4.185686994647916e-13,-4.185686994647916e-13
22.666666666666668,0.0,4.1875684248741363e-13,-4.1875684248741363e-13
23.333333333333336,0.0,4.189735052279451e-13,-4.189735052279451e-13
24.0,0.0,4.192170454656306e-13,-4.192170454656306e-13
24.666666666666668,0.0,4.194856915832526e-13,-4.194856915832526e-13
25.333333333333336,0.0,4.1977751216121363e-13,-4.1977751216121363e-13
26.0,0.0,4.2009040553460233e-13,-4.2009040553460233e-13
26.666666666666668,0.0,4.2042210680568195e-13,-4.2042210680568195e-13
27.333333333333336,0.0,4.2077020927240154e-13,-4.2077020927240154e-13
28.0,0.0,4.211321968860353e-13,-4.211321968860353e-13
28.666666666666668,0.0,4.215054842290719e-13,-4.215054842290719e-13
29.333333333333336,0.0,4.2188746060858376e-13,-4.2188746060858376e-13
30.0,0.0,4.222755351612838e-13,-4.222755351612838e-13
30.666666666666668,0.0,4.226671803159586e-13,-4.226671803159586e-13
31.333333333333336,0.0,4.230599715000651e-13,-4.230599715000651e-13
32.0,0.0,4.2345162155414783e-13,-4.2345162155414783e-13
32.666666666666664,0.0,4.2384000888157696e-13,-4.2384000888157696e-13
33.333333333333336,0.0,4.2422319887418766e-13,-4.2422319887418766e-13
34.0,0.0,4.2459945859138957e-13,-4.2459945859138957e-13
34.666666666666664,0.0,4.249672650179856e-13,-4.249672650179856e-13
35.333333333333336,0.0,4.253253074810968e-13,-4.253253074810968e-13
36.0,0.0,4.2567248497407214e-13,-4.2567248497407214e-13
36.666666666666664,0.0,4.260078992252493e-13,-4.260078992252493e-13
37.333333333333336,0.0,4.263308443750277e-13,-4.263308443750277e-13
38.0,0.0,4.266407941002633e-13,-4.266407941002633e-13
38.666666666666664,0.0,4.2693738696439904e-13,-4.2693738696439904e-13
39.333333333333336,0.0,4.272204106875005e-13,-4.272204106875005e-13
40.0,0.0,4.2748978593329413e-13,-4.2748978593329413e-13
