t_eval,x_eval,w_eval,log10_N,residual_log,dlogN_dt,advective,mu,dg_dw,g_eval
0.0,-6.907755278982137,0.0010000000000000002,6.254221629488297,0.18935663135439212,0.0005580563462451589,-0.0,0.18879857500814695,0.0,0.0
0.0,-6.842319663633403,0.001067623996501897,6.250611738684534,0.9823778990830009,0.0005582491934210323,-0.0005238379625503053,0.18867312586655743,0.7936703619855727,4.39956963897703e-06
0.0,-6.7768840482846695,0.0011398209979066826,6.246996742222717,0.9948156820669389,0.0005584337397110616,-0.0069688780160279355,0.18854793665098862,0.8126781896922672,6.240057695692386e-05
0.0,-6.711448432935937,0.0012169002490819115,6.2433767663548245,1.0063936700135716,0.0005586102593759009,-0.013171611695219843,0.18842435355119255,0.830582317898223,0.0001257457176160881
0.0,-6.646012817587203,0.001299191907268984,6.2397519381153215,1.0171432904143973,0.00055877901685122,-0.019138031083589732,0.1883036018999539,0.8474189405811821,0.00019480322307869474
0.0,-6.580577202238469,0.0013870484562614346,6.236122385301048,1.0270949565470755,0.0005589402665669273,-0.024874018027553197,0.18818676705648843,0.8632232672515734,0.00026996378490699163
0.0,-6.515141586889737,0.0014808462162156177,6.232488236450819,1.0362780764776447,0.000559094252776448,-0.030385345642149845,0.1880747806579651,0.8780295472090529,0.0003516418330425583
0.0,-6.449705971541003,0.0015809869555608298,6.228849620824723,1.0447210669680749,0.0005592412093962852,-0.03567767980008817,0.1879684123212335,0.8918710932375333,0.0004402768835645443
0.0,-6.384270356192269,0.00168789961191322,6.225206668383147,1.0524513721556819,0.0005593813598559366,-0.04075658060444025,0.18786826664907427,0.904780304751192,0.0005363349595775974
0.0,-6.318834740843536,0.0018020421293647925,6.221559509765527,1.0594954866672646,0.0005595149169584908,-0.045627503845236686,0.18777478519189342,0.9167886904036493,0.0006403100890667451
0.0,-6.253399125494802,0.001923903420017228,6.217908276268821,1.0658789826602795,0.0005596420827517704,-0.05029580244025932,0.18768825284556734,0.9279268901722197,0.0007527258837532608
0.0,-6.187963510146069,0.0020540054581624587,6.214253099825737,1.0716265401523666,0.0005597630484104393,-0.05476672786023252,0.18760880803525465,0.9382246969289341,0.0008741372031902603
0.0,-6.122527894797336,0.0021929055160801137,6.210594112982702,1.0767619799118169,0.0005598779941290028,-0.05904543153871331,0.1875364559467207,0.9477110775096804,0.0010051319085543492
0.0,-6.057092279448602,0.0023411985510285054,6.206931448877589,1.0813082981364006,0.0005599870890258554,-0.06313696626687768,0.18747108402155446,0.956414193292698,0.001146332710815226
0.0,-5.991656664099869,0.0024995197536535007,6.203265241217217,1.085287702143479,0.0005600904910585221,-0.06704628757347746,0.18741247892851684,0.9643614202973811,0.001298399118204674
0.0,-5.9262210487511355,0.0026685472687309874,6.199595624254616,1.088721646326622,0.0005601883469500669,-0.07077825509016589,0.18736034425588766,0.9715793688139502,0.001462029488155367
0.0,-5.860785433402402,0.002849005099896798,6.195922732766088,1.0916308676973583,0.0005602807921268286,-0.07433763390242572,0.1873143182331572,0.9780939025744999,0.0016379631891431101
0.0,-5.795349818053668,0.003041666210806105,6.192246702028051,1.0940354204179483,0.0005603679506674896,-0.07772909588633746,0.18727399087772031,0.9839301574758981,0.0018269828781420777
0.0,-5.729914202704935,0.003247355836005595,6.188567667793693,1.0959547088338262,0.0005604499352635123,-0.08095722103135394,0.18723892006584295,0.9891125598640738,0.0020299168996904815
0.0,-5.664478587356202,0.0034669550157000483,6.18488576626944,1.0974075186273795,0.0005605268471909918,-0.08402649874933497,0.18720864613957808,0.9936648443899454,0.0022476418128697245
0.0,-5.599042972007468,0.003701404369553982,6.181201134091232,1.0984120458281146,0.0005605987762939568,-0.08694132917000794,0.18718270477550772,0.9976100714463207,0.0024810850528170503
0.0,-5.5336073566587345,0.003951708125692806,6.177513908300654,1.0989859235241768,0.0005606658009790295,-0.08970602442306941,0.1871606379510538,1.0009706441952133,0.0027312277337273594
